name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
"Maharaja Agrasen Hospital, Punjabi Bagh",250,233,17,Private,2021-05-11-20-21,64,64,0,20,20,0,8,8,0,72,72,0,1,2
Makkar Multispeciality Hospital,44,32,12,Private,2021-05-11-19-00,11,11,0,,,,,,,11,11,0,,
Malik Radix Hospital,47,47,0,Private,2021-05-11-17-34,13,13,0,,,,1,1,0,14,14,0,1,0
"MANIPAL HOSPITAL, DWARKA",245,245,0,Private,2021-05-11-16-27,26,26,0,20,20,0,14,14,0,40,40,0,0,7
"Mansaram Hospital, Nangloi",42,23,19,Private,2021-05-11-18-10,9,9,0,,,,1,1,0,10,10,0,1,8
"Mata Chanan Devi Hospital, Janakpuri",200,173,27,Private,2021-05-11-18-45,39,39,0,,,,9,9,0,48,48,0,0,22
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,73,7,Private,2021-05-11-17-35,9,9,0,,,,7,7,0,16,16,0,0,5
Max East/West Block,255,216,39,Private,2021-05-11-20-07,33,33,0,10,10,0,15,15,0,48,48,0,0,6
"Max Smart Gujarmal Modi hospital ,Saket",250,233,17,Private,2021-05-11-17-49,,,,,,,50,50,0,50,50,0,0,9
"MAX SS HOSPITAL, PATPARGANJ",346,321,25,Private,2021-05-11-17-30,100,100,0,18,18,0,40,40,0,140,140,0,0,6
"Max SS Hospital, Shalimar Bagh",280,278,2,Private,2021-05-11-20-23,62,62,0,,,,30,30,0,92,92,0,1,12
"Medeor Hospital, Qutab Instl. Area",55,48,7,Private,2021-05-11-18-28,8,8,0,8,3,5,4,4,0,12,12,0,0,15
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-11-18-33,13,13,0,,,,1,1,0,14,14,0,0,4
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-11-19-41,14,14,0,,,,,,,14,14,0,0,8
"Metro Hospital, Preet Vihar",110,102,8,Private,2021-05-11-18-05,18,18,0,16,16,0,4,4,0,22,22,0,3,12
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-11-18-38,34,34,0,,,,7,7,0,41,41,0,0,16
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",135,132,3,Private,2021-05-11-17-29,13,13,0,9,9,0,17,17,0,30,30,0,0,7
"National Heart Institute, East of Kailash",100,100,0,Private,2021-05-11-20-31,26,26,0,10,8,2,6,6,0,32,32,0,0,8
National Institute of TB and Respiratory Diseases (LRS TB),77,50,27,Central Government,2021-05-11-10-03,,,,6,3,3,,,,,,,2,0
"Navjeevan Hospital, Pitampura",88,88,0,Private,2021-05-11-20-02,6,6,0,,,,4,4,0,10,10,0,0,4
Nestiva Hospital,20,18,2,Private,2021-05-11-20-12,2,2,0,,,,2,0,2,4,2,2,0,10
Nidaan Hospital,20,9,11,Private,2021-05-11-20-25,5,4,1,,,,2,2,0,7,6,1,0,23
Nijhara Hospital,6,6,0,Private,2021-05-11-07-13,,,,,,,,,,,,,0,5
Nirmal Hospital,20,7,13,Private,2021-05-11-10-02,,,,,,,,,,,,,0,8
Nirmala Hospital,23,23,0,Private,2021-05-11-00-53,2,2,0,,,,1,1,0,3,3,0,1,4
"NKS Hospital, Gulabi Bagh",82,34,48,Private,2021-05-11-20-01,38,23,15,,,,2,2,0,40,25,15,0,4
Northern Railway,200,191,9,Central Government,2021-05-11-17-45,,,,12,12,0,18,18,0,18,18,0,0,6
Oncoplus Hospital,43,43,0,Private,2021-05-11-19-24,17,17,0,,,,5,5,0,22,22,0,0,3
"Panchsheel Hospital, Yamuna Vihar",40,36,4,Private,2021-05-11-20-25,8,6,2,,,,,,,8,6,2,0,10
"Park Hospital, Meera Bagh",110,64,46,Private,2021-05-11-20-10,35,35,0,10,10,0,5,5,0,40,40,0,0,14
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-11-09-42,1,1,0,,,,,,,1,1,0,,
Patel Hospital,10,6,4,Private,2021-05-11-14-21,,,,,,,,,,,,,0,4
"PGH Hospital, Vikas Nagar",44,15,29,Private,2021-05-11-18-01,6,6,0,2,0,2,1,1,0,7,7,0,0,12
"Primus Super Specialty Hospital, Chanakyapuri",111,109,2,Private,2021-05-11-18-20,59,59,0,21,16,5,2,2,0,61,61,0,0,16
Pt.RRM Hospital,15,7,8,Private,2021-05-11-11-19,1,1,0,,,,1,1,0,2,2,0,0,8
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,33,2,Private,2021-05-11-20-05,9,9,0,5,4,1,1,1,0,10,10,0,0,12
"Pushpawati Singhania Hospital, Saket",168,156,12,Private,2021-05-11-20-16,28,28,0,9,9,0,10,10,0,38,38,0,0,20
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,78,22,Central Government,2021-05-11-11-40,,,,,,,,,,,,,1,0
Rajeev Gandhi Super Speciality Hospital,425,315,110,Delhi Government,2021-05-11-18-38,125,115,10,,,,200,200,0,325,315,10,0,15
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,230,0,Private,2021-05-11-17-26,35,35,0,11,11,0,5,5,0,40,40,0,0,15
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,5,10,Private,2021-05-11-09-33,3,1,2,,,,,,,3,1,2,1,23
Ram Manohar Lohia Hospital,323,269,54,Central Government,2021-05-11-17-54,,,,,,,28,28,0,28,28,0,1,5
"Rathi Hospital, Najafgarh",80,51,29,Private,2021-05-11-20-00,19,19,0,,,,6,6,0,25,25,0,0,5
Rescue Hospital,38,38,0,Private,2021-05-11-19-26,18,18,0,4,3,1,,,,18,18,0,0,10
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-11-18-04,14,14,0,2,2,0,1,1,0,15,15,0,0,3
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-11-18-02,17,17,0,15,15,0,1,1,0,18,18,0,2,22
ROSEWOOD HOSPITAL,25,21,4,Private,2021-05-11-17-21,4,4,0,,,,,,,4,4,0,0,10
Royal Kalindi Hospital,26,23,3,Private,2021-05-11-18-15,3,3,0,,,,1,1,0,4,4,0,0,2
RS Grover Memorial Hospital,24,10,14,Private,2021-05-11-15-42,4,4,0,,,,,,,4,4,0,0,5
Safdarjung Hospital,391,273,118,Central Government,2021-05-11-09-48,,,,,,,80,80,0,80,80,0,1,0
Sai Charitable Dispensary,25,14,11,Private,2021-05-11-18-23,,,,,,,,,,,,,0,10
SAMA HOSPITAL,32,32,0,Private,2021-05-11-09-20,,,,,,,4,4,0,4,4,0,0,16
"Samar Hospital, Dwarka",30,30,0,Private,2021-05-11-20-04,5,5,0,,,,1,1,0,6,6,0,,
Sanjay Gandhi Memorial Hospital,150,112,38,Delhi Government,2021-05-11-18-00,10,10,0,6,2,4,10,10,0,20,20,0,0,12
"Sanjeevan Medical Res. , Daryaganj",40,21,19,Private,2021-05-11-20-00,,,,,,,4,4,0,4,4,0,1,14
"Sant Parmanand Hospital, Civil Lines",60,44,16,Private,2021-05-11-14-05,15,15,0,6,0,6,,,,15,15,0,0,10
Sant Soham Hospital,15,13,2,Private,2021-05-11-16-22,,,,,,,,,,,,,0,6
"Santom Hospital, Prashant Vihar",105,89,16,Private,2021-05-11-09-11,42,42,0,,,,8,8,0,50,50,0,0,8
Sardar Vallabhbhai Patel Covid hospital (DRDO),500,405,95,Central Government,2021-05-11-15-45,,,,,,,128,128,0,128,128,0,1,10
Saroj Super Speciality Hospital,150,150,0,Private,2021-05-11-20-17,41,41,0,,,,22,22,0,63,63,0,0,18
SATYA MULTISPECIALITY HOSPITAL,18,13,5,Private,2021-05-11-17-29,3,3,0,,,,,,,3,3,0,0,12
"Satyabhama Hospital, Nangloi",42,41,1,Private,2021-05-11-18-19,29,28,1,5,5,0,3,3,0,32,31,1,0,5
Satyawati Harishchand Hsopital,200,146,54,Delhi Government,2021-05-11-20-12,12,12,0,,,,3,3,0,15,15,0,0,9
Savitri Hospital,25,24,1,Private,2021-05-11-14-14,13,13,0,,,,,,,13,13,0,0,10
SCI International Hospital,12,12,0,Private,2021-05-11-11-27,,,,,,,,,,,,,1,0
"Sehgal Neo Hospital, Paschim Vihar",87,87,0,Private,2021-05-11-20-22,13,13,0,,,,,,,13,13,0,0,3
"Shakuntala Nursing Home, West Sagarpur",30,25,5,Private,2021-05-11-18-03,5,5,0,,,,,,,5,5,0,,
"Shanti Mukand Hospital, Vikas Marg Extn.",110,108,2,Private,2021-05-11-18-25,19,19,0,25,18,7,5,5,0,24,24,0,0,6
"Shree Agarsain International Hospital, Rohini- 22",198,175,23,Private,2021-05-11-17-20,58,58,0,16,16,0,15,15,0,73,73,0,2,18
Shree Hospital,20,15,5,Private,2021-05-11-18-03,,,,,,,,,,,,,0,12
"Shri Ram Singh Hospital, Krishna Nagar",52,20,32,Private,2021-05-11-17-47,6,6,0,,,,1,1,0,7,7,0,0,15
Shrine Hospital,17,6,11,Private,2021-05-11-17-03,3,3,0,,,,,,,3,3,0,0,12
SINGHAL HOSPITAL,27,10,17,Private,2021-05-11-10-40,7,5,2,,,,,,,7,5,2,0,2
Singhal Medical  Centre,20,14,6,Private,2021-05-11-20-30,,,,,,,,,,,,,1,4
Sir Ganga Ram City Hospital,96,80,16,Private,2021-05-11-16-51,1,1,0,,,,15,15,0,16,16,0,0,11
Sir Ganga Ram Hospital,584,584,0,Private,2021-05-11-16-00,83,83,0,95,48,47,74,74,0,157,157,0,0,1
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",41,39,2,Private,2021-05-11-19-40,9,9,0,1,1,0,,,,9,9,0,1,4
"SMS Hospital, Gagan Vihar",36,16,20,Private,2021-05-11-18-13,4,4,0,,,,1,1,0,5,5,0,0,12
"Sri Balaji Action Medical Inst., Paschim Vihar",250,250,0,Private,2021-05-11-17-49,97,97,0,30,30,0,8,8,0,105,105,0,1,14
"St. Stephens Hospital, Tis Hazari",336,266,70,Private,2021-05-11-20-15,24,24,0,8,8,0,8,8,0,32,32,0,0,8
Sunrise Hospital,14,5,9,Private,2021-05-11-17-43,,,,,,,,,,,,,,
Sunrise Hospital (A Unit of Trinity Sunrise Healthcare Pvt.Ltd.,22,10,12,Private,2021-05-11-17-53,3,1,2,,,,1,1,0,4,2,2,0,8
"Surya Hospital, Krishna Nagar",40,28,12,Private,2021-05-11-18-32,5,5,0,5,0,5,,,,5,5,0,0,2
SURYA KIRAN HOSPITAL,40,25,15,Private,2021-05-11-20-11,9,9,0,5,5,0,1,1,0,10,10,0,0,7
Sushila Hospial,50,50,0,Private,2021-05-11-18-55,10,10,0,,,,,,,10,10,0,0,10
Swami Dayanand,70,70,0,Central Government,2021-05-11-20-13,,,,,,,,,,,,,1,15
"Tarak Hospital, Uttam Nagar",72,70,2,Private,2021-05-11-14-41,25,25,0,6,6,0,5,5,0,30,30,0,0,4
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-11-18-00,14,14,0,23,5,18,2,2,0,16,16,0,1,7
Triton Hospital,10,9,1,Private,2021-05-11-08-12,,,,12,8,4,,,,,,,0,8
Tulsi Multispeciality Hospital & Critical Care Unit,40,8,32,Private,2021-05-11-18-08,1,1,0,,,,1,1,0,2,2,0,0,12
TYAGI NURSING HOME,15,15,0,Private,2021-05-11-17-42,7,7,0,2,2,0,3,3,0,10,10,0,1,22
"Universal Centre of Health services, Kalkaji",35,28,7,Private,2021-05-11-17-14,,,,,,,,,,,,,1,10
"Venkateshwar Hospital, Dwarka",245,245,0,Private,2021-05-11-18-23,48,48,0,,,,8,8,0,56,56,0,0,10
"Vikas Hospital, Najafgarh",40,38,2,Private,2021-05-11-19-40,8,8,0,,,,3,3,0,11,11,0,0,12
VIMHANS,180,163,17,Private,2021-05-11-18-55,82,82,0,,,,48,48,0,130,130,0,0,2
World Brain Center Hospital,45,21,24,Private,2021-05-11-17-52,11,11,0,,,,,,,11,11,0,0,12
All,23235,19065,4170,,2021-05-11-20-35,3806,3752,54,1009,782,227,2057,2049,8,5863,5801,62,,
