name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-04-27-07-59,28,28,0,,,,4,4,0,32,32,0
"Gandhi Nursing Home, Uttam Nagar",96,96,0,Private,2021-04-27-08-18,29,29,0,8,8,0,1,1,0,30,30,0
"Garg Hospital, Karkardooma",36,36,0,Private,2021-04-27-00-19,3,3,0,4,4,0,,,,3,3,0
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-04-27-11-44,12,12,0,8,8,0,5,5,0,17,17,0
"Goyal Hospital, Paschim Vihar",21,21,0,Private,2021-04-27-12-57,7,7,0,,,,,,,7,7,0
GTB Hospital,750,750,0,Delhi Government,2021-04-27-08-31,272,272,0,,,,128,128,0,400,400,0
"Gupta Multispecialty Hospital, Vivek Vihar",26,26,0,Private,2021-04-27-09-55,3,3,0,,,,,,,3,3,0
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,51,147,Delhi Government,2021-04-26-10-51,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",376,127,249,Private,2021-04-27-08-12,21,21,0,6,2,4,8,8,0,29,29,0
"Holy Family Hospital, Okhla",385,385,0,Private,2021-04-27-10-01,16,16,0,18,18,0,38,38,0,54,54,0
"IBS Hospital, Lajpat Nagar",33,33,0,Private,2021-04-27-12-04,9,9,0,,,,3,3,0,12,12,0
"Indian spinal injury centre,Vasant Kunj",160,158,2,Private,2021-04-27-11-29,10,10,0,9,5,4,4,4,0,14,14,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",440,440,0,Private,2021-04-27-07-21,78,78,0,81,79,2,12,12,0,90,90,0
"Irene Hospital, Kalkaji",34,34,0,Private,2021-04-27-12-03,3,3,0,,,,2,2,0,5,5,0
"Ishan Hospital, Rohini",14,14,0,Private,2021-04-27-12-11,5,5,0,,,,,,,5,5,0
"Jain Hospital, Vikas Marg Extn.",42,42,0,Private,2021-04-27-10-08,13,13,0,2,2,0,,,,13,13,0
"Jaipur Golden Hospital, Rohini",220,146,74,Private,2021-04-27-11-51,59,59,0,10,10,0,6,6,0,65,65,0
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,60,0,Private,2021-04-27-08-06,8,8,0,,,,2,2,0,10,10,0
"Jeewan Mala Hospital, Rohtak Road",40,40,0,Private,2021-04-27-12-59,1,1,0,,,,2,2,0,3,3,0
"Jeewan Moti Khera Hospital, Nangloi",30,16,14,Private,2021-04-27-11-08,3,3,0,,,,1,1,0,4,4,0
"Jeewan Nursing Home, Pusa Road",37,37,0,Private,2021-04-27-12-41,7,7,0,7,7,0,,,,7,7,0
K K Surgical & Maternity Centre,40,0,40,Private,2021-04-27-11-15,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,18,12,Private,2021-04-27-11-17,,,,6,6,0,,,,,,
"Kalra Hospital, Kirti Nagar",143,93,50,Private,2021-04-27-12-54,29,29,0,29,29,0,3,3,0,32,32,0
"Kapil Multispecialty Hospital, Nathupura",35,35,0,Private,2021-04-27-10-07,2,2,0,,,,1,1,0,3,3,0
Khandelwal Hospital And Urology Center,30,29,1,Private,2021-04-27-02-56,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,33,10,Private,2021-04-27-09-22,,,,16,13,3,1,1,0,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",34,34,0,Private,2021-04-27-08-27,10,10,0,,,,,,,10,10,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",146,96,50,Private,2021-04-27-12-23,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",18,18,0,Private,2021-04-27-07-17,2,2,0,,,,,,,2,2,0
"Lalita Hospital, Begumpur",30,30,0,Private,2021-04-19-03-48,3,3,0,,,,1,1,0,4,4,0
LHMC,268,235,33,Central Government,2021-04-27-09-37,10,10,0,27,24,3,16,16,0,26,26,0
Lok Nayak Hospital,1500,1500,0,Delhi Government,2021-04-27-12-19,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-04-27-08-01,24,13,11,26,14,12,2,2,0,26,15,11
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-04-27-09-41,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",40,30,10,Private,2021-04-27-12-41,3,3,0,1,0,1,1,1,0,4,4,0
"Maharaja Agrasen Hospital, Dwarka",35,35,0,Private,2021-04-27-11-57,10,10,0,3,3,0,2,2,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",350,257,93,Private,2021-04-27-12-33,64,64,0,20,20,0,8,8,0,72,72,0
Malik Radix Hospital,47,47,0,Private,2021-04-27-13-30,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",222,222,0,Private,2021-04-24-13-27,17,17,0,33,33,0,10,10,0,27,27,0
"Mansaram Hospital, Nangloi",42,37,5,Private,2021-04-27-13-30,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,186,14,Private,2021-04-27-07-56,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",55,55,0,Private,2021-04-27-09-52,14,14,0,,,,2,2,0,16,16,0
Max East/West Block,255,219,36,Private,2021-04-27-08-11,40,40,0,12,12,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",370,312,58,Private,2021-04-27-08-46,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",276,241,35,Private,2021-04-27-10-23,52,52,0,18,18,0,20,20,0,72,72,0
"Max SS Hospital, Shalimar Bagh",242,242,0,Private,2021-04-27-10-10,61,61,0,,,,30,30,0,91,91,0
"Medeor Hospital, Qutab Instl. Area",55,25,30,Private,2021-04-27-11-47,8,7,1,8,6,2,4,4,0,12,11,1
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-04-27-08-22,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-04-27-06-28,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",160,94,66,Private,2021-04-27-09-42,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",82,82,0,Private,2021-04-27-09-43,31,31,0,3,2,1,3,3,0,34,34,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",215,181,34,Private,2021-04-27-12-27,12,12,0,9,9,0,4,4,0,16,16,0
"National Heart Institute, East of Kailash",76,76,0,Private,2021-04-27-08-27,25,25,0,14,14,0,2,2,0,27,27,0
"Navjeevan Hospital, Pitampura",80,80,0,Private,2021-04-26-17-28,8,8,0,,,,1,1,0,9,9,0
Nestiva Hospital,20,20,0,Private,2021-04-27-10-50,2,2,0,,,,2,2,0,4,4,0
"NKS Hospital, Gulabi Bagh",43,43,0,Private,2021-04-27-12-47,21,21,0,,,,3,3,0,24,24,0
Northern Railway,200,200,0,Central Government,2021-04-27-07-29,,,,12,11,1,14,14,0,14,14,0
"Panchsheel Hospital, Yamuna Vihar",32,32,0,Private,2021-04-27-07-20,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,64,46,Private,2021-04-27-12-41,35,35,0,10,10,0,5,5,0,40,40,0
"PGH Hospital, Vikas Nagar",44,14,30,Private,2021-04-27-11-15,5,5,0,2,0,2,2,2,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-04-27-08-17,34,34,0,21,9,12,2,2,0,36,36,0
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-04-27-07-07,9,9,0,5,0,5,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",282,131,151,Private,2021-04-27-10-50,28,28,0,9,3,6,10,9,1,38,37,1
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,45,45,0,Delhi Government,2021-04-27-10-39,,,,,,,,,,,,
Rajeev Gandhi Super Speciality Hospital,350,350,0,Delhi Government,2021-04-27-12-13,150,150,0,,,,200,200,0,350,350,0
"Rajiv Gandhi Cancer Institute & RC, Rohini*",212,212,0,Private,2021-04-27-12-32,35,35,0,11,11,0,5,5,0,40,40,0
Ram Manohar Lohia Hospital,263,253,10,Central Government,2021-04-27-09-57,,,,,,,28,28,0,28,28,0
"Rathi Hospital, Najafgarh",80,80,0,Private,2021-04-27-12-36,15,15,0,,,,6,6,0,21,21,0
"Revive Hospital,tilak nagar",28,28,0,Private,2021-04-27-10-13,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-04-27-12-03,17,17,0,15,15,0,1,1,0,18,18,0
Safdarjung Hospital,275,275,0,Central Government,2021-04-27-08-02,,,,,,,65,65,0,65,65,0
"Samar Hospital, Dwarka",30,30,0,Private,2021-04-27-12-46,5,5,0,,,,1,1,0,6,6,0
Sanjay Gandhi Memorial Hospital,118,118,0,Delhi Government,2021-04-27-12-43,10,10,0,6,3,3,10,10,0,20,20,0
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-04-27-07-14,4,4,0,,,,,,,4,4,0
"Sant Parmanand Hospital, Civil Lines",78,75,3,Private,2021-04-27-11-30,15,15,0,6,0,6,,,,15,15,0
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-04-27-08-54,20,20,0,,,,8,8,0,28,28,0
Sardar Patel Covid Army  hospital,500,480,20,Central Government,2021-04-26-21-17,,,,,,,128,128,0,128,128,0
Saroj Super Speciality Hospital,140,133,7,Private,2021-04-27-11-15,41,41,0,,,,12,12,0,53,53,0
SATYA MULTISPECIALITY HOSPITAL,16,16,0,Private,2021-04-27-11-50,3,3,0,,,,,,,3,3,0
"Satyabhama Hospital, Nangloi",44,44,0,Private,2021-04-27-12-57,31,31,0,5,5,0,3,3,0,34,34,0
Satyawati Harishchand Hsopital,135,89,46,Delhi Government,2021-04-27-13-20,12,12,0,,,,3,3,0,15,15,0
Savitri Hospital,25,25,0,Private,2021-04-27-08-47,12,12,0,,,,1,1,0,13,13,0
SCI International Hospital,12,12,0,Private,2021-04-27-09-47,,,,,,,,,,,,
"Sehgal Neo Hospital, Paschim Vihar",133,133,0,Private,2021-04-27-13-15,13,13,0,,,,,,,13,13,0
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-04-27-09-17,5,5,0,,,,,,,5,5,0
"Shanti Mukand Hospital, Vikas Marg Extn.",131,131,0,Private,2021-04-27-04-40,19,19,0,17,17,0,5,5,0,24,24,0
"Shree Agarsain International Hospital, Rohini- 22",220,220,0,Private,2021-04-27-09-29,62,62,0,16,5,11,15,15,0,77,77,0
Shree Hospital,20,16,4,Private,2021-04-27-08-43,,,,,,,,,,,,
"Shri Ram Singh Hospital, Krishna Nagar",52,52,0,Private,2021-04-27-09-36,7,7,0,,,,,,,7,7,0
Sir Ganga Ram City Hospital,96,83,13,Private,2021-04-27-09-22,3,3,0,,,,10,10,0,13,13,0
Sir Ganga Ram Hospital,516,516,0,Private,2021-04-27-13-30,100,100,0,108,73,35,42,42,0,142,142,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",30,30,0,Private,2021-04-27-07-47,6,6,0,,,,,,,6,6,0
"SMS Hospital, Gagan Vihar",36,30,6,Private,2021-04-27-10-20,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",260,222,38,Private,2021-04-27-12-52,76,76,0,58,35,23,5,5,0,81,81,0
"St. Stephens Hospital, Tis Hazari",336,289,47,Private,2021-04-27-12-32,24,24,0,8,8,0,8,8,0,32,32,0
"Surya Hospital, Krishna Nagar",40,31,9,Private,2021-04-27-13-12,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,40,20,20,Private,2021-04-27-12-06,9,9,0,5,5,0,1,1,0,10,10,0
Sushila Hospial,5,5,0,Private,2021-04-27-08-34,,,,,,,,,,,,
Swami Dayanand,70,70,0,Central Government,2021-04-27-13-30,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",67,67,0,Private,2021-04-27-13-13,21,21,0,9,8,1,4,4,0,25,25,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,130,6,Private,2021-04-27-09-24,14,14,0,30,5,25,2,2,0,16,16,0
Tulsi Multispeciality Hospital & Critical Care Unit,40,15,25,Private,2021-04-27-10-14,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",40,40,0,Private,2021-04-27-07-05,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",290,265,25,Private,2021-04-27-09-48,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",40,35,5,Private,2021-04-27-11-06,8,8,0,,,,3,3,0,11,11,0
VIMHANS,100,98,2,Private,2021-04-27-08-44,10,10,0,,,,20,20,0,30,30,0
World Brain Center Hospital,45,45,0,Private,2021-04-27-13-30,8,8,0,,,,3,3,0,11,11,0
All,20721,18914,1807,,2021-04-27-13-32,3115,3103,12,1133,848,285,1618,1616,2,4733,4719,14
