name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-09-08-06,9,0,9,1,0,1,1,0,1,10,0,10,0,7
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-07-09-09-17,8,0,8,,,,2,0,2,10,0,10,,
Bara Hindurao Hospital,250,5,245,Central Government,2021-07-09-10-18,,,,4,0,4,10,0,10,10,0,10,11,0
Base Hospital Delhi Cantt,500,19,481,Central Government,2021-07-09-07-15,,,,,,,50,8,42,50,8,42,2,12
Batra Hospital,300,0,300,Private,2021-07-09-11-13,18,0,18,12,12,0,15,0,15,33,0,33,0,23
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-09-07-16,12,0,12,,,,3,0,3,15,0,15,5,10
BH SALVAS HOSPITAL,10,10,0,Private,2021-07-09-09-28,2,2,0,10,10,0,1,1,0,3,3,0,0,20
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-09-08-38,13,0,13,,,,2,0,2,15,0,15,0,10
"Bhatia Global Hospital, Paschim Vihar",33,0,33,Private,2021-07-09-17-11,3,0,3,3,3,0,,,,3,0,3,5,12
Bimla Devi Hospital,10,0,10,Private,2021-07-09-07-54,,,,6,1,5,,,,,,,4,0
"BLK Hospital, Pusa Road",140,7,133,Private,2021-07-09-17-30,21,1,20,90,90,0,7,2,5,28,3,25,4,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-09-07-41,1,0,1,10,8,2,2,0,2,3,0,3,2,18
Burari Hospital,300,5,295,Delhi Government,2021-07-09-13-44,70,5,65,,,,30,0,30,100,5,95,3,14
C M PATEL HOSPITAL,15,0,15,Private,2021-07-09-09-35,,,,,,,,,,,,,2,23
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,,,,7,0
CBR Hospital,25,10,15,Private,2021-07-09-11-40,3,3,0,,,,,,,3,3,0,1,7
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-07-09-17-25,4,0,4,3,0,3,1,0,1,5,0,5,1,20
Central Hospital,16,0,16,Private,2021-07-09-16-34,,,,4,4,0,4,0,4,4,0,4,0,3
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-08-07-26,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-07-09-08-43,,,,,,,,,,,,,27,13
"Covid Care Center- Sardar Patel, Chattrpur",596,4,592,Delhi Government,2021-07-09-17-27,,,,,,,,,,,,,1,19
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-07-09-08-15,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,4,46,Delhi Government,2021-07-09-09-03,,,,,,,,,,,,,5,23
Covid Care Center Narela,50,0,50,Delhi Government,2021-07-09-07-47,,,,,,,,,,,,,,
Cronus Multi speciality Hospital,10,0,10,Private,2021-07-09-07-41,5,0,5,,,,,,,5,0,5,1,8
"Cygnus MLS, Rama Vihar",60,0,60,Private,2021-07-09-09-27,19,0,19,,,,5,0,5,24,0,24,0,3
"Cygnus Sonia Hospital, Nangloi",68,1,67,Private,2021-07-09-17-29,26,1,25,,,,5,0,5,31,1,30,0,17
Deen Dayal Upadhyay hospital,100,9,91,Delhi Government,2021-07-09-17-00,,,,43,0,43,25,7,18,25,7,18,1,5
Deep Chand Bandhu,100,5,95,Delhi Government,2021-07-09-15-33,5,-3,8,10,4,6,20,4,16,25,1,24,4,7
Delhi global hospital,14,3,11,Private,2021-07-09-15-17,3,0,3,3,0,3,,,,3,0,3,1,23
Delhi Golden Hospital,15,0,15,Private,2021-07-09-16-56,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-07-09-10-48,3,0,3,34,17,17,2,0,2,5,0,5,4,4
Delhi multi speciality hospital,11,0,11,Private,2021-07-09-08-05,,,,,,,,,,,,,1,15
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,1,102,Private,2021-07-09-16-20,13,0,13,5,5,0,5,0,5,18,0,18,1,8
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-07-09-10-00,4,0,4,5,3,2,1,0,1,5,0,5,0,23
Divine Multispeciality Hospital and Cancer Centre,35,9,26,Private,2021-07-09-08-31,17,1,16,9,2,7,9,1,8,26,2,24,0,22
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-07-09-08-40,,,,8,8,0,2,0,2,2,0,2,1,20
Dr Baba Saheb Ambedkar Hospital,100,21,79,Delhi Government,2021-07-09-09-20,,,,12,10,2,25,21,4,25,21,4,0,23
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-07-09-11-47,5,0,5,,,,1,0,1,6,0,6,,
Ekansh Hospital,8,0,8,Private,2021-07-09-12-31,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,76,0,76,Central Government,2021-07-09-10-49,,,,5,5,0,5,0,5,5,0,5,5,10
ESIC hospital Okhla,20,0,20,Central Government,2021-07-09-10-28,,,,27,6,21,2,0,2,2,0,2,4,11
"Fortis Escorts Heart Institute, Okhla",112,0,112,Private,2021-07-09-16-22,55,0,55,16,12,4,5,0,5,60,0,60,2,1
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-07-09-14-03,15,0,15,48,44,4,5,0,5,20,0,20,4,23
"Fortis SS Hospital, Vasant Kunj",106,1,105,Private,2021-07-09-15-23,20,1,19,,,,12,0,12,32,1,31,2,23
Galaxy Hospital,8,0,8,Private,2021-07-09-08-22,2,0,2,1,0,1,,,,2,0,2,5,0
"Gandhi Nursing Home, Uttam Nagar",25,1,24,Private,2021-07-09-09-39,8,1,7,15,15,0,2,0,2,10,1,9,1,12
"Garg Hospital, Karkardooma",36,0,36,Private,2021-07-09-17-07,4,0,4,,,,,,,4,0,4,0,12
GNS Multispeciality Hospital,6,0,6,Private,2021-07-08-14-16,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",24,0,24,Private,2021-07-09-11-06,2,0,2,8,6,2,2,0,2,4,0,4,1,23
"Goyal Hospital, Paschim Vihar",24,0,24,Private,2021-07-09-13-50,7,0,7,,,,,,,7,0,7,0,12
GTB Hospital,600,18,582,Delhi Government,2021-07-09-16-01,410,0,410,,,,140,18,122,550,18,532,3,18
Gupta Multispecialty Hospital,14,0,14,Private,2021-07-09-17-17,,,,4,0,4,,,,,,,2,0
"Gupta Multispecialty Hospital, Vivek Vihar",40,0,40,Private,2021-07-08-18-59,6,0,6,,,,,,,6,0,6,2,20
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,0,198,Delhi Government,2021-07-01-10-44,,,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",141,0,141,Private,2021-07-09-01-01,4,0,4,29,2,27,8,0,8,12,0,12,1,4
HANDA NURSING HOME,12,0,12,Private,2021-07-09-10-53,,,,6,0,6,,,,,,,1,18
Hardik Hospital,10,0,10,Private,2021-07-09-10-54,4,0,4,,,,,,,4,0,4,1,20
Highland Care Multispeciality Hospital,30,1,29,Private,2021-07-09-14-51,5,0,5,,,,,,,5,0,5,0,15
Hira’s Multispeciality Hospital,15,0,15,Private,2021-07-09-13-36,,,,,,,,,,,,,0,12
"Holy Family Hospital, Okhla",100,3,97,Private,2021-07-09-09-03,,,,18,18,0,14,1,13,14,1,13,0,20
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-07-09-07-17,,,,10,4,6,,,,,,,0,6
"Indian spinal injury centre,Vasant Kunj",60,6,54,Private,2021-07-09-17-30,,,,10,10,0,9,6,3,9,4,5,0,21
"Indira Gandhi Hospital, Dwarka",250,0,250,Delhi Government,2021-07-09-10-00,,,,73,0,73,15,0,15,15,0,15,8,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",215,6,209,Private,2021-07-09-14-33,36,3,33,117,105,12,12,1,11,48,4,44,4,0
"Irene Hospital, Kalkaji",34,0,34,Private,2021-07-09-16-50,3,0,3,,,,2,0,2,5,0,5,1,0
"Ishan Hospital, Rohini",13,0,13,Private,2021-07-09-17-10,5,0,5,,,,,,,5,0,5,0,15
"Jaipur Golden Hospital, Rohini",72,12,60,Private,2021-07-09-12-00,8,8,0,11,11,0,4,0,4,12,8,4,0,16
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,0,60,Private,2021-07-09-14-07,,,,10,3,7,,,,,,,1,20
"Jeewan Mala Hospital, Rohtak Road",45,0,45,Private,2021-07-09-10-35,15,0,15,8,8,0,8,0,8,23,0,23,0,12
"Jeewan Moti Khera Hospital, Nangloi",30,0,30,Private,2021-07-09-15-29,3,0,3,2,0,2,2,0,2,5,0,5,1,23
Jivisha Advanced Medical Centre,22,0,22,Private,2021-07-09-07-27,,,,,,,,,,,,,1,23
Jyoti Nursing Home,22,3,19,Private,2021-07-09-17-10,,,,,,,,,,,,,1,11
Kalawati Saran Children's Hospital (LHMC),34,3,31,Central Government,2021-07-09-10-50,,,,35,30,5,5,3,2,5,3,2,7,9
"Kalra Hospital, Dwarka",10,0,10,Private,2021-07-09-16-05,,,,6,6,0,,,,,,,5,0
"Kalra Hospital, Kirti Nagar",34,0,34,Private,2021-07-09-15-24,10,0,10,29,29,0,1,0,1,11,0,11,0,12
Kalyani Hospital,25,0,25,Private,2021-07-09-16-54,8,0,8,,,,1,0,1,9,0,9,13,1
"Kapil Multispecialty Hospital, Nathupura",10,0,10,Private,2021-07-09-09-22,,,,5,2,3,,,,,,,5,0
Khandelwal Hospital And Urology Center,10,0,10,Private,2021-07-09-16-17,2,0,2,,,,,,,2,0,2,0,10
khanna hospital,50,0,50,Private,2021-07-09-08-51,7,0,7,1,0,1,1,0,1,8,0,8,0,15
"Konark Hospital, Nangloi",43,0,43,Private,2021-07-09-13-39,14,0,14,,,,1,0,1,15,0,15,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,0,26,Private,2021-07-09-17-16,6,0,6,2,2,0,,,,6,0,6,0,18
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,0,96,Private,2021-07-09-13-34,26,0,26,6,6,0,,,,26,0,26,0,23
"Lalita Hospital, Begumpur",40,0,40,Private,2021-07-09-10-40,4,0,4,,,,1,0,1,5,0,5,,
LHMC,93,60,33,Central Government,2021-07-09-09-38,5,1,4,27,24,3,16,0,16,21,1,20,1,10
Life RAYS HOSPITAL,12,0,12,Private,2021-07-09-08-58,,,,,,,,,,,,,,
Lifeline Hospital,19,0,19,Private,2021-07-09-14-34,2,0,2,3,0,3,2,0,2,4,0,4,2,0
Lok Nayak Hospital,720,8,712,Delhi Government,2021-07-09-17-16,600,5,595,98,17,81,100,3,97,700,8,692,0,20
Lotus Hospital,15,6,9,Private,2021-07-09-12-15,,,,,,,,,,,,,1,20
Maa Bharti Hospital,8,0,8,Private,2021-07-09-07-39,,,,,,,,,,,,,2,4
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,0,71,Private,2021-07-09-10-16,24,0,24,20,19,1,2,0,2,26,0,26,0,12
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-07-09-14-04,14,0,14,10,2,8,6,0,6,20,0,20,27,0
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-07-09-09-02,1,0,1,4,0,4,1,0,1,2,0,2,,
"Maharaja Agrasen Hospital, Dwarka",47,0,47,Private,2021-07-09-10-54,,,,4,4,0,12,0,12,12,0,12,1,0
"Maharaja Agrasen Hospital, Punjabi Bagh",90,4,86,Private,2021-07-09-15-51,25,2,23,64,45,19,3,1,2,28,3,25,5,5
Makkar Multispeciality Hospital,16,0,16,Private,2021-07-09-09-27,4,0,4,,,,,,,4,0,4,2,0
Malik Radix Hospital,47,0,47,Private,2021-07-09-15-13,12,0,12,,,,2,0,2,14,0,14,3,6
"MANIPAL HOSPITAL, DWARKA",60,0,60,Private,2021-07-09-16-32,8,0,8,20,20,0,14,0,14,22,0,22,2,0
"Mansaram Hospital, Nangloi",10,0,10,Private,2021-07-09-16-57,4,0,4,,,,1,0,1,5,0,5,1,7
"Mata Chanan Devi Hospital, Janakpuri",63,1,62,Private,2021-07-09-15-29,6,1,5,43,28,15,6,0,6,12,1,11,4,5
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,0,80,Private,2021-07-09-10-43,20,0,20,2,2,0,8,0,8,28,0,28,0,4
Max East/West Block,255,0,255,Private,2021-07-09-16-28,48,0,48,10,10,0,,,,48,0,48,0,21
"Max Smart Gujarmal Modi hospital ,Saket",75,0,75,Private,2021-07-09-11-03,,,,45,0,45,5,0,5,5,0,5,3,4
"MAX SS HOSPITAL, PATPARGANJ",120,0,120,Private,2021-07-09-11-01,10,0,10,111,111,0,10,0,10,20,0,20,2,6
"Max SS Hospital, Shalimar Bagh",84,8,76,Private,2021-07-09-09-31,7,7,0,,,,5,1,4,12,8,4,4,4
"Medeor Hospital, Dwarka",45,0,45,Private,2021-07-09-11-33,,,,,,,8,0,8,8,0,8,0,23
"Medeor Hospital, Qutab Instl. Area",55,0,55,Private,2021-07-09-15-40,8,0,8,8,8,0,4,0,4,12,0,12,0,23
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-07-09-13-47,14,0,14,,,,,,,14,0,14,2,20
"Metro Hospital, Lajpat Nagar",33,0,33,Private,2021-07-09-10-09,14,0,14,4,4,0,,,,14,0,14,3,8
"Metro Hospital, Preet Vihar",40,13,27,Private,2021-07-09-10-08,21,9,12,16,16,0,2,0,2,23,9,14,0,20
"MGS Hospital, Punjabi Bagh",56,0,56,Private,2021-07-09-15-41,12,0,12,8,8,0,3,0,3,15,0,15,0,14
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",42,0,42,Private,2021-07-09-10-36,6,0,6,30,12,18,2,0,2,8,0,8,0,11
"National Heart Institute, East of Kailash",23,0,23,Private,2021-07-09-09-30,21,0,21,10,10,0,2,0,2,23,0,23,0,22
National Institute of TB and Respiratory Diseases (LRS TB),15,0,15,Central Government,2021-07-09-09-12,,,,6,6,0,,,,,,,1,0
"Navjeevan Hospital, Pitampura",30,0,30,Private,2021-07-09-08-52,2,0,2,7,7,0,1,0,1,3,0,3,9,23
Nestiva Hospital,20,0,20,Private,2021-07-09-10-25,,,,,,,2,0,2,2,0,2,4,0
Newlife Medical Centre,12,0,12,Private,2021-07-09-17-24,,,,,,,,,,,,,1,12
Newlife Multispeciality Hospital,20,0,20,Private,2021-07-09-11-43,3,0,3,,,,1,0,1,4,0,4,,
Nidaan Hospital,20,0,20,Private,2021-07-09-13-35,5,0,5,,,,2,0,2,7,0,7,,
Nijhara Hospital,7,0,7,Private,2021-07-09-07-39,,,,,,,,,,,,,1,23
Nirmal Hospital,20,1,19,Private,2021-07-09-09-15,,,,,,,,,,,,,0,20
Nirmala Hospital,19,0,19,Private,2021-07-09-17-10,2,0,2,,,,1,0,1,3,0,3,6,0
Nirogi Charitable and Medical Research Trust,20,0,20,Private,2021-07-09-14-11,,,,,,,,,,,,,3,20
"NKS Hospital, Gulabi Bagh",82,0,82,Private,2021-07-09-10-46,23,0,23,15,15,0,2,0,2,25,0,25,0,7
Northern Railway,55,5,50,Central Government,2021-07-09-17-10,,,,12,10,2,14,5,9,14,5,9,0,12
Nu life Hospital,48,25,23,Private,2021-05-16-12-09,,,,,,,,,,,,,1,12
Nulife Hospital,15,0,15,Private,2021-07-09-12-02,,,,,,,5,0,5,5,0,5,3,0
Oncoplus Hospital,30,0,30,Private,2021-07-09-11-55,4,0,4,,,,5,0,5,9,0,9,3,0
"Park Hospital, Meera Bagh",53,0,53,Private,2021-07-09-14-12,12,0,12,35,10,25,3,0,3,15,0,15,1,0
Parmeshwari Devi Hospital,18,0,18,Private,2021-07-09-09-48,,,,,,,,,,,,,,
Patel Hospital,10,0,10,Private,2021-07-09-12-52,6,0,6,6,0,6,,,,6,0,6,,
Pentagram,11,0,11,Private,2021-07-09-08-09,6,0,6,,,,,,,6,0,6,1,23
Pentamed Hospital,6,0,6,Private,2021-07-09-11-22,1,0,1,6,1,5,1,0,1,2,0,2,2,20
"PGH Hospital, Vikas Nagar",17,0,17,Private,2021-07-09-17-22,2,0,2,6,0,6,1,0,1,3,0,3,2,23
"Primus Super Specialty Hospital, Chanakyapuri",40,0,40,Private,2021-07-09-15-18,8,0,8,35,18,17,2,0,2,10,0,10,10,0
Pt.RRM Hospital,15,3,12,Private,2021-07-09-11-20,1,0,1,2,0,2,1,0,1,2,0,2,3,14
"Pushpawati Singhania Hospital, Saket",60,1,59,Private,2021-07-09-09-54,5,0,5,35,13,22,4,0,4,9,0,9,1,20
"RADHA SOAMI SATSANG BEAS , COVID CARE CENTRE, ASHOK NAGAR ",100,0,100,Delhi Government,2021-07-09-08-22,,,,,,,,,,,,,1,23
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,115,0,115,Central Government,2021-07-02-14-31,,,,,,,,,,,,,3,0
Rajeev Gandhi Super Speciality Hospital,150,1,149,Delhi Government,2021-07-09-17-30,,,,80,23,57,150,1,149,150,1,149,2,17
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,1,229,Private,2021-07-09-09-57,35,0,35,11,11,0,5,0,5,40,0,40,1,11
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,0,15,Private,2021-07-09-11-50,3,0,3,,,,,,,3,0,3,1,20
Ram Manohar Lohia Hospital,323,8,315,Central Government,2021-07-09-11-04,,,,71,0,71,28,6,22,28,6,22,3,23
"Rathi Hospital, Najafgarh",30,0,30,Private,2021-07-09-17-30,8,0,8,11,2,9,2,0,2,10,0,10,0,4
Rescue Hospital,38,1,37,Private,2021-07-09-17-13,18,1,17,4,3,1,,,,18,1,17,1,5
"Revive Hospital,tilak nagar",28,0,28,Private,2021-07-09-13-43,14,0,14,2,2,0,1,0,1,15,0,15,0,18
"RLKC Metro Hospital, Naraina",70,0,70,Private,2021-07-09-13-31,17,0,17,17,16,1,1,0,1,18,0,18,7,10
ROSEWOOD HOSPITAL,25,0,25,Private,2021-07-09-08-44,4,0,4,,,,,,,4,0,4,2,0
Royal Kalindi Hospital,26,0,26,Private,2021-07-09-06-17,2,0,2,,,,1,0,1,3,0,3,0,16
Safdarjung Hospital,210,5,205,Central Government,2021-07-09-10-22,,,,,,,18,1,17,18,1,17,9,0
Sai Charitable Dispensary,25,0,25,Private,2021-07-09-10-21,,,,,,,,,,,,,0,12
SAMA HOSPITAL,31,0,31,Private,2021-07-07-19-39,,,,,,,4,0,4,4,0,4,0,23
"Samar Hospital, Dwarka",35,0,35,Private,2021-07-09-14-23,6,0,6,,,,,,,6,0,6,,
Sanjay Gandhi Memorial Hospital,50,10,40,Delhi Government,2021-07-09-07-56,,,,26,20,6,25,3,22,25,3,22,0,15
"Sanjeevan Medical Res. , Daryaganj",40,0,40,Private,2021-07-09-10-53,,,,,,,4,0,4,4,0,4,1,16
Sant Nirankari Covid Care and Treatment centre burari,1000,0,1000,Delhi Government,2021-07-09-16-30,,,,,,,,,,,,,,
"Sant Parmanand Hospital, Civil Lines",60,0,60,Private,2021-07-09-11-21,15,0,15,6,5,1,,,,15,0,15,0,18
Sant Soham Hospital,15,0,15,Private,2021-07-08-11-52,,,,,,,,,,,,,0,21
"Santom Hospital, Prashant Vihar",42,0,42,Private,2021-07-09-14-24,16,0,16,15,15,0,4,0,4,20,0,20,1,23
Sardar Vallabhbhai Patel Covid hospital (DRDO),500,0,500,Central Government,2021-06-18-12-27,,,,,,,128,0,128,128,0,128,52,8
Saroj Super Speciality Hospital,21,2,19,Private,2021-07-09-16-31,10,0,10,51,39,12,4,0,4,14,0,14,3,18
SATYA MULTISPECIALITY HOSPITAL,16,0,16,Private,2021-07-09-11-30,3,0,3,,,,,,,3,0,3,2,0
"Satyabhama Hospital, Nangloi",16,0,16,Private,2021-07-09-13-32,4,0,4,5,4,1,1,0,1,5,0,5,0,6
Savitri Hospital,25,0,25,Private,2021-07-09-16-17,13,0,13,,,,,,,13,0,13,0,23
"Sehgal Neo Hospital, Paschim Vihar",30,0,30,Private,2021-07-09-16-07,4,0,4,9,5,4,,,,4,0,4,0,20
"Shakuntala Nursing Home, West Sagarpur",30,0,30,Private,2021-07-09-17-23,5,0,5,,,,,,,5,0,5,,
Shanti Devi Hospital,25,0,25,Private,2021-07-08-15-39,,,,,,,,,,,,,,
"Shanti Mukand Hospital, Vikas Marg Extn.",110,0,110,Private,2021-07-09-08-41,16,0,16,30,30,0,8,0,8,24,0,24,1,5
SHEHNAI LNH EXTENSION,100,0,100,Delhi Government,2021-06-29-08-09,,,,,,,,,,,,,0,20
"Shree Agarsain International Hospital, Rohini- 22",150,6,144,Private,2021-07-09-16-38,25,3,22,34,15,19,25,0,25,50,3,47,57,3
Shree Hospital,20,0,20,Private,2021-07-09-16-58,,,,,,,,,,,,,2,0
"Shri Ram Singh Hospital, Krishna Nagar",50,0,50,Private,2021-07-08-10-04,7,0,7,8,5,3,1,0,1,8,0,8,5,0
Shrine Hospital,17,0,17,Private,2021-07-09-16-06,2,0,2,1,1,0,1,0,1,3,0,3,5,23
SINGHAL HOSPITAL,27,0,27,Private,2021-07-09-17-01,7,0,7,,,,,,,7,0,7,2,0
Singhal Medical  Centre,10,0,10,Private,2021-07-09-11-26,,,,,,,,,,,,,,
Sir Ganga Ram City Hospital,36,0,36,Private,2021-07-09-16-43,,,,11,11,0,5,0,5,5,0,5,5,21
Sir Ganga Ram Hospital,38,5,33,Private,2021-07-09-08-07,,,,134,103,31,30,5,25,30,5,25,6,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",50,0,50,Private,2021-07-09-13-34,6,0,6,2,2,0,,,,6,0,6,6,11
"SMS Hospital, Gagan Vihar",36,0,36,Private,2021-07-09-15-35,4,0,4,,,,1,0,1,5,0,5,0,23
"Sri Balaji Action Medical Inst., Paschim Vihar",75,1,74,Private,2021-07-09-14-48,7,0,7,96,96,0,2,0,2,9,0,9,9,1
"St. Stephens Hospital, Tis Hazari",336,16,320,Private,2021-07-09-17-00,24,4,20,8,8,0,8,1,7,32,5,27,4,19
SUKHMANI HOSPITAL,4,0,4,Private,2021-07-08-09-32,,,,,,,,,,,,,2,0
Sunrise Hospital,14,0,14,Private,2021-07-09-10-33,,,,,,,,,,,,,,
Sunrise Hospital (A Unit of Trinity Sunrise Healthcare Pvt.Ltd.,22,0,22,Private,2021-07-09-09-45,1,0,1,,,,3,0,3,4,0,4,0,8
"Surya Hospital, Krishna Nagar",40,0,40,Private,2021-07-09-12-32,5,0,5,3,1,2,,,,5,0,5,0,20
SURYA KIRAN HOSPITAL,40,0,40,Private,2021-07-09-14-12,8,0,8,5,5,0,2,0,2,10,0,10,1,0
Sushila Hospial,50,0,50,Private,2021-07-09-11-31,10,0,10,,,,,,,10,0,10,2,20
Swami Dayanand,70,2,68,Central Government,2021-07-09-10-57,,,,24,13,11,,,,,,,13,8
Swasthik Hospital,30,0,30,Private,2021-07-09-13-39,,,,8,0,8,,,,,,,1,5
"Tarak Hospital, Uttam Nagar",22,0,22,Private,2021-07-09-08-41,2,0,2,6,5,1,5,0,5,7,0,7,0,8
Tilak Nagar CHC,64,0,64,Central Government,2021-07-01-07-27,,,,,,,,,,,,,6,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,1,135,Private,2021-07-09-14-39,14,0,14,23,17,6,2,0,2,16,0,16,1,18
Triton Hospital,10,0,10,Private,2021-07-09-12-19,,,,12,3,9,,,,,,,0,10
Tulsi Multispeciality Hospital & Critical Care Unit,10,0,10,Private,2021-07-09-08-12,1,0,1,,,,1,0,1,2,0,2,2,10
TYAGI NURSING HOME,15,0,15,Private,2021-07-09-14-42,5,0,5,2,2,0,3,0,3,8,0,8,,
"Universal Centre of Health services, Kalkaji",35,0,35,Private,2021-07-09-08-05,8,0,8,,,,2,0,2,10,0,10,2,20
