name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
"MGS HOSPITAL, PUNJABI BAGH",62,62,0,Private,2021-04-22-03-35,27,27,0,9,5,4,3,3,0,30,30,0
"MOOL CHAND KHAIRATI RAM HOSPITAL, LAJPAT NAGAR",180,135,45,Private,2021-04-22-16-17,14,14,0,9,9,0,2,2,0,16,16,0
"NATIONAL HEART INSTITUTE, EAST OF KAILASH",75,75,0,Private,2021-04-22-16-51,25,25,0,14,14,0,2,2,0,27,27,0
"NAVJEEVAN HOSPITAL, PITAMPURA",80,80,0,Private,2021-04-22-08-52,8,8,0,,,,1,1,0,9,9,0
"NKS HOSPITAL, GULABI BAGH",110,110,0,Private,2021-04-22-14-15,45,45,0,,,,4,4,0,49,49,0
NORTHERN RAILWAY,158,155,3,Central Government,2021-04-22-15-40,,,,12,12,0,14,14,0,14,14,0
"PANCHSHEEL HOSPITAL, YAMUNA VIHAR",32,32,0,Private,2021-04-22-16-56,8,8,0,,,,,,,8,8,0
"PARK HOSPITAL, MEERA BAGH",110,97,13,Private,2021-04-22-14-02,35,35,0,10,10,0,5,5,0,40,40,0
"PGH HOSPITAL, VIKAS NAGAR",44,17,27,Private,2021-04-22-12-36,5,5,0,2,0,2,2,2,0,7,7,0
"PRIMUS SUPER SPECIALTY HOSPITAL, CHANAKYAPURI",111,111,0,Private,2021-04-22-08-15,34,34,0,31,13,18,2,2,0,36,36,0
"PUSHPANJALI MEDICAL CENTRE, PUSHPANJALI ENCLAVE, VIKAS MARG EXT.",35,35,0,Private,2021-04-22-16-14,9,9,0,5,5,0,1,1,0,10,10,0
"PUSHPAWATI SINGHANIA HOSPITAL, SAKET",292,178,114,Private,2021-04-22-16-44,29,29,0,9,7,2,9,9,0,38,38,0
RAJEEV GANDHI SUPER SPECIALITY HOSPITAL,500,470,30,Delhi Government,2021-04-22-16-42,250,250,0,,,,200,200,0,450,450,0
"RAJIV GANDHI CANCER INSTITUTE & RC, ROHINI*",212,212,0,Private,2021-04-22-16-42,35,35,0,11,11,0,5,5,0,40,40,0
RAM MANOHAR LOHIA HOSPITAL,233,224,9,Central Government,2021-04-22-11-09,,,,,,,28,28,0,28,28,0
"RATHI HOSPITAL, NAJAFGARH",78,68,10,Private,2021-04-22-16-21,17,16,1,,,,6,4,2,23,20,3
"REVIVE HOSPITAL,TILAK NAGAR",28,28,0,Private,2021-04-22-13-01,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC METRO HOSPITAL, NARAINA",70,68,2,Private,2021-04-22-14-04,17,17,0,15,15,0,1,1,0,18,18,0
SAFDARJUNG HOSPITAL,219,217,2,Central Government,2021-04-22-16-37,,,,,,,65,65,0,65,65,0
"SAMAR HOSPITAL, DWARKA",30,30,0,Private,2021-04-22-15-41,5,5,0,,,,1,1,0,6,6,0
SANJAY GANDHI MEMORIAL HOSPITAL,100,100,0,Delhi Government,2021-04-22-16-14,10,10,0,6,4,2,10,10,0,20,20,0
"SANJEEVAN MEDICAL RES. , DARYAGANJ",30,30,0,Private,2021-04-22-07-27,4,4,0,,,,,,,4,4,0
"SANT PARMANAND HOSPITAL, CIVIL LINES",78,73,5,Private,2021-04-22-12-22,15,15,0,6,1,5,,,,15,15,0
"SANTOM HOSPITAL, PRASHANT VIHAR",105,105,0,Private,2021-04-22-06-55,20,20,0,,,,8,8,0,28,28,0
SARDAR PATEL COVID ARMY  HOSPITAL,250,250,0,Central Government,2021-04-21-23-09,,,,,,,50,50,0,50,50,0
SAROJ SUPER SPECIALITY HOSPITAL,140,121,19,Private,2021-04-22-07-24,41,41,0,,,,12,12,0,53,53,0
SATYA MULTISPECIALITY HOSPITAL,16,16,0,Private,2021-04-21-12-03,3,3,0,,,,,,,3,3,0
"SATYABHAMA HOSPITAL, NANGLOI",42,42,0,Private,2021-04-21-19-02,31,31,0,5,4,1,3,3,0,34,34,0
SATYAWATI HARISHCHAND HSOPITAL,350,192,158,Delhi Government,2021-04-22-16-16,12,12,0,,,,3,3,0,15,15,0
SAVITRI HOSPITAL,25,25,0,Private,2021-04-22-09-33,12,12,0,,,,1,1,0,13,13,0
"SEHGAL NEO HOSPITAL, PASCHIM VIHAR",130,129,1,Private,2021-04-22-15-18,10,10,0,,,,,,,10,10,0
"SHAKUNTALA NURSING HOME, WEST SAGARPUR",26,26,0,Private,2021-04-22-09-15,5,5,0,,,,,,,5,5,0
"SHANTI MUKAND HOSPITAL, VIKAS MARG EXTN.",105,105,0,Private,2021-04-22-07-03,19,19,0,19,19,0,5,5,0,24,24,0
"SHREE AGARSAIN INTERNATIONAL HOSPITAL, ROHINI- 22",210,210,0,Private,2021-04-22-16-22,61,61,0,16,8,8,15,15,0,76,76,0
"SHRI RAM SINGH HOSPITAL, KRISHNA NAGAR",52,52,0,Private,2021-04-21-09-20,7,7,0,,,,,,,7,7,0
SIR GANGA RAM CITY HOSPITAL,96,87,9,Private,2021-04-22-12-39,1,1,0,,,,10,10,0,11,11,0
SIR GANGA RAM HOSPITAL,519,519,0,Private,2021-04-22-13-19,100,100,0,108,73,35,42,42,0,142,142,0
"SITARAM BHARTIA INSTITUTE OF SCIENCE & RES., QUTAB INSTITUTIONAL AREA",25,25,0,Private,2021-04-22-07-11,6,6,0,,,,,,,6,6,0
"SMS HOSPITAL, GAGAN VIHAR",36,25,11,Private,2021-04-22-10-31,4,4,0,,,,1,1,0,5,5,0
"SRI BALAJI ACTION MEDICAL INST., PASCHIM VIHAR",261,223,38,Private,2021-04-22-16-27,76,76,0,58,36,22,5,5,0,81,81,0
"ST. STEPHENS HOSPITAL, TIS HAZARI",312,276,36,Private,2021-04-22-16-01,24,24,0,8,8,0,8,8,0,32,32,0
"SURYA HOSPITAL, KRISHNA NAGAR",40,34,6,Private,2021-04-22-16-38,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,60,21,39,Private,2021-04-22-16-35,8,8,0,5,5,0,2,2,0,10,10,0
SUSHILA HOSPIAL,50,50,0,Private,2021-04-22-14-55,10,10,0,,,,,,,10,10,0
SWAMI DAYANAND,55,55,0,Central Government,2021-04-22-16-46,,,,,,,,,,,,
"TARAK HOSPITAL, UTTAM NAGAR",67,67,0,Private,2021-04-22-16-34,21,21,0,9,8,1,4,4,0,25,25,0
"TIRATH RAM SHAH CHARITABLE HOSPITAL, CIVIL LINES",136,136,0,Private,2021-04-22-11-21,14,14,0,30,5,25,2,2,0,16,16,0
TULSI MULTISPECIALITY HOSPITAL & CRITICAL CARE UNIT,40,20,20,Private,2021-04-22-10-35,1,1,0,,,,1,1,0,2,2,0
"UNIVERSAL CENTRE OF HEALTH SERVICES, KALKAJI",44,44,0,Private,2021-04-22-15-33,,,,,,,,,,,,
"VENKATESHWAR HOSPITAL, DWARKA",245,245,0,Private,2021-04-22-08-19,48,48,0,,,,8,8,0,56,56,0
"VIKAS HOSPITAL, NAJAFGARH",50,50,0,Private,2021-04-22-13-21,8,8,0,,,,3,3,0,11,11,0
VIMHANS,100,75,25,Private,2021-04-22-16-56,10,10,0,,,,20,20,0,30,30,0
WORLD BRAIN CENTER HOSPITAL,45,45,0,Private,2021-04-22-09-53,8,8,0,,,,3,3,0,11,11,0
