name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
Khandelwal Hospital And Urology Center,30,25,5,Private,2021-04-28-19-20,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,36,7,Private,2021-04-28-16-09,,,,16,13,3,1,1,0,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",34,34,0,Private,2021-04-28-15-53,10,10,0,,,,,,,10,10,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",146,95,51,Private,2021-04-28-17-29,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",17,17,0,Private,2021-04-28-17-08,2,2,0,,,,,,,2,2,0
"Lalita Hospital, Begumpur",40,40,0,Private,2021-04-28-11-16,3,3,0,,,,1,1,0,4,4,0
LHMC,272,240,32,Central Government,2021-04-28-09-31,10,10,0,27,24,3,16,16,0,26,26,0
Lok Nayak Hospital,1500,1500,0,Delhi Government,2021-04-28-12-48,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-04-28-18-40,24,19,5,26,14,12,2,2,0,26,21,5
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-04-28-17-24,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",30,30,0,Private,2021-04-28-16-17,3,3,0,1,0,1,1,1,0,4,4,0
"Maharaja Agrasen Hospital, Dwarka",35,35,0,Private,2021-04-28-16-40,10,10,0,3,3,0,2,2,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",350,253,97,Private,2021-04-28-19-16,64,64,0,20,20,0,8,8,0,72,72,0
Malik Radix Hospital,47,47,0,Private,2021-04-28-17-50,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",222,222,0,Private,2021-04-27-19-20,17,17,0,33,33,0,10,10,0,27,27,0
"Mansaram Hospital, Nangloi",42,30,12,Private,2021-04-28-16-14,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,184,16,Private,2021-04-28-17-16,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",55,55,0,Private,2021-04-28-10-34,14,14,0,,,,2,2,0,16,16,0
Max East/West Block,255,211,44,Private,2021-04-28-17-23,40,40,0,12,12,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",370,284,86,Private,2021-04-28-17-27,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",276,261,15,Private,2021-04-28-13-33,52,52,0,18,18,0,20,20,0,72,72,0
"Max SS Hospital, Shalimar Bagh",242,242,0,Private,2021-04-28-17-20,61,61,0,,,,30,30,0,91,91,0
"Medeor Hospital, Qutab Instl. Area",55,38,17,Private,2021-04-28-17-16,8,8,0,8,3,5,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-04-28-16-29,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-04-28-11-47,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",160,115,45,Private,2021-04-28-19-27,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",82,82,0,Private,2021-04-28-16-40,31,31,0,3,2,1,3,3,0,34,34,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",215,190,25,Private,2021-04-28-17-31,18,18,0,9,9,0,12,12,0,30,30,0
"National Heart Institute, East of Kailash",72,72,0,Private,2021-04-28-17-13,25,25,0,14,14,0,2,2,0,27,27,0
"Navjeevan Hospital, Pitampura",80,80,0,Private,2021-04-28-18-38,8,8,0,,,,1,1,0,9,9,0
Nestiva Hospital,20,20,0,Private,2021-04-28-10-39,2,2,0,,,,2,2,0,4,4,0
Nirmala Hospital,19,19,0,Private,2021-04-28-17-17,2,2,0,,,,1,1,0,3,3,0
"NKS Hospital, Gulabi Bagh",54,54,0,Private,2021-04-28-19-00,21,21,0,,,,3,3,0,24,24,0
Northern Railway,200,196,4,Central Government,2021-04-28-15-42,,,,12,11,1,14,14,0,14,14,0
"Panchsheel Hospital, Yamuna Vihar",32,32,0,Private,2021-04-28-16-29,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,77,33,Private,2021-04-28-18-00,35,35,0,10,10,0,5,5,0,40,40,0
"PGH Hospital, Vikas Nagar",44,14,30,Private,2021-04-28-10-17,5,5,0,2,0,2,2,2,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-04-28-16-59,34,34,0,21,6,15,2,2,0,36,36,0
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-04-28-17-02,9,9,0,5,3,2,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",168,131,37,Private,2021-04-28-09-27,28,28,0,9,4,5,10,10,0,38,38,0
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,45,43,2,Delhi Government,2021-04-28-11-22,,,,,,,,,,,,
Rajeev Gandhi Super Speciality Hospital,350,350,0,Delhi Government,2021-04-28-17-47,150,150,0,,,,200,200,0,350,350,0
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,230,0,Private,2021-04-28-16-58,35,35,0,11,11,0,5,5,0,40,40,0
Ram Manohar Lohia Hospital,263,262,1,Central Government,2021-04-28-18-53,,,,,,,28,28,0,28,28,0
"Rathi Hospital, Najafgarh",80,79,1,Private,2021-04-28-19-13,15,15,0,,,,6,6,0,21,21,0
"Revive Hospital,tilak nagar",28,28,0,Private,2021-04-28-05-16,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-04-28-17-33,17,17,0,15,15,0,1,1,0,18,18,0
ROSEWOOD HOSPITAL,25,25,0,Private,2021-04-28-13-37,4,4,0,,,,,,,4,4,0
Safdarjung Hospital,275,275,0,Central Government,2021-04-28-16-06,,,,,,,65,65,0,65,65,0
Sai Charitable Dispensary,25,17,8,Private,2021-04-28-16-26,,,,,,,,,,,,
"Samar Hospital, Dwarka",30,30,0,Private,2021-04-28-12-19,5,5,0,,,,1,1,0,6,6,0
Sanjay Gandhi Memorial Hospital,118,118,0,Delhi Government,2021-04-28-17-37,10,10,0,6,2,4,10,10,0,20,20,0
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-04-28-07-18,4,4,0,,,,,,,4,4,0
"Sant Parmanand Hospital, Civil Lines",78,74,4,Private,2021-04-28-16-58,15,15,0,6,0,6,,,,15,15,0
Sant Soham Hospital,15,15,0,Private,2021-04-28-07-47,,,,,,,,,,,,
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-04-28-09-21,20,20,0,,,,8,8,0,28,28,0
Sardar Patel Covid Army  hospital,500,500,0,Central Government,2021-04-28-06-38,,,,,,,128,128,0,128,128,0
Saroj Super Speciality Hospital,140,140,0,Private,2021-04-28-12-57,39,39,0,,,,14,14,0,53,53,0
SATYA MULTISPECIALITY HOSPITAL,16,16,0,Private,2021-04-28-13-01,3,3,0,,,,,,,3,3,0
"Satyabhama Hospital, Nangloi",44,44,0,Private,2021-04-28-14-55,31,31,0,5,5,0,3,3,0,34,34,0
Satyawati Harishchand Hsopital,135,97,38,Delhi Government,2021-04-28-18-19,12,12,0,,,,3,3,0,15,15,0
Savitri Hospital,25,25,0,Private,2021-04-28-11-16,12,12,0,,,,1,1,0,13,13,0
SCI International Hospital,12,12,0,Private,2021-04-28-10-25,,,,,,,,,,,,
"Sehgal Neo Hospital, Paschim Vihar",130,130,0,Private,2021-04-28-12-44,13,13,0,,,,,,,13,13,0
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-04-28-08-53,5,5,0,,,,,,,5,5,0
"Shanti Mukand Hospital, Vikas Marg Extn.",131,131,0,Private,2021-04-28-07-36,19,19,0,20,20,0,5,5,0,24,24,0
"Shree Agarsain International Hospital, Rohini- 22",216,216,0,Private,2021-04-28-16-53,61,61,0,16,16,0,15,15,0,76,76,0
Shree Hospital,20,16,4,Private,2021-04-28-11-27,,,,,,,,,,,,
"Shri Ram Singh Hospital, Krishna Nagar",52,52,0,Private,2021-04-28-12-42,6,6,0,,,,1,1,0,7,7,0
Sir Ganga Ram City Hospital,96,94,2,Private,2021-04-28-17-25,3,3,0,,,,10,10,0,13,13,0
Sir Ganga Ram Hospital,558,558,0,Private,2021-04-28-18-24,106,106,0,108,74,34,42,42,0,148,148,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",30,30,0,Private,2021-04-28-16-22,6,6,0,,,,,,,6,6,0
"SMS Hospital, Gagan Vihar",36,30,6,Private,2021-04-28-17-24,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",265,229,36,Private,2021-04-28-17-24,76,76,0,58,19,39,5,5,0,81,81,0
"St. Stephens Hospital, Tis Hazari",336,304,32,Private,2021-04-28-17-53,24,24,0,8,8,0,8,8,0,32,32,0
Sunrise Hospital,12,3,9,Private,2021-04-28-12-55,,,,,,,,,,,,
"Surya Hospital, Krishna Nagar",40,40,0,Private,2021-04-28-18-28,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,40,22,18,Private,2021-04-28-17-46,9,9,0,5,5,0,1,1,0,10,10,0
Sushila Hospial,50,50,0,Private,2021-04-28-17-10,,,,,,,,,,,,
Swami Dayanand,70,70,0,Central Government,2021-04-28-17-39,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",72,72,0,Private,2021-04-28-17-13,26,26,0,6,6,0,4,4,0,30,30,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,130,6,Private,2021-04-28-17-22,14,14,0,30,5,25,2,2,0,16,16,0
Tulsi Multispeciality Hospital & Critical Care Unit,40,16,24,Private,2021-04-28-10-18,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",40,40,0,Private,2021-04-28-06-19,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",290,266,24,Private,2021-04-28-08-31,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",40,30,10,Private,2021-04-28-10-38,8,8,0,,,,3,3,0,11,11,0
VIMHANS,100,100,0,Private,2021-04-28-16-55,10,10,0,,,,20,20,0,30,30,0
World Brain Center Hospital,45,45,0,Private,2021-04-28-19-02,8,8,0,,,,3,3,0,11,11,0
All,21012,19360,1652,,2021-04-28-19-32,3128,3117,11,1133,839,294,1669,1662,7,4797,4779,18
