name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
Bimla Devi Hospital,22,14,8,Private,2021-04-23-19-19,,,,6,4,2,,,,,,
"BLK Hospital, Pusa Road",442,305,137,Private,2021-04-24-07-41,68,68,0,69,57,12,7,7,0,75,75,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-04-23-15-35,10,10,0,2,2,0,1,1,0,11,11,0
Burari Hospital,320,320,0,Delhi Government,2021-04-24-09-13,20,20,0,,,,30,30,0,50,50,0
"CD Global Hospital, Najafgarh Road",40,40,0,Private,2021-04-23-18-05,5,5,0,,,,1,1,0,6,6,0
"Cygnus MLS, Rama Vihar",68,68,0,Private,2021-04-24-09-30,4,4,0,3,3,0,5,5,0,9,9,0
"Cygnus Sonia Hospital, Nangloi",56,56,0,Private,2021-04-24-09-31,14,14,0,18,18,0,5,5,0,19,19,0
Deen Dayal Upadhyay hospital,300,293,7,Delhi Government,2021-04-24-08-58,130,130,0,33,22,11,50,50,0,180,180,0
Deep Chand Bandhu,230,225,5,Delhi Government,2021-04-24-08-50,67,67,0,,,,14,14,0,81,81,0
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-04-24-09-44,24,24,0,12,12,0,3,3,0,27,27,0
"Dharamshila Narayana Hosp., Vasundhra Enclave",142,126,16,Private,2021-04-23-11-12,11,11,0,23,7,16,3,3,0,14,14,0
"Dharamvir Solanki Hospital, Rohini",18,17,1,Private,2021-04-24-09-34,8,8,0,,,,2,2,0,10,10,0
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",75,75,0,Private,2021-04-23-10-54,10,10,0,,,,2,2,0,12,12,0
Dr Baba Saheb Ambedkar Hospital,317,317,0,Delhi Government,2021-04-23-19-36,32,32,0,12,8,4,30,30,0,62,62,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",27,27,0,Private,2021-04-23-18-44,,,,,,,,,,,,
East Delhi Medical Centre Mansarover Park,42,42,0,Private,2021-04-24-01-20,10,10,0,,,,,,,10,10,0
ESIC Hospital Jhilmil,100,100,0,Central Government,2021-04-23-15-16,,,,,,,5,5,0,5,5,0
ESIC hospital Okhla,198,198,0,Central Government,2021-04-24-09-45,,,,,,,10,10,0,10,10,0
"Fortis Escorts Heart Institute, Okhla",102,102,0,Private,2021-04-24-08-37,55,55,0,16,11,5,5,5,0,60,60,0
"Fortis Hospital, Shalimar Bagh",211,211,0,Private,2021-04-24-10-04,35,35,0,8,8,0,15,15,0,50,50,0
"Fortis SS Hospital, Vasant Kunj",90,90,0,Private,2021-04-24-07-52,28,28,0,,,,4,4,0,32,32,0
"Gandhi Nursing Home, Uttam Nagar",95,95,0,Private,2021-04-24-07-10,19,19,0,8,8,0,1,1,0,20,20,0
"Garg Hospital, Karkardooma",36,36,0,Private,2021-04-24-07-53,3,3,0,4,0,4,,,,3,3,0
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-04-24-10-35,12,12,0,8,8,0,5,5,0,17,17,0
"Goyal Hospital, Paschim Vihar",21,20,1,Private,2021-04-24-09-26,7,7,0,,,,,,,7,7,0
GTB Hospital,700,700,0,Delhi Government,2021-04-24-09-18,272,272,0,,,,128,128,0,400,400,0
"Gupta Multispecialty Hospital, Vivek Vihar",26,26,0,Private,2021-04-23-11-14,3,3,0,,,,,,,3,3,0
"HAHC Hospital, Hamdard Nagar",376,105,271,Private,2021-04-24-00-22,19,19,0,6,2,4,5,5,0,24,24,0
"Holy Family Hospital, Okhla",385,385,0,Private,2021-04-23-13-44,20,20,0,18,18,0,34,34,0,54,54,0
"IBS Hospital, Lajpat Nagar",33,31,2,Private,2021-04-24-07-00,6,6,0,,,,,,,6,6,0
"Indian spinal injury centre,Vasant Kunj",150,150,0,Private,2021-04-24-02-13,10,10,0,9,5,4,4,4,0,14,14,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",416,416,0,Private,2021-04-24-07-41,78,78,0,81,79,2,12,12,0,90,90,0
"Irene Hospital, Kalkaji",34,34,0,Private,2021-04-24-10-28,3,3,0,,,,2,2,0,5,5,0
"Ishan Hospital, Rohini",14,14,0,Private,2021-04-24-10-22,5,5,0,,,,,,,5,5,0
"Jain Hospital, Vikas Marg Extn.",42,42,0,Private,2021-04-24-09-19,7,7,0,6,6,0,,,,7,7,0
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-04-24-05-31,59,59,0,10,10,0,6,6,0,65,65,0
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,58,2,Private,2021-04-24-07-58,8,8,0,,,,2,2,0,10,10,0
"Jeewan Mala Hospital, Rohtak Road",40,40,0,Private,2021-04-23-13-01,1,1,0,,,,2,2,0,3,3,0
"Jeewan Moti Khera Hospital, Nangloi",30,14,16,Private,2021-04-23-17-40,3,3,0,,,,1,1,0,4,4,0
"Jeewan Nursing Home, Pusa Road",37,37,0,Private,2021-04-22-20-37,7,7,0,7,7,0,,,,7,7,0
K K Surgical & Maternity Centre,40,0,40,Private,2021-04-23-11-25,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,28,2,Private,2021-04-23-23-03,,,,6,6,0,,,,,,
"Kalra Hospital, Kirti Nagar",143,93,50,Private,2021-04-24-07-31,29,29,0,29,29,0,3,3,0,32,32,0
"Kapil Multispecialty Hospital, Nathupura",46,46,0,Private,2021-04-23-16-31,3,3,0,,,,1,1,0,4,4,0
Khandelwal Hospital And Urology Center,30,22,8,Private,2021-04-24-07-50,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,38,5,Private,2021-04-24-09-13,,,,16,15,1,1,1,0,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",34,34,0,Private,2021-04-24-10-28,10,10,0,,,,,,,10,10,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",146,97,49,Private,2021-04-24-06-17,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",26,26,0,Private,2021-04-24-07-39,5,5,0,,,,,,,5,5,0
"Lalita Hospital, Begumpur",30,30,0,Private,2021-04-19-03-48,3,3,0,,,,1,1,0,4,4,0
LHMC,230,218,12,Central Government,2021-04-24-10-24,10,10,0,27,24,3,16,16,0,26,26,0
Lok Nayak Hospital,1500,1445,55,Delhi Government,2021-04-24-10-13,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-04-23-08-06,24,13,11,26,14,12,2,2,0,26,15,11
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-04-23-19-17,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",40,33,7,Private,2021-04-22-22-19,3,3,0,1,0,1,1,1,0,4,4,0
"Maharaja Agrasen Hospital, Dwarka",35,35,0,Private,2021-04-24-09-11,10,10,0,3,3,0,2,2,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",350,261,89,Private,2021-04-24-10-07,64,64,0,20,20,0,8,8,0,72,72,0
Malik Radix Hospital,47,47,0,Private,2021-04-24-08-00,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",230,230,0,Private,2021-04-23-15-04,17,17,0,33,33,0,10,10,0,27,27,0
"Mansaram Hospital, Nangloi",42,42,0,Private,2021-04-24-08-30,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,200,0,Private,2021-04-24-07-38,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",55,55,0,Private,2021-04-24-09-38,14,14,0,,,,2,2,0,16,16,0
Max East/West Block,255,239,16,Private,2021-04-24-08-00,40,40,0,12,12,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",370,313,57,Private,2021-04-24-09-21,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",276,276,0,Private,2021-04-23-17-18,52,52,0,18,18,0,20,20,0,72,72,0
"Max SS Hospital, Shalimar Bagh",242,242,0,Private,2021-04-24-10-28,76,76,0,,,,15,15,0,91,91,0
"Medeor Hospital, Qutab Instl. Area",55,55,0,Private,2021-04-24-08-03,8,8,0,8,4,4,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-04-24-09-10,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-04-24-06-49,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",160,82,78,Private,2021-04-24-08-14,18,12,6,16,16,0,4,0,4,22,12,10
"MGS Hospital, Punjabi Bagh",62,62,0,Private,2021-04-24-01-11,27,27,0,9,6,3,3,3,0,30,30,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",180,146,34,Private,2021-04-24-09-41,14,14,0,9,9,0,2,2,0,16,16,0
"National Heart Institute, East of Kailash",80,80,0,Private,2021-04-24-08-26,25,25,0,14,14,0,2,2,0,27,27,0
"Navjeevan Hospital, Pitampura",80,80,0,Private,2021-04-24-08-17,8,8,0,,,,1,1,0,9,9,0
Nestiva Hospital,20,20,0,Private,2021-04-23-10-02,,,,,,,4,4,0,4,4,0
"NKS Hospital, Gulabi Bagh",70,70,0,Private,2021-04-24-07-45,34,34,0,,,,3,3,0,37,37,0
Northern Railway,188,176,12,Central Government,2021-04-24-10-05,,,,12,10,2,14,14,0,14,14,0
"Panchsheel Hospital, Yamuna Vihar",32,32,0,Private,2021-04-24-06-57,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,88,22,Private,2021-04-24-07-10,35,35,0,10,10,0,5,5,0,40,40,0
"PGH Hospital, Vikas Nagar",44,17,27,Private,2021-04-23-13-18,5,5,0,2,0,2,2,2,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-04-24-08-01,34,34,0,31,11,20,2,2,0,36,36,0
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-04-24-07-41,9,9,0,5,5,0,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",292,165,127,Private,2021-04-24-09-34,28,28,0,9,5,4,10,10,0,38,38,0
Rajeev Gandhi Super Speciality Hospital,350,350,0,Delhi Government,2021-04-24-10-05,150,150,0,,,,200,200,0,350,350,0
"Rajiv Gandhi Cancer Institute & RC, Rohini*",212,212,0,Private,2021-04-24-09-44,35,35,0,11,11,0,5,5,0,40,40,0
Ram Manohar Lohia Hospital,233,231,2,Central Government,2021-04-24-08-04,,,,,,,28,28,0,28,28,0
"Rathi Hospital, Najafgarh",80,70,10,Private,2021-04-24-09-48,15,15,0,,,,6,6,0,21,21,0
"Revive Hospital,tilak nagar",28,28,0,Private,2021-04-23-18-02,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-04-24-09-41,17,17,0,15,15,0,1,1,0,18,18,0
Safdarjung Hospital,219,219,0,Central Government,2021-04-24-07-41,,,,,,,65,65,0,65,65,0
"Samar Hospital, Dwarka",30,30,0,Private,2021-04-23-15-20,5,5,0,,,,1,1,0,6,6,0
Sanjay Gandhi Memorial Hospital,118,118,0,Delhi Government,2021-04-24-09-08,10,10,0,6,5,1,10,10,0,20,20,0
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-04-24-07-44,4,4,0,,,,,,,4,4,0
"Sant Parmanand Hospital, Civil Lines",78,76,2,Private,2021-04-24-10-29,15,15,0,6,0,6,,,,15,15,0
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-04-23-10-33,20,20,0,,,,8,8,0,28,28,0
Sardar Patel Covid Army  hospital,250,248,2,Central Government,2021-04-23-08-46,,,,,,,50,50,0,50,50,0
Saroj Super Speciality Hospital,140,140,0,Private,2021-04-24-08-51,41,41,0,,,,12,12,0,53,53,0
SATYA MULTISPECIALITY HOSPITAL,16,16,0,Private,2021-04-23-18-44,3,3,0,,,,,,,3,3,0
"Satyabhama Hospital, Nangloi",42,42,0,Private,2021-04-24-10-08,31,31,0,5,4,1,3,3,0,34,34,0
Satyawati Harishchand Hsopital,285,184,101,Delhi Government,2021-04-24-09-43,12,12,0,,,,3,3,0,15,15,0
Savitri Hospital,25,25,0,Private,2021-04-23-09-01,12,12,0,,,,1,1,0,13,13,0
"Sehgal Neo Hospital, Paschim Vihar",130,121,9,Private,2021-04-24-07-48,13,13,0,,,,,,,13,13,0
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-04-24-09-11,5,5,0,,,,,,,5,5,0
"Shanti Mukand Hospital, Vikas Marg Extn.",110,110,0,Private,2021-04-24-07-10,19,19,0,19,19,0,5,5,0,24,24,0
"Shree Agarsain International Hospital, Rohini- 22",231,231,0,Private,2021-04-24-09-31,63,63,0,16,7,9,15,15,0,78,78,0
Shree Hospital,20,16,4,Private,2021-04-23-17-20,,,,,,,,,,,,
"Shri Ram Singh Hospital, Krishna Nagar",52,52,0,Private,2021-04-24-09-40,7,7,0,,,,,,,7,7,0
Sir Ganga Ram City Hospital,96,90,6,Private,2021-04-24-08-51,1,1,0,,,,10,10,0,11,11,0
Sir Ganga Ram Hospital,519,519,0,Private,2021-04-24-09-56,100,100,0,108,73,35,42,42,0,142,142,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",25,25,0,Private,2021-04-24-09-20,6,6,0,,,,,,,6,6,0
"SMS Hospital, Gagan Vihar",36,28,8,Private,2021-04-24-09-39,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",260,221,39,Private,2021-04-24-08-16,76,76,0,58,35,23,5,5,0,81,81,0
"St. Stephens Hospital, Tis Hazari",336,285,51,Private,2021-04-24-10-08,24,24,0,8,8,0,8,8,0,32,32,0
"Surya Hospital, Krishna Nagar",40,39,1,Private,2021-04-23-19-24,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,60,22,38,Private,2021-04-23-17-28,9,9,0,5,5,0,1,1,0,10,10,0
Sushila Hospial,50,50,0,Private,2021-04-24-08-41,10,10,0,,,,,,,10,10,0
Swami Dayanand,55,55,0,Central Government,2021-04-24-09-14,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",67,67,0,Private,2021-04-24-01-31,21,21,0,9,8,1,4,4,0,25,25,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,130,6,Private,2021-04-24-09-29,14,14,0,30,5,25,2,2,0,16,16,0
Tulsi Multispeciality Hospital & Critical Care Unit,40,20,20,Private,2021-04-24-10-18,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",50,46,4,Private,2021-04-24-06-24,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",290,247,43,Private,2021-04-24-08-09,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",40,38,2,Private,2021-04-24-10-21,8,8,0,,,,3,3,0,11,11,0
VIMHANS,100,90,10,Private,2021-04-24-08-27,10,10,0,,,,20,20,0,30,30,0
World Brain Center Hospital,45,45,0,Private,2021-04-24-10-02,8,8,0,,,,3,3,0,11,11,0
All,19587,17969,1618,,"10:36 AM, 24 April 2021",3113,3096,17,1154,872,282,1466,1457,9,4579,4553,26
