name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
Apollo Spectra Hospitals ( Unit of Apollo Specialty Hospitals PVT.LTD,20,0,20,Private,2021-07-07-10-30,,,,,,,3,0,3,3,0,3,1,20
Ardent Ganpati,31,0,31,Private,2021-07-07-17-30,7,0,7,,,,,,,7,0,7,,
ARK Hospital,30,0,30,Private,2021-07-07-08-02,5,0,5,,,,,,,5,0,5,0,6
Arogya Hospital,6,0,6,Private,2021-07-07-10-48,6,0,6,4,2,2,,,,6,0,6,0,20
Arya Hospital,24,0,24,Private,2021-07-07-12-20,8,0,8,14,0,14,2,0,2,10,0,10,4,0
Ashray Medical Centre,12,0,12,Private,2021-07-07-13-34,2,0,2,,,,,,,2,0,2,1,23
Asian Multispeciality Hospital,15,0,15,Private,2021-07-07-08-56,,,,,,,,,,,,,4,0
Astha Hospital,10,0,10,Private,2021-07-07-11-17,,,,,,,,,,,,,2,18
"Ayushman Hospital, Dwarka",50,0,50,Private,2021-07-07-10-21,18,0,18,20,20,0,2,0,2,20,0,20,0,23
"B.M. Gupta Hospital, Uttam Nagar",30,0,30,Private,2021-07-07-18-10,7,0,7,,,,1,0,1,8,0,8,0,23
Balak Ram Hospital,25,0,25,Delhi Government,2021-07-07-08-06,,,,,,,,,,,,,,
"Bansal Global Hospital, Jahangirpuri",60,0,60,Private,2021-07-07-08-08,9,0,9,1,0,1,1,0,1,10,0,10,0,7
"Bansal Hospital & Research Centre, New Friends Colony",40,0,40,Private,2021-07-07-09-03,8,0,8,,,,2,0,2,10,0,10,,
Bara Hindurao Hospital,250,9,241,Central Government,2021-07-07-10-46,,,,4,0,4,10,1,9,10,1,9,13,0
Base Hospital Delhi Cantt,500,18,482,Central Government,2021-07-07-07-09,,,,,,,50,7,43,50,7,43,2,12
Batra Hospital,300,0,300,Private,2021-07-07-11-49,18,0,18,12,12,0,15,0,15,33,0,33,0,23
"Bensups Hospital, Dwarka",30,0,30,Private,2021-07-07-08-14,12,0,12,,,,3,0,3,15,0,15,5,10
BH SALVAS HOSPITAL,40,30,10,Private,2021-07-07-09-13,7,7,0,5,5,0,1,1,0,8,8,0,0,8
"Bhagwati Hospital, Rohini",35,0,35,Private,2021-07-07-09-01,13,0,13,,,,2,0,2,15,0,15,0,10
"Bhatia Global Hospital, Paschim Vihar",33,0,33,Private,2021-07-07-21-55,3,0,3,3,3,0,,,,3,0,3,3,12
Bimla Devi Hospital,10,0,10,Private,2021-07-07-10-13,,,,6,2,4,,,,,,,4,0
"BLK Hospital, Pusa Road",140,7,133,Private,2021-07-08-05-30,21,0,21,90,90,0,7,2,5,28,2,26,5,0
"Brahm Shakti Hospital, Budh Vihar",30,0,30,Private,2021-07-07-07-46,1,0,1,8,8,0,2,0,2,3,0,3,1,18
Burari Hospital,300,2,298,Delhi Government,2021-07-07-17-28,70,2,68,,,,30,0,30,100,2,98,3,14
C M PATEL HOSPITAL,15,0,15,Private,2021-07-07-10-28,,,,,,,,,,,,,2,23
Cantonment General Hospital,27,1,26,Central Government,2021-06-12-09-51,,,,,,,,,,,,,7,0
CAREWELL MEDICAL CENTRE,8,0,8,Private,2021-07-06-09-53,,,,,,,,,,,,,0,12
CBR Hospital,25,10,15,Private,2021-07-07-11-47,3,3,0,,,,,,,3,3,0,1,7
"CD Global Hospital, Najafgarh Road",40,0,40,Private,2021-07-07-17-37,4,0,4,3,0,3,1,0,1,5,0,5,1,20
Central Hospital,16,0,16,Private,2021-07-08-00-53,,,,4,4,0,4,0,4,4,0,4,0,3
Coaches Covid Care Centre- Shakurbasti Railway,800,0,800,Central Government,2021-07-07-07-27,,,,,,,,,,,,,,
Covid care and treatment centre Gurdwara Rakab ganj,400,0,400,Delhi Government,2021-07-04-20-56,,,,,,,,,,,,,,
Covid Care and Treatment centre Yamuna sports complex,50,0,50,Delhi Government,2021-07-07-08-39,,,,,,,,,,,,,27,13
"Covid Care Center- Sardar Patel, Chattrpur",596,6,590,Delhi Government,2021-07-07-17-54,,,,,,,,,,,,,1,20
covid care center-Sultanpuri,1200,0,1200,Delhi Government,2021-07-07-09-20,,,,,,,,,,,,,,
Covid Care Center -CWG AKSHARDHAM,50,3,47,Delhi Government,2021-07-07-09-28,,,,,,,,,,,,,5,23
Covid Care Center Narela,50,0,50,Delhi Government,2021-07-07-13-04,,,,,,,,,,,,,,
Cronus Multi speciality Hospital,10,0,10,Private,2021-07-07-22-15,5,0,5,,,,,,,5,0,5,1,8
"Cygnus MLS, Rama Vihar",60,0,60,Private,2021-07-07-21-19,19,0,19,,,,5,0,5,24,0,24,0,3
"Cygnus Sonia Hospital, Nangloi",68,1,67,Private,2021-07-07-17-31,26,1,25,,,,5,0,5,31,1,30,0,17
Deen Dayal Upadhyay hospital,100,8,92,Delhi Government,2021-07-08-04-48,,,,43,0,43,25,7,18,25,7,18,1,9
Deep Chand Bandhu,100,9,91,Delhi Government,2021-07-08-04-04,5,0,5,10,1,9,20,4,16,25,4,21,4,10
Delhi global hospital,14,3,11,Private,2021-07-07-15-11,3,0,3,3,0,3,,,,3,0,3,1,23
Delhi Golden Hospital,15,0,15,Private,2021-07-07-20-18,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",30,0,30,Private,2021-07-08-01-47,3,0,3,34,17,17,2,0,2,5,0,5,3,8
Delhi multi speciality hospital,11,0,11,Private,2021-07-07-09-38,,,,,,,,,,,,,1,15
"Dharamshila Narayana Hosp., Vasundhra Enclave",103,0,103,Private,2021-07-08-04-01,13,0,13,5,5,0,5,0,5,18,0,18,1,8
"Dharamvir Solanki Hospital, Rohini",5,0,5,Private,2021-07-07-08-02,4,0,4,5,3,2,1,0,1,5,0,5,0,23
Divine Multispeciality Hospital and Cancer Centre,35,10,25,Private,2021-07-07-08-34,16,2,14,9,3,6,10,1,9,26,3,23,0,22
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",20,0,20,Private,2021-07-07-07-59,,,,8,8,0,2,0,2,2,0,2,1,20
Dr Baba Saheb Ambedkar Hospital,100,28,72,Delhi Government,2021-07-07-10-58,,,,12,10,2,25,23,2,25,23,2,0,23
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-07-05-09-47,5,0,5,,,,1,0,1,6,0,6,,
Eden Hospital,8,0,8,Private,2021-07-07-11-58,,,,,,,,,,,,,0,23
Ekansh Hospital,8,0,8,Private,2021-07-07-12-52,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,76,0,76,Central Government,2021-07-07-12-06,,,,5,5,0,5,0,5,5,0,5,10,16
ESIC hospital Okhla,20,1,19,Central Government,2021-07-07-19-52,,,,27,4,23,2,0,2,2,0,2,5,0
"Fortis Escorts Heart Institute, Okhla",112,0,112,Private,2021-07-07-16-22,55,0,55,16,12,4,5,0,5,60,0,60,2,1
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-07-07-16-50,15,0,15,48,40,8,5,0,5,20,0,20,4,23
"Fortis SS Hospital, Vasant Kunj",106,1,105,Private,2021-07-08-01-22,20,1,19,,,,12,0,12,32,1,31,2,23
Galaxy Hospital,8,0,8,Private,2021-07-07-08-22,2,0,2,1,0,1,,,,2,0,2,5,0
"Gandhi Nursing Home, Uttam Nagar",25,1,24,Private,2021-07-07-07-26,8,1,7,15,15,0,2,0,2,10,1,9,1,12
"Garg Hospital, Karkardooma",36,0,36,Private,2021-07-07-18-42,4,0,4,,,,,,,4,0,4,0,12
GNS Multispeciality Hospital,6,0,6,Private,2021-07-07-16-55,,,,,,,,,,,,,,
"Goyal Hospital & Urology Centre, Krishna Nagar",24,0,24,Private,2021-07-07-18-14,2,0,2,8,6,2,2,0,2,4,0,4,1,23
"Goyal Hospital, Paschim Vihar",24,0,24,Private,2021-07-07-17-30,7,0,7,,,,,,,7,0,7,0,12
GTB Hospital,600,18,582,Delhi Government,2021-07-08-02-18,410,0,410,,,,140,18,122,550,18,532,4,8
Gupta Multispecialty Hospital,14,0,14,Private,2021-07-07-18-16,,,,4,0,4,,,,,,,2,0
"Gupta Multispecialty Hospital, Vivek Vihar",40,0,40,Private,2021-07-07-21-34,6,0,6,,,,,,,6,0,6,2,20
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,0,198,Delhi Government,2021-07-01-10-44,,,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",141,0,141,Private,2021-07-08-02-31,4,1,3,29,2,27,8,0,8,12,1,11,1,4
HANDA NURSING HOME,12,0,12,Private,2021-07-07-10-41,,,,6,0,6,,,,,,,1,18
Hardik Hospital,10,0,10,Private,2021-07-07-07-45,4,0,4,,,,,,,4,0,4,1,20
Highland Care Multispeciality Hospital,30,0,30,Private,2021-07-07-21-22,5,0,5,,,,,,,5,0,5,0,15
Hira’s Multispeciality Hospital,15,0,15,Private,2021-07-03-09-20,,,,,,,,,,,,,0,12
"Holy Family Hospital, Okhla",100,4,96,Private,2021-07-07-15-57,,,,18,18,0,14,2,12,14,2,12,0,20
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-07-07-09-28,,,,10,4,6,,,,,,,0,6
"Indian spinal injury centre,Vasant Kunj",60,10,50,Private,2021-07-08-05-18,,,,10,10,0,9,6,3,9,6,3,1,3
"Indira Gandhi Hospital, Dwarka",250,0,250,Delhi Government,2021-07-07-10-38,,,,73,0,73,15,0,15,15,0,15,8,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",215,5,210,Private,2021-07-08-04-57,36,1,35,117,105,12,12,1,11,48,2,46,4,0
"Irene Hospital, Kalkaji",34,0,34,Private,2021-07-07-09-59,3,0,3,,,,2,0,2,5,0,5,1,0
"Ishan Hospital, Rohini",13,0,13,Private,2021-07-08-05-01,5,0,5,,,,,,,5,0,5,0,15
"Jaipur Golden Hospital, Rohini",72,6,66,Private,2021-07-08-00-18,8,4,4,11,11,0,4,0,4,12,4,8,0,16
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,0,60,Private,2021-07-07-18-29,,,,10,3,7,,,,,,,1,22
"Jeewan Mala Hospital, Rohtak Road",45,0,45,Private,2021-07-07-12-47,15,0,15,8,8,0,8,0,8,23,0,23,0,12
"Jeewan Moti Khera Hospital, Nangloi",30,0,30,Private,2021-07-07-17-37,3,0,3,2,0,2,2,0,2,5,0,5,1,23
Jivisha Advanced Medical Centre,22,0,22,Private,2021-07-07-08-19,,,,,,,,,,,,,1,23
Jyoti Nursing Home,22,3,19,Private,2021-07-07-20-14,,,,,,,,,,,,,1,11
Kalawati Saran Children's Hospital (LHMC),34,10,24,Central Government,2021-07-07-10-28,,,,35,31,4,5,4,1,5,4,1,3,8
"Kalra Hospital, Dwarka",10,0,10,Private,2021-07-07-21-59,,,,6,6,0,,,,,,,6,0
"Kalra Hospital, Kirti Nagar",34,0,34,Private,2021-07-07-19-29,10,0,10,29,29,0,1,0,1,11,0,11,0,12
Kalyani Hospital,25,0,25,Private,2021-07-07-16-29,8,0,8,,,,1,0,1,9,0,9,13,1
"Kapil Multispecialty Hospital, Nathupura",10,0,10,Private,2021-07-07-09-25,,,,5,2,3,,,,,,,5,0
Khandelwal Hospital And Urology Center,10,0,10,Private,2021-07-08-03-01,2,0,2,,,,,,,2,0,2,0,10
khanna hospital,50,0,50,Private,2021-07-07-08-52,7,0,7,1,0,1,1,0,1,8,0,8,0,15
"Konark Hospital, Nangloi",43,0,43,Private,2021-07-07-17-45,14,0,14,,,,1,0,1,15,0,15,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,0,26,Private,2021-07-07-16-18,6,0,6,2,2,0,,,,6,0,6,0,18
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,0,96,Private,2021-07-07-17-50,26,0,26,6,6,0,,,,26,0,26,0,23
"Lalita Hospital, Begumpur",40,0,40,Private,2021-07-07-10-12,4,0,4,,,,1,0,1,5,0,5,,
LHMC,93,56,37,Central Government,2021-07-07-09-22,5,-1,6,27,24,3,16,1,15,21,0,21,1,10
Life RAYS HOSPITAL,12,0,12,Private,2021-07-07-09-54,,,,,,,,,,,,,,
Lifeline Hospital,19,0,19,Private,2021-07-07-10-29,2,0,2,3,0,3,2,0,2,4,0,4,2,0
Lok Nayak Hospital,720,17,703,Delhi Government,2021-07-08-05-02,600,9,591,98,17,81,100,8,92,700,17,683,0,20
Lotus Hospital,15,5,10,Private,2021-07-07-18-24,,,,,,,,,,,,,1,20
Maa Bharti Hospital,8,0,8,Private,2021-07-07-07-19,,,,,,,,,,,,,2,4
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,0,71,Private,2021-07-06-12-29,24,0,24,20,19,1,2,0,2,26,0,26,0,12
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-07-08-03-33,14,0,14,10,3,7,6,0,6,20,0,20,27,11
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-07-07-12-50,1,0,1,4,0,4,1,0,1,2,0,2,,
"Maharaja Agrasen Hospital, Dwarka",47,0,47,Private,2021-07-07-16-52,,,,4,4,0,12,0,12,12,0,12,1,0
"Maharaja Agrasen Hospital, Punjabi Bagh",90,4,86,Private,2021-07-08-03-53,25,3,22,64,43,21,3,0,3,28,3,25,3,7
Makkar Multispeciality Hospital,16,0,16,Private,2021-07-07-09-41,4,0,4,,,,,,,4,0,4,2,0
Malik Radix Hospital,47,0,47,Private,2021-07-08-05-23,12,0,12,,,,2,0,2,14,0,14,3,6
"MANIPAL HOSPITAL, DWARKA",60,0,60,Private,2021-07-07-17-11,8,0,8,20,20,0,14,0,14,22,0,22,2,0
"Mansaram Hospital, Nangloi",10,0,10,Private,2021-07-07-17-35,4,0,4,,,,1,0,1,5,0,5,1,7
"Mata Chanan Devi Hospital, Janakpuri",63,1,62,Private,2021-07-07-18-24,6,1,5,43,34,9,6,0,6,12,1,11,5,19
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,0,80,Private,2021-07-07-12-27,20,0,20,2,2,0,8,0,8,28,0,28,0,4
Max East/West Block,255,0,255,Private,2021-07-08-05-04,48,0,48,10,10,0,,,,48,0,48,0,21
"Max Smart Gujarmal Modi hospital ,Saket",75,0,75,Private,2021-07-08-04-09,,,,45,0,45,5,0,5,5,0,5,2,0
"MAX SS HOSPITAL, PATPARGANJ",120,0,120,Private,2021-07-07-10-46,10,0,10,111,111,0,10,0,10,20,0,20,4,12
"Max SS Hospital, Shalimar Bagh",84,8,76,Private,2021-07-07-23-10,7,7,0,,,,5,1,4,12,8,4,5,4
"Medeor Hospital, Dwarka",45,0,45,Private,2021-07-07-09-36,,,,,,,8,0,8,8,0,8,0,23
"Medeor Hospital, Qutab Instl. Area",55,0,55,Private,2021-07-08-00-01,8,0,8,8,8,0,4,0,4,12,0,12,0,23
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-07-07-17-41,14,0,14,,,,,,,14,0,14,2,20
"Metro Hospital, Lajpat Nagar",33,0,33,Private,2021-07-07-17-52,14,0,14,4,4,0,,,,14,0,14,2,14
"Metro Hospital, Preet Vihar",40,13,27,Private,2021-07-07-09-19,21,9,12,16,16,0,2,0,2,23,9,14,0,20
"MGS Hospital, Punjabi Bagh",56,0,56,Private,2021-07-08-04-28,12,0,12,8,8,0,3,0,3,15,0,15,0,16
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",42,2,40,Private,2021-07-07-17-19,6,0,6,30,12,18,2,0,2,8,0,8,1,19
"National Heart Institute, East of Kailash",23,0,23,Private,2021-07-08-01-52,21,0,21,10,10,0,2,0,2,23,0,23,1,8
National Institute of TB and Respiratory Diseases (LRS TB),15,0,15,Central Government,2021-07-07-09-48,,,,6,6,0,,,,,,,3,0
"Navjeevan Hospital, Pitampura",30,0,30,Private,2021-07-07-08-35,2,0,2,7,7,0,1,0,1,3,0,3,9,23
Nestiva Hospital,20,0,20,Private,2021-07-07-12-31,,,,,,,2,0,2,2,0,2,4,0
Newlife Medical Centre,12,0,12,Private,2021-07-07-17-56,,,,,,,,,,,,,1,12
Newlife Multispeciality Hospital,20,0,20,Private,2021-07-07-11-53,3,0,3,,,,1,0,1,4,0,4,,
Nidaan Hospital,20,0,20,Private,2021-07-07-11-33,5,0,5,,,,2,0,2,7,0,7,,
Nijhara Hospital,7,0,7,Private,2021-07-07-08-12,,,,,,,,,,,,,1,23
Nirmal Hospital,20,3,17,Private,2021-07-07-09-42,,,,,,,,,,,,,0,20
Nirmala Hospital,19,0,19,Private,2021-07-07-21-07,2,0,2,,,,1,0,1,3,0,3,6,0
Nirogi Charitable and Medical Research Trust,20,0,20,Private,2021-07-07-23-40,,,,,,,,,,,,,3,20
"NKS Hospital, Gulabi Bagh",82,0,82,Private,2021-07-08-00-06,23,0,23,15,15,0,2,0,2,25,0,25,0,7
Northern Railway,55,2,53,Central Government,2021-07-07-15-46,,,,12,9,3,14,2,12,14,2,12,0,12
Nu life Hospital,48,25,23,Private,2021-05-16-12-09,,,,,,,,,,,,,1,12
Nulife Hospital,15,0,15,Private,2021-07-07-09-44,,,,,,,5,0,5,5,0,5,3,0
Oncoplus Hospital,30,0,30,Private,2021-07-07-15-40,4,0,4,,,,5,0,5,9,0,9,3,0
"Park Hospital, Meera Bagh",53,0,53,Private,2021-07-07-22-21,12,0,12,35,10,25,3,0,3,15,0,15,1,0
Parmeshwari Devi Hospital,18,0,18,Private,2021-07-07-09-22,,,,,,,,,,,,,,
Patel Hospital,10,0,10,Private,2021-07-07-12-00,6,0,6,6,0,6,,,,6,0,6,,
Pentagram,11,0,11,Private,2021-07-07-10-58,6,0,6,,,,,,,6,0,6,1,23
Pentamed Hospital,6,0,6,Private,2021-07-07-11-21,1,0,1,6,1,5,1,0,1,2,0,2,2,20
"PGH Hospital, Vikas Nagar",17,0,17,Private,2021-07-07-17-53,2,0,2,6,0,6,1,0,1,3,0,3,2,23
"Primus Super Specialty Hospital, Chanakyapuri",40,0,40,Private,2021-07-07-17-39,8,0,8,35,18,17,2,0,2,10,0,10,10,0
Pt.RRM Hospital,15,5,10,Private,2021-07-07-10-14,1,0,1,2,0,2,1,0,1,2,0,2,3,14
"Pushpawati Singhania Hospital, Saket",60,2,58,Private,2021-07-07-18-15,5,0,5,35,10,25,4,0,4,9,0,9,2,17
"RADHA SOAMI SATSANG BEAS , COVID CARE CENTRE, ASHOK NAGAR ",100,0,100,Delhi Government,2021-07-08-05-20,,,,,,,,,,,,,1,23
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,115,0,115,Central Government,2021-07-02-14-31,,,,,,,,,,,,,3,0
Rajeev Gandhi Super Speciality Hospital,150,2,148,Delhi Government,2021-07-08-04-05,,,,80,23,57,150,2,148,150,2,148,4,10
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,2,228,Private,2021-07-07-15-02,35,0,35,11,11,0,5,0,5,40,0,40,1,11
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,0,15,Private,2021-07-07-11-46,3,0,3,,,,,,,3,0,3,1,20
Ram Manohar Lohia Hospital,323,9,314,Central Government,2021-07-07-17-36,,,,71,0,71,28,6,22,28,6,22,3,18
"Rathi Hospital, Najafgarh",30,0,30,Private,2021-07-07-17-41,8,0,8,11,1,10,2,0,2,10,0,10,0,3
Rescue Hospital,38,1,37,Private,2021-07-07-22-20,18,1,17,4,3,1,,,,18,1,17,1,5
"Revive Hospital,tilak nagar",28,0,28,Private,2021-07-07-17-56,14,0,14,2,2,0,1,0,1,15,0,15,0,18
"RLKC Metro Hospital, Naraina",70,0,70,Private,2021-07-07-18-07,17,0,17,17,16,1,1,0,1,18,0,18,7,10
ROSEWOOD HOSPITAL,25,0,25,Private,2021-07-07-09-32,4,0,4,,,,,,,4,0,4,2,0
Royal Kalindi Hospital,26,0,26,Private,2021-07-07-08-32,2,0,2,,,,1,0,1,3,0,3,0,16
Safdarjung Hospital,421,11,410,Central Government,2021-07-07-10-24,,,,,,,80,2,78,80,2,78,9,0
Sai Charitable Dispensary,25,0,25,Private,2021-07-07-18-11,,,,,,,,,,,,,0,12
SAMA HOSPITAL,31,0,31,Private,2021-07-07-19-39,,,,,,,4,0,4,4,0,4,0,23
"Samar Hospital, Dwarka",35,0,35,Private,2021-07-07-11-58,6,0,6,,,,,,,6,0,6,,
Sanjay Gandhi Memorial Hospital,50,10,40,Delhi Government,2021-07-07-23-51,,,,26,20,6,25,3,22,25,3,22,0,15
"Sanjeevan Medical Res. , Daryaganj",40,0,40,Private,2021-07-08-04-01,,,,,,,4,0,4,4,0,4,1,14
Sant Nirankari Covid Care and Treatment centre burari,1000,1,999,Delhi Government,2021-07-08-04-01,,,,,,,,,,,,,,
"Sant Parmanand Hospital, Civil Lines",60,0,60,Private,2021-07-08-02-39,15,0,15,6,4,2,,,,15,0,15,0,16
Sant Soham Hospital,15,0,15,Private,2021-07-07-11-30,,,,,,,,,,,,,0,21
"Santom Hospital, Prashant Vihar",42,0,42,Private,2021-07-07-11-05,16,0,16,15,15,0,4,0,4,20,0,20,1,23
Sardar Vallabhbhai Patel Covid hospital (DRDO),500,0,500,Central Government,2021-06-18-12-27,,,,,,,128,0,128,128,0,128,52,8
Saroj Super Speciality Hospital,150,1,149,Private,2021-07-08-02-32,,,,33,32,1,30,6,24,30,0,30,2,14
SATYA MULTISPECIALITY HOSPITAL,16,0,16,Private,2021-07-07-11-12,3,0,3,,,,,,,3,0,3,2,0
"Satyabhama Hospital, Nangloi",16,1,15,Private,2021-07-07-17-32,4,0,4,5,5,0,1,0,1,5,0,5,0,10
Satyawati Harishchand Hsopital,225,0,225,Delhi Government,2021-07-07-15-37,20,0,20,,,,5,0,5,25,0,25,37,9
Savitri Hospital,25,0,25,Private,2021-07-08-04-47,13,0,13,,,,,,,13,0,13,0,23
"Sehgal Neo Hospital, Paschim Vihar",30,0,30,Private,2021-07-08-04-08,4,0,4,9,5,4,,,,4,0,4,0,18
"Shakuntala Nursing Home, West Sagarpur",30,0,30,Private,2021-07-07-17-28,5,0,5,,,,,,,5,0,5,,
"Shanti Mukand Hospital, Vikas Marg Extn.",110,0,110,Private,2021-07-07-08-53,16,0,16,30,30,0,8,0,8,24,0,24,1,5
SHEHNAI LNH EXTENSION,100,0,100,Delhi Government,2021-06-29-08-09,,,,,,,,,,,,,0,20
"Shree Agarsain International Hospital, Rohini- 22",175,9,166,Private,2021-07-07-16-54,25,5,20,16,15,1,25,0,25,50,5,45,59,3
Shree Hospital,20,0,20,Private,2021-07-07-22-46,,,,,,,,,,,,,2,0
"Shri Ram Singh Hospital, Krishna Nagar",50,0,50,Private,2021-07-07-09-37,7,0,7,8,5,3,1,0,1,8,0,8,5,0
Shrine Hospital,17,0,17,Private,2021-07-07-20-44,2,0,2,1,1,0,1,0,1,3,0,3,5,23
SINGHAL HOSPITAL,27,0,27,Private,2021-07-07-22-00,7,0,7,,,,,,,7,0,7,1,0
Singhal Medical  Centre,10,0,10,Private,2021-07-07-12-14,,,,,,,,,,,,,,
Sir Ganga Ram City Hospital,36,0,36,Private,2021-07-08-04-41,,,,11,11,0,5,0,5,5,0,5,4,8
Sir Ganga Ram Hospital,38,4,34,Private,2021-07-07-12-03,,,,134,102,32,30,4,26,30,4,26,6,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",50,0,50,Private,2021-07-07-20-11,6,0,6,2,1,1,,,,6,0,6,2,0
"SMS Hospital, Gagan Vihar",36,0,36,Private,2021-07-08-02-28,4,0,4,,,,1,0,1,5,0,5,0,23
"Sri Balaji Action Medical Inst., Paschim Vihar",75,1,74,Private,2021-07-08-04-52,7,0,7,96,96,0,2,0,2,9,0,9,6,15
"St. Stephens Hospital, Tis Hazari",336,13,323,Private,2021-07-08-05-01,24,2,22,8,8,0,8,4,4,32,6,26,6,7
SUKHMANI HOSPITAL,4,0,4,Private,2021-07-07-17-48,,,,,,,,,,,,,2,0
Sunrise Hospital,14,0,14,Private,2021-07-07-09-12,,,,,,,,,,,,,,
Sunrise Hospital (A Unit of Trinity Sunrise Healthcare Pvt.Ltd.,22,0,22,Private,2021-07-07-10-20,1,0,1,,,,3,0,3,4,0,4,0,8
"Surya Hospital, Krishna Nagar",40,0,40,Private,2021-07-07-10-58,5,0,5,3,1,2,,,,5,0,5,0,20
SURYA KIRAN HOSPITAL,40,0,40,Private,2021-07-07-22-23,8,0,8,5,5,0,2,0,2,10,0,10,1,0
Sushila Hospial,50,0,50,Private,2021-07-07-11-52,10,0,10,,,,,,,10,0,10,2,20
Swami Dayanand,70,3,67,Central Government,2021-07-07-10-23,,,,24,15,9,,,,,,,15,0
Swasthik Hospital,30,0,30,Private,2021-07-07-13-23,,,,8,4,4,,,,,,,1,0
"Tarak Hospital, Uttam Nagar",22,0,22,Private,2021-07-07-08-53,2,0,2,6,5,1,5,0,5,7,0,7,0,8
Tilak Nagar CHC,64,0,64,Central Government,2021-07-01-07-27,,,,,,,,,,,,,6,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,1,135,Private,2021-07-07-21-32,14,0,14,23,17,6,2,0,2,16,0,16,1,18
Triton Hospital,10,0,10,Private,2021-07-07-12-45,,,,12,4,8,,,,,,,0,10
Tulsi Multispeciality Hospital & Critical Care Unit,10,0,10,Private,2021-07-07-12-28,1,0,1,,,,1,0,1,2,0,2,2,10
