name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
Dr Baba Saheb Ambedkar Hospital,100,21,79,Delhi Government,2021-07-06-20-31,,,,12,10,2,25,21,4,25,21,4,0,23
Dr Rakesh Multispeciality Hospital,15,0,15,Private,2021-07-05-09-47,5,0,5,,,,1,0,1,6,0,6,,
Eden Hospital,8,0,8,Private,2021-07-06-11-34,,,,,,,,,,,,,0,23
Ekansh Hospital,8,0,8,Private,2021-07-06-12-21,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,76,0,76,Central Government,2021-07-06-11-01,,,,5,5,0,5,0,5,5,0,5,8,17
ESIC hospital Okhla,20,1,19,Central Government,2021-07-06-18-09,,,,27,4,23,2,0,2,2,0,2,5,12
"Fortis Escorts Heart Institute, Okhla",112,0,112,Private,2021-07-06-16-19,55,0,55,16,12,4,5,0,5,60,0,60,2,1
"Fortis Hospital, Shalimar Bagh",78,0,78,Private,2021-07-06-16-31,15,0,15,48,44,4,5,0,5,20,0,20,4,23
"Fortis SS Hospital, Vasant Kunj",106,1,105,Private,2021-07-07-03-39,20,1,19,,,,12,0,12,32,1,31,2,23
Galaxy Hospital,8,0,8,Private,2021-07-06-08-26,2,0,2,1,0,1,,,,2,0,2,5,0
"Gandhi Nursing Home, Uttam Nagar",25,1,24,Private,2021-07-06-09-13,8,1,7,15,15,0,2,0,2,10,1,9,1,12
"Garg Hospital, Karkardooma",36,0,36,Private,2021-07-06-18-54,4,0,4,,,,,,,4,0,4,0,12
"Goyal Hospital & Urology Centre, Krishna Nagar",24,0,24,Private,2021-07-06-13-28,2,0,2,8,6,2,2,0,2,4,0,4,1,23
"Goyal Hospital, Paschim Vihar",24,0,24,Private,2021-07-06-17-32,7,0,7,,,,,,,7,0,7,0,12
GTB Hospital,600,14,586,Delhi Government,2021-07-07-03-28,410,0,410,,,,140,14,126,550,14,536,3,6
Gupta Multispecialty Hospital,14,0,14,Private,2021-07-06-17-20,,,,4,0,4,,,,,,,2,0
"Gupta Multispecialty Hospital, Vivek Vihar",40,0,40,Private,2021-07-06-21-20,6,0,6,,,,,,,6,0,6,2,20
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,0,198,Delhi Government,2021-07-01-10-44,,,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",141,0,141,Private,2021-07-07-00-57,4,0,4,29,2,27,8,0,8,12,0,12,1,4
HANDA NURSING HOME,12,0,12,Private,2021-07-06-12-03,,,,6,0,6,,,,,,,1,18
Hardik Hospital,10,0,10,Private,2021-07-06-17-37,4,0,4,,,,,,,4,0,4,1,20
Highland Care Multispeciality Hospital,30,0,30,Private,2021-07-06-19-54,5,0,5,,,,,,,5,0,5,0,15
Hira’s Multispeciality Hospital,15,0,15,Private,2021-07-03-09-20,,,,,,,,,,,,,0,12
"Holy Family Hospital, Okhla",100,3,97,Private,2021-07-05-09-23,,,,18,18,0,14,1,13,14,1,13,0,20
"IBS Hospital, Lajpat Nagar",7,0,7,Private,2021-07-05-06-41,,,,10,4,6,,,,,,,0,6
"Indian spinal injury centre,Vasant Kunj",60,8,52,Private,2021-07-07-05-21,,,,10,10,0,9,6,3,9,6,3,1,8
"Indira Gandhi Hospital, Dwarka",250,1,249,Delhi Government,2021-07-06-12-56,,,,73,0,73,15,0,15,15,0,15,8,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",215,4,211,Private,2021-07-07-04-04,36,1,35,117,105,12,12,1,11,48,2,46,3,0
"Irene Hospital, Kalkaji",34,0,34,Private,2021-07-06-13-10,3,0,3,,,,2,0,2,5,0,5,1,0
"Ishan Hospital, Rohini",13,0,13,Private,2021-07-06-20-01,5,0,5,,,,,,,5,0,5,0,15
"Jaipur Golden Hospital, Rohini",72,7,65,Private,2021-07-07-04-50,8,4,4,11,11,0,4,0,4,12,4,8,0,16
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,0,60,Private,2021-07-06-23-00,,,,10,3,7,,,,,,,0,16
"Jeewan Mala Hospital, Rohtak Road",45,0,45,Private,2021-07-06-17-55,15,0,15,8,8,0,8,0,8,23,0,23,0,12
"Jeewan Moti Khera Hospital, Nangloi",30,0,30,Private,2021-07-06-17-41,3,0,3,2,0,2,2,0,2,5,0,5,1,23
Jivisha Advanced Medical Centre,22,0,22,Private,2021-07-06-07-23,,,,,,,,,,,,,1,23
Jyoti Nursing Home,22,3,19,Private,2021-07-06-21-02,,,,,,,,,,,,,1,11
Kalawati Saran Children's Hospital (LHMC),34,5,29,Central Government,2021-07-06-10-38,,,,35,30,5,5,2,3,5,2,3,4,12
"Kalra Hospital, Dwarka",10,0,10,Private,2021-07-06-21-45,,,,6,6,0,,,,,,,6,0
"Kalra Hospital, Kirti Nagar",34,0,34,Private,2021-07-06-20-13,10,0,10,29,29,0,1,0,1,11,0,11,0,12
Kalyani Hospital,25,0,25,Private,2021-07-06-16-50,8,0,8,,,,1,0,1,9,0,9,13,1
"Kapil Multispecialty Hospital, Nathupura",10,0,10,Private,2021-07-06-09-30,,,,5,2,3,,,,,,,5,0
Khandelwal Hospital And Urology Center,10,0,10,Private,2021-07-07-04-57,2,0,2,,,,,,,2,0,2,0,10
khanna hospital,50,0,50,Private,2021-07-06-09-05,7,0,7,1,0,1,1,0,1,8,0,8,0,15
"Konark Hospital, Nangloi",43,0,43,Private,2021-07-06-17-48,14,0,14,,,,1,0,1,15,0,15,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,0,26,Private,2021-07-06-16-44,6,0,6,2,2,0,,,,6,0,6,0,18
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,0,96,Private,2021-07-06-17-33,26,0,26,6,6,0,,,,26,0,26,0,23
"Lalita Hospital, Begumpur",40,0,40,Private,2021-07-06-09-47,4,0,4,,,,1,0,1,5,0,5,,
LHMC,93,56,37,Central Government,2021-07-06-09-41,5,0,5,27,24,3,16,0,16,21,0,21,1,11
Life RAYS HOSPITAL,12,0,12,Private,2021-07-06-08-52,,,,,,,,,,,,,,
Lifeline Hospital,19,0,19,Private,2021-07-06-10-54,2,0,2,3,0,3,2,0,2,4,0,4,2,0
Lok Nayak Hospital,720,22,698,Delhi Government,2021-07-07-03-02,600,14,586,98,17,81,100,8,92,700,22,678,0,20
Lotus Hospital,15,4,11,Private,2021-07-06-17-45,,,,,,,,,,,,,1,20
Maa Bharti Hospital,8,0,8,Private,2021-07-06-07-11,,,,,,,,,,,,,2,4
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,0,71,Private,2021-07-06-12-29,24,0,24,20,19,1,2,0,2,26,0,26,0,12
Maha Durga Charitable Trust Hospital,66,0,66,Private,2021-07-07-03-50,14,0,14,10,4,6,6,0,6,20,0,20,27,19
"Maharaja Agarsain Multispecialty Hospital, Narela",40,0,40,Private,2021-07-06-12-27,1,0,1,4,0,4,1,0,1,2,0,2,,
"Maharaja Agrasen Hospital, Dwarka",47,0,47,Private,2021-07-06-19-44,,,,4,4,0,12,0,12,12,0,12,1,0
"Maharaja Agrasen Hospital, Punjabi Bagh",90,2,88,Private,2021-07-07-03-53,25,1,24,64,45,19,3,0,3,28,1,27,4,4
Makkar Multispeciality Hospital,16,0,16,Private,2021-07-06-09-46,4,0,4,,,,,,,4,0,4,2,0
Malik Radix Hospital,47,0,47,Private,2021-07-07-05-08,12,0,12,,,,2,0,2,14,0,14,3,6
"MANIPAL HOSPITAL, DWARKA",60,0,60,Private,2021-07-06-17-09,8,0,8,20,20,0,14,0,14,22,0,22,2,0
"Mansaram Hospital, Nangloi",10,0,10,Private,2021-07-06-17-35,4,0,4,,,,1,0,1,5,0,5,1,7
"Mata Chanan Devi Hospital, Janakpuri",63,1,62,Private,2021-07-06-18-33,6,1,5,43,36,7,6,0,6,12,1,11,8,18
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,0,80,Private,2021-07-06-10-33,20,0,20,2,2,0,8,0,8,28,0,28,0,4
Max East/West Block,255,0,255,Private,2021-07-07-05-08,48,0,48,10,10,0,,,,48,0,48,0,21
"Max Smart Gujarmal Modi hospital ,Saket",75,1,74,Private,2021-07-07-00-11,,,,45,0,45,5,0,5,5,0,5,2,18
"MAX SS HOSPITAL, PATPARGANJ",120,0,120,Private,2021-07-06-10-53,10,0,10,111,111,0,10,0,10,20,0,20,3,1
"Max SS Hospital, Shalimar Bagh",84,8,76,Private,2021-07-06-22-20,7,7,0,,,,5,1,4,12,8,4,4,5
"Medeor Hospital, Qutab Instl. Area",55,0,55,Private,2021-07-07-00-08,8,0,8,8,8,0,4,0,4,12,0,12,0,23
"Medstar Hospital, Paschim Vihar",26,0,26,Private,2021-07-06-17-31,14,0,14,,,,,,,14,0,14,2,20
"Metro Hospital, Lajpat Nagar",33,0,33,Private,2021-07-06-17-55,14,0,14,4,4,0,,,,14,0,14,3,12
"Metro Hospital, Preet Vihar",40,11,29,Private,2021-07-06-13-17,21,8,13,16,16,0,2,0,2,23,8,15,0,20
"MGS Hospital, Punjabi Bagh",56,0,56,Private,2021-07-07-00-27,12,0,12,8,8,0,3,0,3,15,0,15,1,14
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",42,2,40,Private,2021-07-06-16-31,6,0,6,30,12,18,2,0,2,8,0,8,1,9
"National Heart Institute, East of Kailash",23,0,23,Private,2021-07-07-02-05,21,0,21,10,10,0,2,0,2,23,0,23,1,18
National Institute of TB and Respiratory Diseases (LRS TB),15,0,15,Central Government,2021-07-06-10-56,,,,6,6,0,,,,,,,4,0
"Navjeevan Hospital, Pitampura",30,0,30,Private,2021-07-06-08-28,2,0,2,7,7,0,1,0,1,3,0,3,9,23
Nestiva Hospital,20,0,20,Private,2021-07-06-10-37,,,,,,,2,0,2,2,0,2,4,0
Newlife Medical Centre,12,0,12,Private,2021-07-06-16-11,,,,,,,,,,,,,1,12
Newlife Multispeciality Hospital,20,0,20,Private,2021-07-06-11-28,3,0,3,,,,1,0,1,4,0,4,,
Nidaan Hospital,20,0,20,Private,2021-07-06-11-45,5,0,5,,,,2,0,2,7,0,7,,
Nijhara Hospital,7,0,7,Private,2021-07-06-07-51,,,,,,,,,,,,,1,23
Nirmal Hospital,20,1,19,Private,2021-07-06-10-39,,,,,,,,,,,,,0,20
Nirmala Hospital,19,0,19,Private,2021-07-06-19-06,2,0,2,,,,1,0,1,3,0,3,6,0
Nirogi Charitable and Medical Research Trust,20,0,20,Private,2021-07-06-22-43,,,,,,,,,,,,,3,20
"NKS Hospital, Gulabi Bagh",82,0,82,Private,2021-07-07-00-15,23,0,23,15,15,0,2,0,2,25,0,25,0,7
Northern Railway,55,1,54,Central Government,2021-07-06-17-00,,,,12,8,4,14,1,13,14,1,13,0,12
Nu life Hospital,48,25,23,Private,2021-05-16-12-09,,,,,,,,,,,,,1,12
Nulife Hospital,15,0,15,Private,2021-07-06-10-53,,,,,,,5,0,5,5,0,5,3,0
Oncoplus Hospital,30,0,30,Private,2021-07-06-10-22,4,0,4,,,,5,0,5,9,0,9,3,0
"Park Hospital, Meera Bagh",53,0,53,Private,2021-07-06-22-40,12,0,12,35,10,25,3,0,3,15,0,15,1,0
Parmeshwari Devi Hospital,18,0,18,Private,2021-07-06-09-07,,,,,,,,,,,,,,
Patel Hospital,10,0,10,Private,2021-07-06-11-16,6,0,6,6,0,6,,,,6,0,6,,
Pentagram,11,0,11,Private,2021-07-06-11-48,6,0,6,,,,,,,6,0,6,1,23
Pentamed Hospital,6,0,6,Private,2021-07-06-09-56,1,0,1,6,4,2,1,0,1,2,0,2,2,10
"PGH Hospital, Vikas Nagar",17,0,17,Private,2021-07-06-18-16,2,0,2,6,0,6,1,0,1,3,0,3,5,23
"Primus Super Specialty Hospital, Chanakyapuri",40,0,40,Private,2021-07-06-17-45,8,0,8,35,18,17,2,0,2,10,0,10,10,0
Pt.RRM Hospital,15,5,10,Private,2021-07-06-09-39,1,0,1,2,0,2,1,0,1,2,0,2,3,14
"Pushpawati Singhania Hospital, Saket",60,1,59,Private,2021-07-06-21-36,5,1,4,35,10,25,4,0,4,9,1,8,3,23
"RADHA SOAMI SATSANG BEAS , COVID CARE CENTRE, ASHOK NAGAR ",100,0,100,Delhi Government,2021-07-06-07-39,,,,,,,,,,,,,1,23
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,115,0,115,Central Government,2021-07-02-14-31,,,,,,,,,,,,,3,0
Rajeev Gandhi Super Speciality Hospital,150,1,149,Delhi Government,2021-07-07-05-01,,,,80,23,57,150,1,149,150,1,149,5,6
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,0,230,Private,2021-07-06-22-15,35,0,35,11,11,0,5,0,5,40,0,40,1,11
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,0,15,Private,2021-07-06-11-53,3,0,3,,,,,,,3,0,3,1,20
Ram Manohar Lohia Hospital,323,7,316,Central Government,2021-07-06-15-32,,,,71,0,71,28,6,22,28,6,22,3,16
"Rathi Hospital, Najafgarh",30,0,30,Private,2021-07-06-20-10,8,0,8,11,1,10,2,0,2,10,0,10,0,4
Rescue Hospital,38,1,37,Private,2021-07-07-00-59,18,1,17,4,3,1,,,,18,1,17,1,1
"Revive Hospital,tilak nagar",28,0,28,Private,2021-07-06-17-45,14,0,14,2,2,0,1,0,1,15,0,15,0,18
"RLKC Metro Hospital, Naraina",70,0,70,Private,2021-07-06-18-05,17,0,17,17,16,1,1,0,1,18,0,18,7,10
ROSEWOOD HOSPITAL,25,0,25,Private,2021-07-06-09-57,4,0,4,,,,,,,4,0,4,2,0
Royal Kalindi Hospital,26,0,26,Private,2021-07-06-06-37,2,0,2,,,,1,0,1,3,0,3,0,16
Safdarjung Hospital,421,11,410,Central Government,2021-07-06-09-58,,,,,,,80,3,77,80,3,77,10,0
Sai Charitable Dispensary,25,0,25,Private,2021-07-06-10-18,,,,,,,,,,,,,0,12
SAMA HOSPITAL,31,0,31,Private,2021-07-06-16-53,,,,,,,4,0,4,4,0,4,0,23
"Samar Hospital, Dwarka",35,0,35,Private,2021-07-06-11-32,6,0,6,,,,,,,6,0,6,,
Sanjay Gandhi Memorial Hospital,50,10,40,Delhi Government,2021-07-06-22-08,,,,26,20,6,25,3,22,25,3,22,0,15
"Sanjeevan Medical Res. , Daryaganj",40,0,40,Private,2021-07-07-04-10,,,,,,,4,0,4,4,0,4,1,14
Sant Nirankari Covid Care and Treatment centre burari,1000,1,999,Delhi Government,2021-07-07-04-01,,,,,,,,,,,,,,
"Sant Parmanand Hospital, Civil Lines",60,0,60,Private,2021-07-07-02-47,15,0,15,6,4,2,,,,15,0,15,0,16
Sant Soham Hospital,15,0,15,Private,2021-07-06-10-43,,,,,,,,,,,,,0,21
"Santom Hospital, Prashant Vihar",42,0,42,Private,2021-07-06-10-35,16,0,16,15,15,0,4,0,4,20,0,20,1,23
Sardar Vallabhbhai Patel Covid hospital (DRDO),500,0,500,Central Government,2021-06-18-12-27,,,,,,,128,0,128,128,0,128,52,8
Saroj Super Speciality Hospital,150,0,150,Private,2021-07-07-02-32,,,,33,32,1,30,6,24,30,0,30,2,14
SATYA MULTISPECIALITY HOSPITAL,16,0,16,Private,2021-07-06-11-47,3,0,3,,,,,,,3,0,3,2,0
"Satyabhama Hospital, Nangloi",16,1,15,Private,2021-07-06-17-34,4,0,4,5,5,0,1,0,1,5,0,5,0,7
Satyawati Harishchand Hsopital,225,5,220,Delhi Government,2021-06-29-08-01,20,1,19,,,,5,0,5,25,1,24,37,9
Savitri Hospital,25,0,25,Private,2021-07-07-05-13,13,0,13,,,,,,,13,0,13,0,23
"Sehgal Neo Hospital, Paschim Vihar",30,0,30,Private,2021-07-07-00-18,4,0,4,9,5,4,,,,4,0,4,0,19
"Shakuntala Nursing Home, West Sagarpur",30,0,30,Private,2021-07-06-19-26,5,0,5,,,,,,,5,0,5,,
"Shanti Mukand Hospital, Vikas Marg Extn.",110,0,110,Private,2021-07-06-11-01,16,0,16,30,27,3,8,0,8,24,0,24,1,5
SHEHNAI LNH EXTENSION,100,0,100,Delhi Government,2021-06-29-08-09,,,,,,,,,,,,,0,20
"Shree Agarsain International Hospital, Rohini- 22",175,9,166,Private,2021-07-06-16-50,25,7,18,16,15,1,25,0,25,50,7,43,60,2
Shree Hospital,20,0,20,Private,2021-07-06-18-57,,,,,,,,,,,,,2,0
"Shri Ram Singh Hospital, Krishna Nagar",50,0,50,Private,2021-07-06-10-34,7,0,7,8,5,3,1,0,1,8,0,8,5,0
Shrine Hospital,17,0,17,Private,2021-07-06-20-48,2,0,2,1,1,0,1,0,1,3,0,3,5,23
SINGHAL HOSPITAL,27,0,27,Private,2021-07-06-21-04,7,0,7,,,,,,,7,0,7,1,0
Singhal Medical  Centre,10,0,10,Private,2021-07-06-11-24,,,,,,,,,,,,,,
Sir Ganga Ram City Hospital,36,0,36,Private,2021-07-07-04-46,,,,11,11,0,5,0,5,5,0,5,4,11
Sir Ganga Ram Hospital,38,4,34,Private,2021-07-06-12-02,,,,134,101,33,30,1,29,30,1,29,6,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",50,0,50,Private,2021-07-07-01-55,6,0,6,2,1,1,,,,6,0,6,2,6
"SMS Hospital, Gagan Vihar",36,0,36,Private,2021-07-07-02-12,4,0,4,,,,1,0,1,5,0,5,0,23
"Sri Balaji Action Medical Inst., Paschim Vihar",75,1,74,Private,2021-07-07-03-40,7,0,7,96,96,0,2,0,2,9,0,9,2,13
"St. Stephens Hospital, Tis Hazari",336,14,322,Private,2021-07-07-05-01,24,4,20,8,8,0,8,4,4,32,8,24,2,5
SUKHMANI HOSPITAL,4,0,4,Private,2021-07-06-15-18,,,,,,,,,,,,,2,0
Sunrise Hospital,14,0,14,Private,2021-07-06-10-33,,,,,,,,,,,,,,
Sunrise Hospital (A Unit of Trinity Sunrise Healthcare Pvt.Ltd.,22,0,22,Private,2021-07-06-10-29,1,0,1,,,,3,0,3,4,0,4,0,8
"Surya Hospital, Krishna Nagar",40,0,40,Private,2021-07-06-14-32,5,0,5,3,0,3,,,,5,0,5,0,20
SURYA KIRAN HOSPITAL,40,0,40,Private,2021-07-06-22-41,8,0,8,5,5,0,2,0,2,10,0,10,1,0
Sushila Hospial,50,0,50,Private,2021-07-06-10-11,10,0,10,,,,,,,10,0,10,2,20
Swami Dayanand,70,3,67,Central Government,2021-07-06-11-08,,,,24,17,7,,,,,,,15,23
Swasthik Hospital,30,0,30,Private,2021-07-06-10-58,,,,8,4,4,,,,,,,1,0
"Tarak Hospital, Uttam Nagar",22,0,22,Private,2021-07-06-11-07,2,0,2,6,5,1,5,0,5,7,0,7,0,8
Tilak Nagar CHC,64,0,64,Central Government,2021-07-01-07-27,,,,,,,,,,,,,6,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,1,135,Private,2021-07-06-23-24,14,0,14,23,17,6,2,0,2,16,0,16,1,18
Triton Hospital,10,0,10,Private,2021-07-06-12-00,,,,12,5,7,,,,,,,0,10
Tulsi Multispeciality Hospital & Critical Care Unit,10,0,10,Private,2021-07-06-14-52,1,0,1,,,,1,0,1,2,0,2,2,10
TYAGI NURSING HOME,15,0,15,Private,2021-07-06-18-33,5,0,5,2,2,0,3,0,3,8,0,8,,
"Universal Centre of Health services, Kalkaji",35,0,35,Private,2021-07-06-07-24,8,0,8,,,,2,0,2,10,0,10,2,20
"Venkateshwar Hospital, Dwarka",67,2,65,Private,2021-07-07-05-24,18,2,16,,,,3,0,3,21,2,19,0,23
