name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
Hardik Hospital,10,2,8,Private,2021-05-12-08-29,,,,,,,,,,,,,1,5
Highland Care Multispeciality Hospital,30,14,16,Private,2021-05-11-17-38,3,3,0,,,,2,2,0,5,5,0,,
Hira’s Multispeciality Hospital,15,3,12,Private,2021-05-12-08-21,,,,,,,,,,,,,0,6
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-11-17-45,10,10,0,18,18,0,44,44,0,54,54,0,0,5
"IBS Hospital, Lajpat Nagar",39,33,6,Private,2021-05-12-08-05,10,10,0,,,,3,3,0,13,13,0,0,3
"Indian spinal injury centre,Vasant Kunj",168,168,0,Private,2021-05-12-07-47,10,10,0,12,8,4,4,4,0,14,14,0,0,3
"Indira Gandhi Hospital, Dwarka",150,5,145,Delhi Government,2021-05-12-08-27,,,,,,,,,,,,,5,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-12-08-00,88,88,0,65,65,0,12,12,0,100,100,0,0,20
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-11-11-28,5,5,0,,,,2,2,0,7,7,0,0,2
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-11-19-31,5,5,0,,,,,,,5,5,0,0,12
"Jain Hospital, Vikas Marg Extn.",42,37,5,Private,2021-05-12-08-37,13,13,0,2,2,0,,,,13,13,0,0,12
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-12-02-31,50,50,0,10,10,0,15,15,0,65,65,0,0,16
Janakpuri Super Speciality Hospital Society,35,34,1,Delhi Government,2021-05-12-07-51,18,18,0,,,,,,,18,18,0,0,16
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,45,15,Private,2021-05-12-08-11,8,8,0,,,,2,2,0,10,10,0,0,8
"Jeewan Mala Hospital, Rohtak Road",60,55,5,Private,2021-05-12-08-12,28,28,0,6,6,0,8,8,0,36,36,0,0,12
"Jeewan Moti Khera Hospital, Nangloi",30,10,20,Private,2021-05-12-07-51,4,4,0,,,,1,1,0,5,5,0,1,23
"Jeewan Nursing Home, Gate No. 2",16,16,0,Private,2021-05-05-11-04,,,,2,2,0,,,,,,,0,12
"Jeewan Nursing Home, Pusa Road",37,33,4,Private,2021-05-12-07-12,7,7,0,7,7,0,,,,7,7,0,0,7
Jyoti Nursing Home,22,13,9,Private,2021-05-12-07-13,,,,,,,,,,,,,1,14
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-11-10-03,,,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,24,6,Private,2021-05-11-22-26,,,,6,0,6,,,,,,,0,8
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-12-06-52,29,29,0,29,29,0,3,3,0,32,32,0,0,3
Kalyani Hospital,35,35,0,Private,2021-05-11-15-17,8,8,0,,,,1,1,0,9,9,0,2,6
"Kapil Multispecialty Hospital, Nathupura",40,32,8,Private,2021-05-11-18-16,4,4,0,,,,1,1,0,5,5,0,1,0
KAPOOR MEDICAL CENTRE,19,12,7,Private,2021-05-12-08-35,,,,,,,,,,,,,0,22
Khandelwal Hospital And Urology Center,30,18,12,Private,2021-05-12-08-13,6,6,0,,,,,,,6,6,0,0,8
khanna hospital,50,24,26,Private,2021-05-11-11-29,6,6,0,,,,1,1,0,7,7,0,0,6
"Konark Hospital, Nangloi",43,22,21,Private,2021-05-11-18-27,,,,16,16,0,,,,,,,1,4
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,24,2,Private,2021-05-12-08-26,6,6,0,,,,,,,6,6,0,0,5
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,67,29,Private,2021-05-12-06-00,26,26,0,10,10,0,,,,26,26,0,0,18
"Kukreja Hospital, Mayur Vihar",25,14,11,Private,2021-05-12-08-11,5,5,0,,,,,,,5,5,0,0,7
"Lalita Hospital, Begumpur",40,39,1,Private,2021-05-11-10-41,3,3,0,,,,1,1,0,4,4,0,,
LHMC,370,312,58,Central Government,2021-05-11-21-01,34,34,0,27,22,5,16,16,0,50,50,0,1,0
Life RAYS HOSPITAL,12,4,8,Private,2021-05-11-11-58,,,,,,,,,,,,,2,20
Lifeline Hospital,50,33,17,Private,2021-05-11-17-57,5,3,2,,,,2,1,1,7,4,3,0,18
Lok Nayak Hospital,1500,975,525,Delhi Government,2021-05-12-07-36,250,250,0,,,,250,250,0,500,500,0,0,11
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,32,39,Private,2021-05-11-19-37,24,18,6,26,14,12,2,2,0,26,20,6,0,2
Maha Durga Charitable Trust Hospital,160,130,30,Private,2021-05-11-21-32,24,24,0,,,,6,6,0,30,30,0,1,0
"Maharaja Agarsain Multispecialty Hospital, Narela",35,30,5,Private,2021-05-12-08-32,4,4,0,,,,,,,4,4,0,2,5
"Maharaja Agrasen Hospital, Dwarka",47,47,0,Private,2021-05-11-18-54,,,,4,4,0,12,12,0,12,12,0,0,16
"Maharaja Agrasen Hospital, Punjabi Bagh",250,235,15,Private,2021-05-12-08-04,64,64,0,20,20,0,8,8,0,72,72,0,1,5
Makkar Multispeciality Hospital,44,32,12,Private,2021-05-11-19-00,11,11,0,,,,,,,11,11,0,,
Malik Radix Hospital,47,37,10,Private,2021-05-12-08-36,13,11,2,,,,1,1,0,14,12,2,1,0
"MANIPAL HOSPITAL, DWARKA",245,245,0,Private,2021-05-11-20-41,26,26,0,20,20,0,14,14,0,40,40,0,0,12
"Mansaram Hospital, Nangloi",42,22,20,Private,2021-05-12-08-23,9,9,0,,,,1,1,0,10,10,0,1,4
"Mata Chanan Devi Hospital, Janakpuri",200,178,22,Private,2021-05-12-07-48,36,36,0,,,,12,12,0,48,48,0,1,2
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,73,7,Private,2021-05-11-17-35,9,9,0,,,,7,7,0,16,16,0,0,5
Max East/West Block,255,204,51,Private,2021-05-12-05-46,33,33,0,10,10,0,15,15,0,48,48,0,0,5
"Max Smart Gujarmal Modi hospital ,Saket",250,229,21,Private,2021-05-12-08-35,,,,,,,50,50,0,50,50,0,0,23
"MAX SS HOSPITAL, PATPARGANJ",346,321,25,Private,2021-05-11-17-30,100,100,0,18,18,0,40,40,0,140,140,0,0,6
"Max SS Hospital, Shalimar Bagh",280,278,2,Private,2021-05-12-08-11,62,62,0,,,,30,30,0,92,92,0,1,12
"Medeor Hospital, Qutab Instl. Area",55,45,10,Private,2021-05-12-08-02,8,8,0,8,4,4,4,4,0,12,12,0,0,20
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-12-08-14,13,13,0,,,,1,1,0,14,14,0,0,4
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-12-08-22,14,14,0,,,,,,,14,14,0,0,7
"Metro Hospital, Preet Vihar",110,102,8,Private,2021-05-12-07-37,18,18,0,16,16,0,4,4,0,22,22,0,3,12
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-12-01-17,34,34,0,,,,7,7,0,41,41,0,0,14
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",135,132,3,Private,2021-05-11-17-29,13,13,0,9,9,0,17,17,0,30,30,0,0,7
"National Heart Institute, East of Kailash",100,100,0,Private,2021-05-12-07-06,26,26,0,10,8,2,6,6,0,32,32,0,0,10
National Institute of TB and Respiratory Diseases (LRS TB),77,50,27,Central Government,2021-05-11-10-03,,,,6,3,3,,,,,,,2,0
"Navjeevan Hospital, Pitampura",90,90,0,Private,2021-05-12-08-25,6,6,0,,,,4,4,0,10,10,0,0,5
Nestiva Hospital,20,18,2,Private,2021-05-11-20-12,2,2,0,,,,2,0,2,4,2,2,0,10
Nidaan Hospital,20,9,11,Private,2021-05-12-00-23,5,4,1,,,,2,2,0,7,6,1,0,23
Nijhara Hospital,6,6,0,Private,2021-05-12-07-54,,,,,,,,,,,,,0,5
Nirmal Hospital,20,7,13,Private,2021-05-11-10-02,,,,,,,,,,,,,0,8
Nirmala Hospital,23,23,0,Private,2021-05-12-01-36,2,2,0,,,,1,1,0,3,3,0,0,12
"NKS Hospital, Gulabi Bagh",82,31,51,Private,2021-05-12-00-27,38,22,16,,,,2,2,0,40,24,16,0,4
Northern Railway,200,191,9,Central Government,2021-05-12-07-48,,,,12,12,0,18,18,0,18,18,0,0,6
Oncoplus Hospital,43,43,0,Private,2021-05-11-19-24,17,17,0,,,,5,5,0,22,22,0,0,3
"Panchsheel Hospital, Yamuna Vihar",40,38,2,Private,2021-05-12-08-19,8,8,0,,,,,,,8,8,0,0,8
"Park Hospital, Meera Bagh",110,64,46,Private,2021-05-12-07-03,35,35,0,10,10,0,5,5,0,40,40,0,0,14
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-11-09-42,1,1,0,,,,,,,1,1,0,,
Patel Hospital,10,6,4,Private,2021-05-11-14-21,,,,,,,,,,,,,0,4
"PGH Hospital, Vikas Nagar",44,15,29,Private,2021-05-11-18-01,6,6,0,2,0,2,1,1,0,7,7,0,0,12
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-12-08-21,59,59,0,21,16,5,2,2,0,61,61,0,0,16
Pt.RRM Hospital,15,7,8,Private,2021-05-11-11-19,1,1,0,,,,1,1,0,2,2,0,0,8
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,33,2,Private,2021-05-12-07-00,9,9,0,5,4,1,1,1,0,10,10,0,0,12
"Pushpawati Singhania Hospital, Saket",168,147,21,Private,2021-05-12-06-08,28,28,0,9,9,0,10,10,0,38,38,0,0,10
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,78,22,Central Government,2021-05-11-11-40,,,,,,,,,,,,,1,0
Rajeev Gandhi Super Speciality Hospital,425,308,117,Delhi Government,2021-05-12-05-39,125,108,17,,,,200,200,0,325,308,17,0,9
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,228,2,Private,2021-05-12-08-24,35,35,0,11,11,0,5,5,0,40,40,0,1,0
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,5,10,Private,2021-05-11-09-33,3,1,2,,,,,,,3,1,2,1,23
Ram Manohar Lohia Hospital,323,274,49,Central Government,2021-05-12-07-34,,,,,,,28,28,0,28,28,0,1,2
"Rathi Hospital, Najafgarh",80,51,29,Private,2021-05-11-22-48,19,19,0,,,,6,6,0,25,25,0,0,11
Rescue Hospital,38,38,0,Private,2021-05-12-07-48,18,18,0,4,3,1,,,,18,18,0,0,12
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-12-08-17,14,14,0,2,2,0,1,1,0,15,15,0,0,3
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-11-18-02,17,17,0,15,15,0,1,1,0,18,18,0,2,22
ROSEWOOD HOSPITAL,25,21,4,Private,2021-05-11-17-21,4,4,0,,,,,,,4,4,0,0,10
Royal Kalindi Hospital,26,26,0,Private,2021-05-12-08-37,2,2,0,,,,1,1,0,3,3,0,0,3
RS Grover Memorial Hospital,24,13,11,Private,2021-05-12-08-22,4,4,0,,,,,,,4,4,0,0,6
Safdarjung Hospital,391,273,118,Central Government,2021-05-11-09-48,,,,,,,80,80,0,80,80,0,1,0
Sai Charitable Dispensary,25,14,11,Private,2021-05-11-18-23,,,,,,,,,,,,,0,10
SAMA HOSPITAL,32,32,0,Private,2021-05-11-09-20,,,,,,,4,4,0,4,4,0,0,16
"Samar Hospital, Dwarka",30,30,0,Private,2021-05-12-07-35,5,5,0,,,,1,1,0,6,6,0,,
Sanjay Gandhi Memorial Hospital,150,106,44,Delhi Government,2021-05-12-07-11,10,10,0,6,2,4,10,10,0,20,20,0,0,8
"Sanjeevan Medical Res. , Daryaganj",40,21,19,Private,2021-05-12-06-28,,,,,,,4,4,0,4,4,0,1,14
"Sant Parmanand Hospital, Civil Lines",60,44,16,Private,2021-05-11-14-05,15,15,0,6,0,6,,,,15,15,0,0,10
Sant Soham Hospital,15,11,4,Private,2021-05-12-08-11,,,,,,,,,,,,,0,9
"Santom Hospital, Prashant Vihar",105,89,16,Private,2021-05-11-09-11,42,42,0,,,,8,8,0,50,50,0,0,8
Sardar Vallabhbhai Patel Covid hospital (DRDO),500,405,95,Central Government,2021-05-11-15-45,,,,,,,128,128,0,128,128,0,1,10
Saroj Super Speciality Hospital,150,146,4,Private,2021-05-12-08-30,39,39,0,,,,24,24,0,63,63,0,0,18
SATYA MULTISPECIALITY HOSPITAL,18,13,5,Private,2021-05-11-17-29,3,3,0,,,,,,,3,3,0,0,12
"Satyabhama Hospital, Nangloi",42,40,2,Private,2021-05-12-07-39,29,29,0,5,5,0,3,3,0,32,32,0,0,5
Satyawati Harishchand Hsopital,200,148,52,Delhi Government,2021-05-12-08-04,12,12,0,,,,3,3,0,15,15,0,0,9
Savitri Hospital,25,24,1,Private,2021-05-11-14-14,13,13,0,,,,,,,13,13,0,0,10
SCI International Hospital,12,12,0,Private,2021-05-11-11-27,,,,,,,,,,,,,1,0
"Sehgal Neo Hospital, Paschim Vihar",81,81,0,Private,2021-05-12-07-38,13,13,0,,,,,,,13,13,0,0,3
"Shakuntala Nursing Home, West Sagarpur",30,25,5,Private,2021-05-11-18-03,5,5,0,,,,,,,5,5,0,,
"Shanti Mukand Hospital, Vikas Marg Extn.",110,95,15,Private,2021-05-12-07-09,19,19,0,25,17,8,5,5,0,24,24,0,0,10
"Shree Agarsain International Hospital, Rohini- 22",198,175,23,Private,2021-05-11-17-20,58,58,0,16,16,0,15,15,0,73,73,0,2,18
Shree Hospital,20,16,4,Private,2021-05-12-01-10,,,,,,,,,,,,,0,16
"Shri Ram Singh Hospital, Krishna Nagar",50,20,30,Private,2021-05-12-08-25,6,6,0,,,,1,1,0,7,7,0,1,0
Shrine Hospital,17,6,11,Private,2021-05-11-17-03,3,3,0,,,,,,,3,3,0,0,12
SINGHAL HOSPITAL,27,10,17,Private,2021-05-11-10-40,7,5,2,,,,,,,7,5,2,0,2
Singhal Medical  Centre,20,14,6,Private,2021-05-11-20-49,,,,,,,,,,,,,1,6
Sir Ganga Ram City Hospital,96,81,15,Private,2021-05-12-07-10,1,1,0,,,,15,15,0,16,16,0,0,10
Sir Ganga Ram Hospital,584,584,0,Private,2021-05-12-08-21,83,83,0,95,50,45,74,74,0,157,157,0,0,11
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",41,34,7,Private,2021-05-12-08-02,9,9,0,1,1,0,,,,9,9,0,0,18
"SMS Hospital, Gagan Vihar",36,16,20,Private,2021-05-12-08-27,4,4,0,,,,1,1,0,5,5,0,0,7
"Sri Balaji Action Medical Inst., Paschim Vihar",250,250,0,Private,2021-05-12-01-05,97,97,0,30,30,0,8,8,0,105,105,0,1,7
"St. Stephens Hospital, Tis Hazari",336,254,82,Private,2021-05-12-08-13,24,24,0,8,8,0,8,8,0,32,32,0,0,10
Sunrise Hospital,14,5,9,Private,2021-05-11-17-43,,,,,,,,,,,,,,
Sunrise Hospital (A Unit of Trinity Sunrise Healthcare Pvt.Ltd.,22,10,12,Private,2021-05-11-17-53,3,1,2,,,,1,1,0,4,2,2,0,8
"Surya Hospital, Krishna Nagar",40,28,12,Private,2021-05-11-18-32,5,5,0,5,0,5,,,,5,5,0,0,2
SURYA KIRAN HOSPITAL,40,25,15,Private,2021-05-12-07-06,9,9,0,5,5,0,1,1,0,10,10,0,0,7
Sushila Hospial,50,50,0,Private,2021-05-12-08-10,10,10,0,,,,,,,10,10,0,0,22
Swami Dayanand,70,70,0,Central Government,2021-05-11-20-13,,,,,,,,,,,,,1,15
"Tarak Hospital, Uttam Nagar",72,70,2,Private,2021-05-11-14-41,25,25,0,6,6,0,5,5,0,30,30,0,0,4
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-11-23-36,14,14,0,23,5,18,2,2,0,16,16,0,1,12
Triton Hospital,10,8,2,Private,2021-05-12-07-41,,,,12,8,4,,,,,,,0,8
Tulsi Multispeciality Hospital & Critical Care Unit,40,8,32,Private,2021-05-11-18-08,1,1,0,,,,1,1,0,2,2,0,0,12
TYAGI NURSING HOME,15,15,0,Private,2021-05-11-17-42,7,7,0,2,2,0,3,3,0,10,10,0,1,22
"Universal Centre of Health services, Kalkaji",35,30,5,Private,2021-05-12-07-49,8,8,0,,,,2,2,0,10,10,0,1,10
"Venkateshwar Hospital, Dwarka",245,245,0,Private,2021-05-12-08-16,48,48,0,,,,8,8,0,56,56,0,0,10
"Vikas Hospital, Najafgarh",40,33,7,Private,2021-05-12-08-27,8,8,0,,,,3,3,0,11,11,0,0,6
VIMHANS,180,163,17,Private,2021-05-12-07-58,82,82,0,,,,48,48,0,130,130,0,0,8
World Brain Center Hospital,45,21,24,Private,2021-05-11-17-52,11,11,0,,,,,,,11,11,0,0,12
All,23224,18943,4281,,2021-05-12-08-39,3788,3720,68,1009,784,225,2064,2054,10,5852,5774,78,,
