name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-04-03-12,26,26,0,,,,5,5,0,31,31,0
Deen Dayal Upadhyay hospital,300,300,0,Delhi Government,2021-05-04-01-39,130,130,0,33,22,11,50,50,0,180,180,0
Deep Chand Bandhu,230,230,0,Delhi Government,2021-05-03-21-53,67,67,0,,,,14,14,0,81,81,0
Delhi global hospital,14,4,10,Private,2021-05-03-12-19,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-03-17-54,24,24,0,12,12,0,3,3,0,27,27,0
Delhi multi speciality hospital,11,7,4,Private,2021-05-03-06-10,,,,,,,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",110,94,16,Private,2021-05-03-11-28,11,11,0,23,7,16,3,3,0,14,14,0
"Dharamvir Solanki Hospital, Rohini",16,16,0,Private,2021-05-03-16-17,7,7,0,,,,1,1,0,8,8,0
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,90,0,Private,2021-05-03-11-23,10,10,0,,,,2,2,0,12,12,0
Dr Baba Saheb Ambedkar Hospital,370,370,0,Delhi Government,2021-05-03-20-33,33,33,0,,,,50,50,0,83,83,0
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-03-09-37,5,5,0,,,,1,1,0,6,6,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",30,30,0,Private,2021-05-03-15-51,,,,,,,,,,,,
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-05-04-01-16,10,10,0,,,,,,,10,10,0
Ekansh Hospital,8,5,3,Private,2021-05-03-11-27,,,,,,,,,,,,
ESIC Hospital Jhilmil,60,60,0,Central Government,2021-05-03-13-47,,,,,,,5,5,0,5,5,0
ESIC hospital Okhla,230,230,0,Central Government,2021-05-03-15-08,,,,,,,10,10,0,10,10,0
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-03-16-34,55,55,0,16,11,5,5,5,0,60,60,0
"Fortis Hospital, Shalimar Bagh",230,230,0,Private,2021-05-03-18-07,33,33,0,8,8,0,27,27,0,60,60,0
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-05-03-07-58,28,28,0,,,,4,4,0,32,32,0
"Gandhi Nursing Home, Uttam Nagar",95,95,0,Private,2021-05-03-17-29,29,29,0,8,8,0,1,1,0,30,30,0
"Garg Hospital, Karkardooma",36,36,0,Private,2021-05-03-19-55,4,4,0,4,4,0,,,,4,4,0
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-04-00-39,12,12,0,8,8,0,5,5,0,17,17,0
"Goyal Hospital, Paschim Vihar",21,21,0,Private,2021-05-03-20-45,7,7,0,,,,,,,7,7,0
GTB Hospital,750,696,54,Delhi Government,2021-05-03-11-40,272,272,0,,,,128,128,0,400,400,0
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-03-10-39,6,6,0,,,,,,,6,6,0
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,41,157,Delhi Government,2021-05-03-23-36,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",376,124,252,Private,2021-05-03-15-52,21,21,0,6,2,4,8,8,0,29,29,0
HANDA NURSING HOME,12,12,0,Private,2021-05-03-20-29,,,,,,,,,,,,
Hardik Hospital,10,10,0,Private,2021-05-03-11-56,,,,,,,,,,,,
Highland Care Multispeciality Hospital,30,17,13,Private,2021-05-03-11-36,4,4,0,,,,2,2,0,6,6,0
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-03-10-54,16,16,0,18,18,0,38,38,0,54,54,0
"IBS Hospital, Lajpat Nagar",39,39,0,Private,2021-05-03-17-20,10,10,0,,,,3,3,0,13,13,0
"Indian spinal injury centre,Vasant Kunj",183,183,0,Private,2021-05-03-17-27,10,10,0,9,2,7,4,4,0,14,14,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-03-17-13,88,88,0,81,81,0,12,12,0,100,100,0
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-03-11-10,5,5,0,,,,2,2,0,7,7,0
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-03-19-53,5,5,0,,,,,,,5,5,0
"Jain Hospital, Vikas Marg Extn.",42,42,0,Private,2021-05-03-10-42,13,13,0,2,2,0,,,,13,13,0
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-04-01-21,59,59,0,10,10,0,6,6,0,65,65,0
Janakpuri Super Speciality Hospital Society,16,16,0,Delhi Government,2021-05-03-22-12,16,16,0,,,,,,,16,16,0
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,54,6,Private,2021-05-03-18-12,8,8,0,,,,2,2,0,10,10,0
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-03-17-39,12,12,0,4,4,0,8,8,0,20,20,0
"Jeewan Moti Khera Hospital, Nangloi",30,12,18,Private,2021-05-03-17-22,3,3,0,,,,1,1,0,4,4,0
"Jeewan Nursing Home, Gate No. 2",25,22,3,Private,2021-05-03-11-52,,,,2,2,0,,,,,,
"Jeewan Nursing Home, Pusa Road",37,32,5,Private,2021-05-03-13-35,7,7,0,7,7,0,,,,7,7,0
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-03-11-48,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,28,2,Private,2021-05-03-11-24,,,,6,0,6,,,,,,
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-03-17-25,29,29,0,29,29,0,3,3,0,32,32,0
"Kapil Multispecialty Hospital, Nathupura",30,30,0,Private,2021-05-03-08-25,3,3,0,,,,1,1,0,4,4,0
Khandelwal Hospital And Urology Center,30,28,2,Private,2021-05-03-19-52,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,28,15,Private,2021-05-03-19-02,,,,16,15,1,1,1,0,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,26,0,Private,2021-05-03-09-18,6,6,0,,,,,,,6,6,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,91,5,Private,2021-05-03-16-06,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",27,22,5,Private,2021-05-03-17-30,4,4,0,,,,,,,4,4,0
"Lalita Hospital, Begumpur",40,40,0,Private,2021-05-02-17-04,3,3,0,,,,1,1,0,4,4,0
LHMC,370,342,28,Central Government,2021-05-03-10-33,34,34,0,27,24,3,16,16,0,50,50,0
Life RAYS HOSPITAL,12,0,12,Private,2021-05-02-08-56,,,,,,,,,,,,
Lok Nayak Hospital,1500,1500,0,Delhi Government,2021-05-03-14-47,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-05-03-12-47,24,18,6,26,14,12,2,2,0,26,20,6
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-05-03-07-14,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",30,20,10,Private,2021-05-03-13-58,4,4,0,,,,,,,4,4,0
"Maharaja Agrasen Hospital, Dwarka",35,35,0,Private,2021-05-03-13-14,,,,3,3,0,12,12,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",220,220,0,Private,2021-05-04-03-05,56,56,0,20,20,0,8,8,0,64,64,0
Makkar Multispeciality Hospital,44,44,0,Private,2021-05-03-18-29,11,11,0,,,,,,,11,11,0
Malik Radix Hospital,47,47,0,Private,2021-05-03-18-01,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",232,232,0,Private,2021-05-03-09-21,26,26,0,20,20,0,14,14,0,40,40,0
"Mansaram Hospital, Nangloi",42,25,17,Private,2021-05-03-16-13,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,200,0,Private,2021-05-03-17-40,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-03-12-04,9,9,0,,,,7,7,0,16,16,0
Max East/West Block,255,210,45,Private,2021-05-03-18-26,40,40,0,12,12,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",200,200,0,Private,2021-05-03-17-49,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",276,260,16,Private,2021-05-03-17-18,52,52,0,18,18,0,20,20,0,72,72,0
"Max SS Hospital, Shalimar Bagh",200,200,0,Private,2021-05-03-17-25,30,30,0,,,,30,30,0,60,60,0
"Medeor Hospital, Qutab Instl. Area",55,30,25,Private,2021-05-04-01-05,8,8,0,8,1,7,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-03-15-53,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-03-15-13,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",110,110,0,Private,2021-05-03-17-54,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-03-16-43,27,27,0,,,,7,7,0,34,34,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",157,157,0,Private,2021-05-03-12-34,18,18,0,9,9,0,12,12,0,30,30,0
"National Heart Institute, East of Kailash",99,99,0,Private,2021-05-03-17-15,30,30,0,10,10,0,2,2,0,32,32,0
"Navjeevan Hospital, Pitampura",80,80,0,Private,2021-05-03-18-15,5,5,0,,,,4,4,0,9,9,0
Nestiva Hospital,20,20,0,Private,2021-05-03-11-08,2,2,0,,,,2,2,0,4,4,0
Nidaan Hospital,20,16,4,Private,2021-05-04-00-08,5,5,0,,,,2,2,0,7,7,0
Nirmala Hospital,23,23,0,Private,2021-05-03-12-05,2,2,0,,,,1,1,0,3,3,0
"NKS Hospital, Gulabi Bagh",25,25,0,Private,2021-05-03-20-00,10,10,0,,,,,,,10,10,0
Northern Railway,200,200,0,Central Government,2021-05-03-18-31,,,,12,12,0,18,18,0,18,18,0
Oncoplus Hospital,40,40,0,Private,2021-05-03-19-07,15,15,0,,,,5,5,0,20,20,0
"Panchsheel Hospital, Yamuna Vihar",32,20,12,Private,2021-05-03-16-05,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,65,45,Private,2021-05-03-17-37,35,35,0,10,10,0,5,5,0,40,40,0
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-02-15-35,1,1,0,,,,,,,1,1,0
"PGH Hospital, Vikas Nagar",44,18,26,Private,2021-05-03-11-33,5,5,0,2,0,2,2,2,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-03-16-45,34,34,0,21,9,12,2,2,0,36,36,0
Pt.RRM Hospital,15,15,0,Private,2021-05-03-18-53,2,2,0,12,12,0,1,1,0,3,3,0
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-05-03-09-38,9,9,0,5,3,2,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",168,168,0,Private,2021-05-03-18-41,28,28,0,9,6,3,10,10,0,38,38,0
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,100,0,Delhi Government,2021-05-03-10-24,,,,,,,,,,,,
Rajeev Gandhi Super Speciality Hospital,350,350,0,Delhi Government,2021-05-03-20-57,150,150,0,,,,200,200,0,350,350,0
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,230,0,Private,2021-05-03-17-32,35,35,0,11,11,0,5,5,0,40,40,0
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,4,11,Private,2021-05-03-12-36,,,,,,,,,,,,
Ram Manohar Lohia Hospital,263,260,3,Central Government,2021-05-03-18-16,,,,,,,28,28,0,28,28,0
"Rathi Hospital, Najafgarh",80,58,22,Private,2021-05-03-20-00,19,19,0,,,,6,6,0,25,25,0
Rescue Hospital,38,38,0,Private,2021-05-03-18-55,12,12,0,4,0,4,,,,12,12,0
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-03-17-25,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-03-17-12,17,17,0,15,15,0,1,1,0,18,18,0
ROSEWOOD HOSPITAL,25,25,0,Private,2021-05-03-17-30,4,4,0,,,,,,,4,4,0
Safdarjung Hospital,275,275,0,Central Government,2021-05-03-17-01,,,,,,,65,65,0,65,65,0
Sai Charitable Dispensary,25,11,14,Private,2021-05-03-11-55,,,,,,,,,,,,
SAMA HOSPITAL,32,32,0,Private,2021-05-03-13-57,,,,,,,4,4,0,4,4,0
"Samar Hospital, Dwarka",30,30,0,Private,2021-05-02-15-43,5,5,0,,,,1,1,0,6,6,0
Sanjay Gandhi Memorial Hospital,118,118,0,Delhi Government,2021-05-03-19-37,10,10,0,6,3,3,10,10,0,20,20,0
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-05-03-17-18,4,4,0,,,,,,,4,4,0
"Sant Parmanand Hospital, Civil Lines",66,63,3,Private,2021-05-03-10-57,15,15,0,6,0,6,,,,15,15,0
Sant Soham Hospital,15,15,0,Private,2021-05-03-22-22,,,,,,,,,,,,
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-05-03-08-44,20,20,0,,,,8,8,0,28,28,0
Sardar Patel Covid Army  hospital,500,483,17,Central Government,2021-05-02-11-12,,,,,,,128,128,0,128,128,0
Saroj Super Speciality Hospital,140,140,0,Private,2021-05-03-09-03,39,39,0,,,,14,14,0,53,53,0
SATYA MULTISPECIALITY HOSPITAL,18,16,2,Private,2021-05-03-21-22,3,3,0,,,,,,,3,3,0
"Satyabhama Hospital, Nangloi",42,42,0,Private,2021-05-03-19-00,31,31,0,5,5,0,3,3,0,34,34,0
Satyawati Harishchand Hsopital,185,140,45,Delhi Government,2021-05-03-22-16,12,12,0,,,,3,3,0,15,15,0
Savitri Hospital,25,25,0,Private,2021-05-03-09-22,13,13,0,,,,,,,13,13,0
SCI International Hospital,12,12,0,Private,2021-05-03-13-04,,,,,,,,,,,,
"Sehgal Neo Hospital, Paschim Vihar",90,90,0,Private,2021-05-03-18-42,13,13,0,,,,,,,13,13,0
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-05-03-09-04,5,5,0,,,,,,,5,5,0
"Shanti Mukand Hospital, Vikas Marg Extn.",131,131,0,Private,2021-05-03-15-57,19,19,0,25,25,0,5,5,0,24,24,0
"Shree Agarsain International Hospital, Rohini- 22",225,225,0,Private,2021-05-03-16-54,63,63,0,16,16,0,15,15,0,78,78,0
Shree Hospital,20,17,3,Private,2021-05-03-10-56,,,,,,,,,,,,
"Shri Ram Singh Hospital, Krishna Nagar",52,52,0,Private,2021-05-03-09-28,6,6,0,,,,1,1,0,7,7,0
Shrine Hospital,9,9,0,Private,2021-05-02-08-56,3,0,3,,,,,,,3,0,3
SINGHAL HOSPITAL,25,13,12,Private,2021-05-03-12-09,5,5,0,,,,,,,5,5,0
Sir Ganga Ram City Hospital,96,96,0,Private,2021-05-03-17-36,3,3,0,,,,10,10,0,13,13,0
Sir Ganga Ram Hospital,565,565,0,Private,2021-05-03-16-58,106,106,0,108,75,33,42,42,0,148,148,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",33,33,0,Private,2021-05-03-21-11,9,9,0,,,,,,,9,9,0
"SMS Hospital, Gagan Vihar",36,27,9,Private,2021-05-03-10-37,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",263,263,0,Private,2021-05-03-19-11,97,97,0,47,22,25,8,8,0,105,105,0
"St. Stephens Hospital, Tis Hazari",336,292,44,Private,2021-05-04-02-32,24,24,0,8,8,0,8,8,0,32,32,0
Sunrise Hospital,8,8,0,Private,2021-05-03-12-05,,,,,,,,,,,,
"Surya Hospital, Krishna Nagar",40,40,0,Private,2021-05-03-20-54,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,40,18,22,Private,2021-05-03-17-40,9,9,0,5,5,0,1,1,0,10,10,0
Sushila Hospial,50,50,0,Private,2021-05-03-20-53,10,10,0,,,,,,,10,10,0
Swami Dayanand,70,70,0,Central Government,2021-05-03-14-30,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",72,72,0,Private,2021-05-03-19-27,26,26,0,6,6,0,4,4,0,30,30,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-03-16-56,14,14,0,30,2,28,2,2,0,16,16,0
Tulsi Multispeciality Hospital & Critical Care Unit,40,7,33,Private,2021-05-03-18-38,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",40,8,32,Private,2021-05-03-21-59,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",245,245,0,Private,2021-05-03-17-35,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",40,32,8,Private,2021-05-03-09-44,8,8,0,,,,3,3,0,11,11,0
VIMHANS,167,167,0,Private,2021-05-03-16-28,54,54,0,,,,40,40,0,94,94,0
World Brain Center Hospital,45,45,0,Private,2021-05-03-18-49,8,8,0,,,,3,3,0,11,11,0
All,21396,20021,1375,,2021-05-04-03-39,3343,3320,23,1071,787,284,1805,1805,0,5148,5125,23
