name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
"B.M. Gupta Hospital, Uttam Nagar",70,70,0,Private,2021-05-10-21-52,19,19,0,,,,1,1,0,20,20,0,0,7
"Bansal Global Hospital, Jahangirpuri",43,29,14,Private,2021-05-10-09-40,9,9,0,1,0,1,1,1,0,10,10,0,0,7
"Bansal Hospital & Research Centre, New Friends Colony",40,40,0,Private,2021-05-10-10-37,8,8,0,2,2,0,2,2,0,10,10,0,1,1
Bara Hindurao Hospital,250,242,8,Central Government,2021-05-10-21-05,,,,,,,10,10,0,10,10,0,1,12
Base Hospital Delhi Cantt,500,500,0,Central Government,2021-05-10-06-09,,,,,,,50,50,0,50,50,0,1,12
Batra Hospital,260,260,0,Private,2021-05-10-15-56,23,23,0,12,12,0,15,15,0,38,38,0,0,12
"Bensups Hospital, Dwarka",40,29,11,Private,2021-05-10-19-49,12,12,0,,,,3,3,0,15,15,0,1,10
BH SALVAS HOSPITAL,40,22,18,Private,2021-05-10-10-03,7,7,0,5,5,0,1,1,0,8,8,0,0,8
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-10-16-14,23,23,0,,,,5,5,0,28,28,0,0,10
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-05-10-17-14,10,10,0,,,,1,1,0,11,11,0,0,6
"Bhagwati Hospital, Rohini",130,72,58,Private,2021-05-10-20-08,13,13,0,,,,2,2,0,15,15,0,0,7
"Bhatia Global Hospital, Paschim Vihar",36,35,1,Private,2021-05-10-23-23,8,8,0,,,,,,,8,8,0,0,5
Bimla Devi Hospital,27,24,3,Private,2021-05-10-10-56,,,,6,6,0,,,,,,,0,12
"BLK Hospital, Pusa Road",285,246,39,Private,2021-05-11-01-21,68,68,0,69,60,9,7,7,0,75,75,0,1,0
"Brahm Shakti Hospital, Budh Vihar",80,74,6,Private,2021-05-10-22-30,10,10,0,,,,1,1,0,11,11,0,0,18
Burari Hospital,370,274,96,Delhi Government,2021-05-10-18-26,40,40,0,,,,30,30,0,70,70,0,0,9
C M PATEL HOSPITAL,15,8,7,Private,2021-05-10-15-56,,,,,,,,,,,,,2,23
CAREWELL MEDICAL CENTRE,8,3,5,Private,2021-05-10-16-48,,,,,,,,,,,,,0,15
CBR Hospital,25,18,7,Private,2021-05-10-11-15,2,2,0,,,,1,1,0,3,3,0,1,8
"CD Global Hospital, Najafgarh Road",40,18,22,Private,2021-05-10-23-42,8,8,0,,,,1,1,0,9,9,0,0,12
Central Hospital,31,27,4,Private,2021-05-11-02-02,4,4,0,,,,4,4,0,8,8,0,0,4
Cronus Multi speciality Hospital,12,12,0,Private,2021-05-11-01-45,2,2,0,,,,,,,2,2,0,1,15
"Cygnus MLS, Rama Vihar",68,68,0,Private,2021-05-10-14-07,19,19,0,,,,5,5,0,24,24,0,0,3
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-11-00-16,26,26,0,,,,5,5,0,31,31,0,0,3
Deen Dayal Upadhyay hospital,500,387,113,Delhi Government,2021-05-11-02-15,150,150,0,33,22,11,50,50,0,200,200,0,0,23
Deep Chand Bandhu,230,227,3,Delhi Government,2021-05-11-00-03,67,67,0,,,,14,14,0,81,81,0,0,8
Delhi global hospital,14,6,8,Private,2021-05-10-17-50,,,,,,,,,,,,,1,23
Delhi Golden Hospital,15,0,15,Private,2021-05-10-22-14,,,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-10-22-29,24,24,0,12,12,0,3,3,0,27,27,0,0,12
Delhi multi speciality hospital,11,3,8,Private,2021-05-10-06-45,,,,,,,,,,,,,1,15
"Dharamshila Narayana Hosp., Vasundhra Enclave",159,106,53,Private,2021-05-10-23-19,11,11,0,23,10,13,3,3,0,14,14,0,0,16
"Dharamvir Solanki Hospital, Rohini",24,23,1,Private,2021-05-10-19-23,10,10,0,,,,1,1,0,11,11,0,0,3
Divine Multispeciality Hospital and Cancer Centre,35,29,6,Private,2021-05-10-12-55,23,22,1,,,,7,7,0,30,29,1,0,9
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",95,95,0,Private,2021-05-10-22-16,10,10,0,,,,2,2,0,12,12,0,1,8
Dr Baba Saheb Ambedkar Hospital,400,382,18,Delhi Government,2021-05-11-00-45,150,150,0,,,,50,50,0,200,200,0,1,1
Dr Rakesh Multispeciality Hospital,15,10,5,Private,2021-05-10-10-12,5,5,0,,,,1,1,0,6,6,0,1,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,24,12,Private,2021-05-11-00-08,,,,,,,,,,,,,0,17
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-05-10-11-03,10,10,0,,,,,,,10,10,0,0,3
Ekansh Hospital,8,4,4,Private,2021-05-10-10-31,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,55,45,10,Central Government,2021-05-10-19-39,,,,,,,5,5,0,5,5,0,1,0
ESIC hospital Okhla,233,182,51,Central Government,2021-05-10-23-00,,,,,,,10,10,0,10,10,0,1,2
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-10-19-41,55,55,0,16,11,5,5,5,0,60,60,0,2,0
"Fortis Hospital, Shalimar Bagh",230,230,0,Private,2021-05-10-18-10,33,33,0,8,8,0,27,27,0,60,60,0,0,17
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-05-11-01-17,8,8,0,,,,12,12,0,20,20,0,1,23
"Gandhi Nursing Home, Uttam Nagar",94,94,0,Private,2021-05-10-17-02,35,35,0,8,8,0,1,1,0,36,36,0,1,8
"Garg Hospital, Karkardooma",36,21,15,Private,2021-05-11-00-36,4,3,1,,,,,,,4,3,1,0,6
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-10-19-20,12,12,0,8,8,0,5,5,0,17,17,0,1,18
"Goyal Hospital, Paschim Vihar",24,24,0,Private,2021-05-10-23-08,7,7,0,,,,,,,7,7,0,0,4
GTB Hospital,750,658,92,Delhi Government,2021-05-10-23-26,272,272,0,,,,128,128,0,400,400,0,0,12
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-10-14-51,6,6,0,,,,,,,6,6,0,0,8
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,42,156,Delhi Government,2021-05-10-23-06,,,,,,,,,,,,,2,0
"HAHC Hospital, Hamdard Nagar",376,86,290,Private,2021-05-11-01-01,15,15,0,6,1,5,10,10,0,25,25,0,0,6
HANDA NURSING HOME,12,6,6,Private,2021-05-10-17-31,,,,,,,,,,,,,1,23
Hardik Hospital,10,4,6,Private,2021-05-10-16-03,,,,,,,,,,,,,1,6
Highland Care Multispeciality Hospital,30,17,13,Private,2021-05-10-21-11,3,3,0,,,,2,2,0,5,5,0,0,10
Hira’s Multispeciality Hospital,15,3,12,Private,2021-05-10-13-01,,,,,,,,,,,,,0,2
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-10-22-51,10,10,0,18,18,0,44,44,0,54,54,0,,
"IBS Hospital, Lajpat Nagar",39,39,0,Private,2021-05-11-01-49,10,10,0,,,,3,3,0,13,13,0,0,7
"Indian spinal injury centre,Vasant Kunj",178,178,0,Private,2021-05-10-23-24,10,10,0,12,2,10,4,4,0,14,14,0,0,3
"Indira Gandhi Hospital, Dwarka",30,0,30,Delhi Government,2021-05-10-20-45,,,,,,,,,,,,,1,23
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-11-02-15,88,88,0,65,65,0,12,12,0,100,100,0,0,21
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-10-10-49,5,5,0,,,,2,2,0,7,7,0,0,2
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-10-20-32,5,5,0,,,,,,,5,5,0,0,10
"Jain Hospital, Vikas Marg Extn.",42,38,4,Private,2021-05-10-23-53,13,13,0,2,2,0,,,,13,13,0,0,10
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-11-01-46,59,59,0,10,10,0,6,6,0,65,65,0,0,16
Janakpuri Super Speciality Hospital Society,34,34,0,Delhi Government,2021-05-10-21-31,18,18,0,,,,,,,18,18,0,1,3
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,45,15,Private,2021-05-11-01-40,8,8,0,,,,2,2,0,10,10,0,0,10
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-11-01-32,28,28,0,6,6,0,8,8,0,36,36,0,0,12
"Jeewan Moti Khera Hospital, Nangloi",30,11,19,Private,2021-05-10-20-06,4,4,0,,,,1,1,0,5,5,0,1,23
"Jeewan Nursing Home, Pusa Road",37,35,2,Private,2021-05-11-00-26,7,7,0,7,7,0,,,,7,7,0,0,6
Jyoti Nursing Home,22,13,9,Private,2021-05-11-01-35,,,,,,,,,,,,,1,14
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-10-10-56,,,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,25,5,Private,2021-05-10-18-55,,,,6,0,6,,,,,,,0,15
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-10-22-06,29,29,0,29,29,0,3,3,0,32,32,0,0,12
Kalyani Hospital,35,35,0,Private,2021-05-10-17-44,8,8,0,,,,1,1,0,9,9,0,2,0
"Kapil Multispecialty Hospital, Nathupura",40,34,6,Private,2021-05-10-22-35,3,3,0,,,,1,1,0,4,4,0,1,0
Khandelwal Hospital And Urology Center,30,23,7,Private,2021-05-11-01-01,6,6,0,,,,,,,6,6,0,0,7
khanna hospital,50,26,24,Private,2021-05-10-11-28,7,7,0,,,,1,1,0,8,8,0,0,3
"Konark Hospital, Nangloi",43,26,17,Private,2021-05-10-18-04,,,,16,16,0,,,,,,,1,4
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,24,2,Private,2021-05-11-00-46,6,6,0,,,,,,,6,6,0,0,5
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,70,26,Private,2021-05-10-18-34,26,26,0,10,10,0,,,,26,26,0,0,12
"Kukreja Hospital, Mayur Vihar",27,16,11,Private,2021-05-11-00-52,5,4,1,,,,,,,5,4,1,0,7
"Lalita Hospital, Begumpur",40,39,1,Private,2021-05-10-16-08,3,3,0,,,,1,1,0,4,4,0,,
LHMC,370,331,39,Central Government,2021-05-10-21-29,34,34,0,27,22,5,16,16,0,50,50,0,1,0
Life RAYS HOSPITAL,12,4,8,Private,2021-05-10-13-28,,,,,,,,,,,,,2,20
Lifeline Hospital,50,34,16,Private,2021-05-10-15-51,5,3,2,,,,2,1,1,7,4,3,0,12
Lok Nayak Hospital,1500,1072,428,Delhi Government,2021-05-11-01-27,250,250,0,,,,250,250,0,500,500,0,0,11
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,30,41,Private,2021-05-10-08-52,24,19,5,26,14,12,2,2,0,26,21,5,0,2
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-05-10-10-12,24,24,0,6,0,6,6,6,0,30,30,0,1,4
"Maharaja Agarsain Multispecialty Hospital, Narela",35,26,9,Private,2021-05-10-19-46,4,4,0,,,,,,,4,4,0,2,5
"Maharaja Agrasen Hospital, Dwarka",47,47,0,Private,2021-05-10-20-41,,,,4,4,0,12,12,0,12,12,0,0,16
"Maharaja Agrasen Hospital, Punjabi Bagh",250,250,0,Private,2021-05-11-02-00,64,64,0,20,20,0,8,8,0,72,72,0,1,11
Makkar Multispeciality Hospital,44,39,5,Private,2021-05-10-19-00,11,11,0,,,,,,,11,11,0,,
Malik Radix Hospital,47,47,0,Private,2021-05-10-18-35,13,13,0,,,,1,1,0,14,14,0,1,0
"MANIPAL HOSPITAL, DWARKA",254,254,0,Private,2021-05-10-20-45,26,26,0,20,20,0,14,14,0,40,40,0,0,12
"Mansaram Hospital, Nangloi",42,19,23,Private,2021-05-10-18-20,9,9,0,,,,1,1,0,10,10,0,1,8
"Mata Chanan Devi Hospital, Janakpuri",200,168,32,Private,2021-05-10-21-30,39,39,0,,,,9,9,0,48,48,0,0,22
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-10-09-31,9,9,0,,,,7,7,0,16,16,0,0,5
Max East/West Block,255,215,40,Private,2021-05-10-22-27,33,33,0,10,10,0,15,15,0,48,48,0,0,8
"Max Smart Gujarmal Modi hospital ,Saket",250,238,12,Private,2021-05-10-17-26,,,,,,,50,50,0,50,50,0,0,16
"MAX SS HOSPITAL, PATPARGANJ",346,324,22,Private,2021-05-10-09-43,100,100,0,18,18,0,40,40,0,140,140,0,0,10
"Max SS Hospital, Shalimar Bagh",280,280,0,Private,2021-05-11-02-03,62,62,0,,,,30,30,0,92,92,0,1,8
"Medeor Hospital, Qutab Instl. Area",55,45,10,Private,2021-05-11-01-29,8,8,0,8,3,5,4,4,0,12,12,0,0,22
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-10-18-23,13,13,0,,,,1,1,0,14,14,0,0,4
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-10-21-16,14,14,0,,,,,,,14,14,0,0,18
"Metro Hospital, Preet Vihar",110,102,8,Private,2021-05-10-23-32,18,18,0,16,16,0,4,4,0,22,22,0,3,4
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-11-01-14,27,27,0,,,,7,7,0,34,34,0,0,7
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",135,132,3,Private,2021-05-10-15-41,18,18,0,9,9,0,12,12,0,30,30,0,0,3
"National Heart Institute, East of Kailash",95,95,0,Private,2021-05-11-02-00,25,25,0,10,7,3,7,7,0,32,32,0,0,2
National Institute of TB and Respiratory Diseases (LRS TB),77,50,27,Central Government,2021-05-10-11-58,,,,6,2,4,,,,,,,3,0
"Navjeevan Hospital, Pitampura",90,90,0,Private,2021-05-10-17-00,6,6,0,,,,4,4,0,10,10,0,0,5
Nestiva Hospital,20,18,2,Private,2021-05-10-16-56,2,2,0,,,,2,2,0,4,4,0,0,10
Nidaan Hospital,20,17,3,Private,2021-05-11-00-33,5,5,0,7,0,7,2,2,0,7,7,0,0,23
Nijhara Hospital,6,6,0,Private,2021-05-10-18-44,,,,,,,,,,,,,0,5
Nirmala Hospital,23,23,0,Private,2021-05-11-00-53,2,2,0,,,,1,1,0,3,3,0,1,4
"NKS Hospital, Gulabi Bagh",82,34,48,Private,2021-05-11-00-20,38,23,15,,,,2,2,0,40,25,15,0,4
Northern Railway,200,189,11,Central Government,2021-05-10-17-55,,,,12,12,0,18,18,0,18,18,0,0,12
Oncoplus Hospital,40,40,0,Private,2021-05-10-18-15,15,15,0,,,,5,5,0,20,20,0,0,3
"Panchsheel Hospital, Yamuna Vihar",32,28,4,Private,2021-05-11-01-40,8,8,0,,,,,,,8,8,0,0,6
"Park Hospital, Meera Bagh",110,64,46,Private,2021-05-10-22-24,35,35,0,10,10,0,5,5,0,40,40,0,0,14
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-10-10-29,1,1,0,,,,,,,1,1,0,,
Patel Hospital,10,6,4,Private,2021-05-10-15-32,,,,,,,,,,,,,0,4
"PGH Hospital, Vikas Nagar",44,14,30,Private,2021-05-10-17-55,6,6,0,2,0,2,1,1,0,7,7,0,0,11
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-10-15-51,59,59,0,21,13,8,2,2,0,61,61,0,0,15
Pt.RRM Hospital,15,11,4,Private,2021-05-10-16-38,1,1,0,,,,1,1,0,2,2,0,1,18
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,33,2,Private,2021-05-10-21-28,9,9,0,5,4,1,1,1,0,10,10,0,0,10
"Pushpawati Singhania Hospital, Saket",168,148,20,Private,2021-05-10-23-51,28,28,0,9,9,0,10,10,0,38,38,0,0,19
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,84,16,Central Government,2021-05-10-10-56,,,,,,,,,,,,,0,10
Rajeev Gandhi Super Speciality Hospital,375,326,49,Delhi Government,2021-05-11-02-03,125,125,0,,,,200,200,0,325,325,0,0,8
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,230,0,Private,2021-05-10-17-26,35,35,0,11,11,0,5,5,0,40,40,0,0,18
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,6,9,Private,2021-05-10-18-52,3,2,1,,,,,,,3,2,1,1,23
Ram Manohar Lohia Hospital,323,286,37,Central Government,2021-05-10-18-17,,,,,,,28,28,0,28,28,0,0,23
"Rathi Hospital, Najafgarh",80,63,17,Private,2021-05-11-02-06,19,19,0,,,,6,6,0,25,25,0,0,10
Rescue Hospital,38,38,0,Private,2021-05-10-22-02,18,18,0,4,3,1,,,,18,18,0,0,14
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-10-18-29,14,14,0,2,2,0,1,1,0,15,15,0,0,4
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-10-18-02,17,17,0,15,15,0,1,1,0,18,18,0,2,23
ROSEWOOD HOSPITAL,25,21,4,Private,2021-05-10-17-38,4,4,0,,,,,,,4,4,0,0,12
Royal Kalindi Hospital,26,24,2,Private,2021-05-10-20-13,3,3,0,,,,1,1,0,4,4,0,0,7
RS Grover Memorial Hospital,24,11,13,Private,2021-05-10-15-17,4,4,0,,,,,,,4,4,0,0,6
Safdarjung Hospital,391,294,97,Central Government,2021-05-10-09-15,,,,,,,80,80,0,80,80,0,0,21
Sai Charitable Dispensary,25,12,13,Private,2021-05-10-17-19,,,,,,,,,,,,,0,8
SAMA HOSPITAL,32,32,0,Private,2021-05-10-08-59,,,,,,,4,4,0,4,4,0,0,15
"Samar Hospital, Dwarka",30,30,0,Private,2021-05-10-08-46,5,5,0,,,,1,1,0,6,6,0,,
Sanjay Gandhi Memorial Hospital,150,109,41,Delhi Government,2021-05-11-00-02,10,10,0,6,2,4,10,10,0,20,20,0,0,6
"Sanjeevan Medical Res. , Daryaganj",40,20,20,Private,2021-05-11-01-24,,,,,,,4,4,0,4,4,0,1,15
"Sant Parmanand Hospital, Civil Lines",60,55,5,Private,2021-05-10-16-00,15,15,0,6,0,6,,,,15,15,0,0,15
Sant Soham Hospital,15,12,3,Private,2021-05-10-07-22,,,,,,,,,,,,,0,8
"Santom Hospital, Prashant Vihar",105,97,8,Private,2021-05-10-12-23,42,42,0,,,,8,8,0,50,50,0,0,8
Sardar Vallabhbhai Patel Covid hospital (DRDO),500,451,49,Central Government,2021-05-10-19-25,,,,,,,128,128,0,128,128,0,1,10
Saroj Super Speciality Hospital,150,150,0,Private,2021-05-10-20-27,43,43,0,,,,20,20,0,63,63,0,0,21
SATYA MULTISPECIALITY HOSPITAL,18,13,5,Private,2021-05-10-18-34,3,3,0,,,,,,,3,3,0,0,18
"Satyabhama Hospital, Nangloi",42,41,1,Private,2021-05-10-23-23,29,29,0,5,5,0,3,3,0,32,32,0,0,5
Satyawati Harishchand Hsopital,200,147,53,Delhi Government,2021-05-10-22-04,12,12,0,,,,3,3,0,15,15,0,0,10
Savitri Hospital,25,25,0,Private,2021-05-10-16-47,13,13,0,,,,,,,13,13,0,0,10
SCI International Hospital,12,12,0,Private,2021-05-10-14-58,,,,,,,,,,,,,1,0
"Sehgal Neo Hospital, Paschim Vihar",85,85,0,Private,2021-05-11-02-03,13,13,0,,,,,,,13,13,0,0,4
"Shakuntala Nursing Home, West Sagarpur",30,25,5,Private,2021-05-10-17-39,5,5,0,,,,,,,5,5,0,,
"Shanti Mukand Hospital, Vikas Marg Extn.",110,110,0,Private,2021-05-10-22-53,19,19,0,25,17,8,5,5,0,24,24,0,0,2
"Shree Agarsain International Hospital, Rohini- 22",206,206,0,Private,2021-05-10-15-04,57,57,0,16,16,0,15,15,0,72,72,0,2,11
Shree Hospital,20,15,5,Private,2021-05-11-01-50,,,,,,,,,,,,,1,8
"Shri Ram Singh Hospital, Krishna Nagar",20,17,3,Private,2021-05-10-22-02,7,7,0,,,,,,,7,7,0,0,18
Shrine Hospital,11,9,2,Private,2021-05-10-10-49,3,3,0,,,,,,,3,3,0,0,12
SINGHAL HOSPITAL,27,11,16,Private,2021-05-10-11-17,7,5,2,,,,,,,7,5,2,0,1
Singhal Medical  Centre,20,17,3,Private,2021-05-10-20-51,,,,,,,,,,,,,1,4
Sir Ganga Ram City Hospital,96,84,12,Private,2021-05-10-19-56,1,1,0,,,,15,15,0,16,16,0,0,12
Sir Ganga Ram Hospital,584,584,0,Private,2021-05-10-19-20,83,83,0,95,45,50,74,74,0,157,157,0,0,1
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",41,41,0,Private,2021-05-10-23-26,9,9,0,1,1,0,,,,9,9,0,1,2
"SMS Hospital, Gagan Vihar",36,16,20,Private,2021-05-10-17-24,4,4,0,,,,1,1,0,5,5,0,0,9
"Sri Balaji Action Medical Inst., Paschim Vihar",255,255,0,Private,2021-05-10-17-04,97,97,0,30,30,0,8,8,0,105,105,0,0,22
"St. Stephens Hospital, Tis Hazari",336,269,67,Private,2021-05-11-02-24,24,24,0,8,8,0,8,8,0,32,32,0,0,6
Sunrise Hospital,14,8,6,Private,2021-05-10-17-43,,,,,,,,,,,,,,
"Surya Hospital, Krishna Nagar",40,32,8,Private,2021-05-11-00-28,5,5,0,5,0,5,,,,5,5,0,0,7
SURYA KIRAN HOSPITAL,40,25,15,Private,2021-05-10-22-26,9,9,0,5,5,0,1,1,0,10,10,0,0,7
Sushila Hospial,50,50,0,Private,2021-05-10-22-50,10,10,0,,,,,,,10,10,0,0,10
Swami Dayanand,70,67,3,Central Government,2021-05-10-15-53,,,,,,,,,,,,,1,14
"Tarak Hospital, Uttam Nagar",72,67,5,Private,2021-05-10-19-14,25,25,0,6,6,0,5,5,0,30,30,0,0,4
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-10-22-10,14,14,0,23,5,18,2,2,0,16,16,0,1,12
Triton Hospital,10,10,0,Private,2021-05-10-08-08,,,,12,8,4,,,,,,,0,8
Tulsi Multispeciality Hospital & Critical Care Unit,40,10,30,Private,2021-05-10-18-19,1,1,0,,,,1,1,0,2,2,0,0,9
TYAGI NURSING HOME,15,15,0,Private,2021-05-10-16-25,7,7,0,2,2,0,3,3,0,10,10,0,1,22
"Universal Centre of Health services, Kalkaji",35,28,7,Private,2021-05-10-17-41,,,,,,,,,,,,,1,23
"Venkateshwar Hospital, Dwarka",245,245,0,Private,2021-05-10-17-33,48,48,0,,,,8,8,0,56,56,0,0,6
"Vikas Hospital, Najafgarh",40,36,4,Private,2021-05-10-19-43,8,8,0,,,,3,3,0,11,11,0,0,14
VIMHANS,180,165,15,Private,2021-05-10-20-21,82,82,0,,,,48,48,0,130,130,0,0,7
World Brain Center Hospital,45,20,25,Private,2021-05-10-18-42,11,11,0,,,,,,,11,11,0,0,12
All,22875,19589,3286,,2021-05-11-02-34,3779,3745,34,1018,764,254,2056,2051,5,5835,5796,39,,
