name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,58,2,Private,2021-04-22-18-01,8,8,0,,,,2,2,0,10,10,0
"Jeewan Mala Hospital, Rohtak Road",40,40,0,Private,2021-04-22-14-37,1,1,0,,,,2,2,0,3,3,0
"Jeewan Moti Khera Hospital, Nangloi",30,17,13,Private,2021-04-22-18-12,3,3,0,,,,1,1,0,4,4,0
"Jeewan Nursing Home, Pusa Road",37,37,0,Private,2021-04-22-20-37,7,7,0,7,7,0,,,,7,7,0
K K Surgical & Maternity Centre,40,0,40,Private,2021-04-22-09-22,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,25,5,Private,2021-04-22-20-55,,,,6,5,1,,,,,,
"Kalra Hospital, Kirti Nagar",143,93,50,Private,2021-04-22-16-58,29,29,0,29,29,0,3,3,0,32,32,0
"Kapil Multispecialty Hospital, Nathupura",43,43,0,Private,2021-04-22-21-55,3,3,0,,,,1,1,0,4,4,0
Khandelwal Hospital And Urology Center,30,28,2,Private,2021-04-22-17-26,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,41,2,Private,2021-04-22-14-04,,,,16,15,1,1,1,0,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",34,34,0,Private,2021-04-22-08-22,10,10,0,,,,,,,10,10,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",146,90,56,Private,2021-04-22-17-31,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",26,26,0,Private,2021-04-22-19-17,5,5,0,,,,,,,5,5,0
"Lalita Hospital, Begumpur",30,30,0,Private,2021-04-19-03-48,3,3,0,,,,1,1,0,4,4,0
LHMC,230,215,15,Central Government,2021-04-22-10-16,10,10,0,27,24,3,16,16,0,26,26,0
Lok Nayak Hospital,1500,1500,0,Delhi Government,2021-04-22-18-15,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-04-22-16-41,24,13,11,26,14,12,2,2,0,26,15,11
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-04-22-21-07,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",40,33,7,Private,2021-04-22-22-19,3,3,0,1,0,1,1,1,0,4,4,0
"Maharaja Agrasen Hospital, Dwarka",35,35,0,Private,2021-04-22-09-35,10,10,0,3,3,0,2,2,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",350,264,86,Private,2021-04-22-23-09,64,64,0,20,20,0,8,8,0,72,72,0
Malik Radix Hospital,47,47,0,Private,2021-04-22-17-51,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",232,232,0,Private,2021-04-22-17-21,17,17,0,33,33,0,10,10,0,27,27,0
"Mansaram Hospital, Nangloi",42,42,0,Private,2021-04-22-10-30,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,200,0,Private,2021-04-22-17-10,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",55,55,0,Private,2021-04-22-09-05,14,14,0,,,,2,2,0,16,16,0
Max East/West Block,255,215,40,Private,2021-04-22-17-44,40,40,0,12,12,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",370,281,89,Private,2021-04-22-08-20,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",276,276,0,Private,2021-04-22-20-59,62,62,0,18,18,0,10,10,0,72,72,0
"Max SS Hospital, Shalimar Bagh",242,242,0,Private,2021-04-22-17-07,76,76,0,,,,15,15,0,91,91,0
"Medeor Hospital, Qutab Instl. Area",55,46,9,Private,2021-04-22-21-04,8,8,0,8,3,5,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-04-22-16-30,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-04-22-18-31,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",160,114,46,Private,2021-04-22-17-14,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",62,62,0,Private,2021-04-22-17-00,27,27,0,9,5,4,3,3,0,30,30,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",180,139,41,Private,2021-04-22-17-17,14,14,0,9,9,0,2,2,0,16,16,0
"National Heart Institute, East of Kailash",75,75,0,Private,2021-04-22-22-30,25,25,0,14,14,0,2,2,0,27,27,0
"Navjeevan Hospital, Pitampura",80,80,0,Private,2021-04-22-17-42,8,8,0,,,,1,1,0,9,9,0
"NKS Hospital, Gulabi Bagh",93,93,0,Private,2021-04-22-20-00,45,45,0,,,,4,4,0,49,49,0
Northern Railway,158,155,3,Central Government,2021-04-22-17-45,,,,12,12,0,14,14,0,14,14,0
"Panchsheel Hospital, Yamuna Vihar",32,32,0,Private,2021-04-22-16-56,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,97,13,Private,2021-04-22-22-26,35,35,0,10,10,0,5,5,0,40,40,0
"PGH Hospital, Vikas Nagar",44,17,27,Private,2021-04-22-12-36,5,5,0,2,0,2,2,2,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-04-22-17-29,34,34,0,31,13,18,2,2,0,36,36,0
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-04-22-20-09,9,9,0,5,5,0,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",292,178,114,Private,2021-04-22-16-44,29,29,0,9,7,2,9,9,0,38,38,0
Rajeev Gandhi Super Speciality Hospital,500,470,30,Delhi Government,2021-04-22-23-36,250,250,0,,,,200,200,0,450,450,0
"Rajiv Gandhi Cancer Institute & RC, Rohini*",212,212,0,Private,2021-04-22-16-42,35,35,0,11,11,0,5,5,0,40,40,0
Ram Manohar Lohia Hospital,233,232,1,Central Government,2021-04-22-21-47,,,,,,,28,28,0,28,28,0
"Rathi Hospital, Najafgarh",64,64,0,Private,2021-04-22-19-22,,,,,,,2,2,0,2,2,0
"Revive Hospital,tilak nagar",28,28,0,Private,2021-04-22-13-01,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC Metro Hospital, Naraina",70,68,2,Private,2021-04-22-22-34,17,17,0,15,15,0,1,1,0,18,18,0
Safdarjung Hospital,219,217,2,Central Government,2021-04-22-16-37,,,,,,,65,65,0,65,65,0
"Samar Hospital, Dwarka",30,30,0,Private,2021-04-22-15-41,5,5,0,,,,1,1,0,6,6,0
Sanjay Gandhi Memorial Hospital,100,100,0,Delhi Government,2021-04-22-21-36,10,10,0,6,4,2,10,10,0,20,20,0
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-04-22-07-27,4,4,0,,,,,,,4,4,0
"Sant Parmanand Hospital, Civil Lines",78,73,5,Private,2021-04-22-12-22,15,15,0,6,1,5,,,,15,15,0
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-04-22-06-55,20,20,0,,,,8,8,0,28,28,0
Sardar Patel Covid Army  hospital,250,250,0,Central Government,2021-04-21-23-09,,,,,,,50,50,0,50,50,0
Saroj Super Speciality Hospital,140,128,12,Private,2021-04-22-17-23,41,41,0,,,,12,12,0,53,53,0
SATYA MULTISPECIALITY HOSPITAL,16,16,0,Private,2021-04-21-12-03,3,3,0,,,,,,,3,3,0
"Satyabhama Hospital, Nangloi",42,42,0,Private,2021-04-22-17-16,31,31,0,5,4,1,3,3,0,34,34,0
Satyawati Harishchand Hsopital,350,206,144,Delhi Government,2021-04-22-21-02,12,12,0,,,,3,3,0,15,15,0
Savitri Hospital,25,25,0,Private,2021-04-22-09-33,12,12,0,,,,1,1,0,13,13,0
"Sehgal Neo Hospital, Paschim Vihar",130,129,1,Private,2021-04-22-19-22,10,10,0,,,,,,,10,10,0
"Shakuntala Nursing Home, West Sagarpur",26,26,0,Private,2021-04-22-09-15,5,5,0,,,,,,,5,5,0
"Shanti Mukand Hospital, Vikas Marg Extn.",105,105,0,Private,2021-04-22-07-03,19,19,0,19,19,0,5,5,0,24,24,0
"Shree Agarsain International Hospital, Rohini- 22",210,210,0,Private,2021-04-22-16-22,61,61,0,16,8,8,15,15,0,76,76,0
"Shri Ram Singh Hospital, Krishna Nagar",52,52,0,Private,2021-04-21-09-20,7,7,0,,,,,,,7,7,0
Sir Ganga Ram City Hospital,96,87,9,Private,2021-04-22-17-48,1,1,0,,,,10,10,0,11,11,0
Sir Ganga Ram Hospital,519,519,0,Private,2021-04-22-17-52,100,100,0,108,73,35,42,42,0,142,142,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",25,25,0,Private,2021-04-22-07-11,6,6,0,,,,,,,6,6,0
"SMS Hospital, Gagan Vihar",36,25,11,Private,2021-04-22-10-31,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",260,221,39,Private,2021-04-22-18-04,76,76,0,58,36,22,5,5,0,81,81,0
"St. Stephens Hospital, Tis Hazari",312,282,30,Private,2021-04-22-22-36,24,24,0,8,8,0,8,8,0,32,32,0
"Surya Hospital, Krishna Nagar",40,35,5,Private,2021-04-22-22-22,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,60,21,39,Private,2021-04-22-16-35,8,8,0,5,5,0,2,2,0,10,10,0
Sushila Hospial,50,50,0,Private,2021-04-22-22-02,10,10,0,,,,,,,10,10,0
Swami Dayanand,55,55,0,Central Government,2021-04-22-21-04,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",67,67,0,Private,2021-04-22-18-24,21,21,0,9,8,1,4,4,0,25,25,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-04-22-18-23,14,14,0,30,5,25,2,2,0,16,16,0
Tulsi Multispeciality Hospital & Critical Care Unit,40,19,21,Private,2021-04-22-18-08,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",44,44,0,Private,2021-04-22-15-33,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",290,245,45,Private,2021-04-22-17-35,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",50,50,0,Private,2021-04-22-13-21,8,8,0,,,,3,3,0,11,11,0
VIMHANS,100,75,25,Private,2021-04-22-16-56,10,10,0,,,,20,20,0,30,30,0
World Brain Center Hospital,45,45,0,Private,2021-04-22-20-31,8,8,0,,,,3,3,0,11,11,0
All,20434,18259,2175,,"11:41 PM, 22 April 2021",3204,3193,11,1148,887,261,1458,1454,4,4662,4647,15
