name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
"Bensups Hospital, Dwarka",40,32,8,Private,2021-05-07-08-02,12,12,0,,,,3,3,0,15,15,0
BH SALVAS HOSPITAL,40,16,24,Private,2021-05-07-10-56,7,7,0,5,0,5,1,1,0,8,8,0
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-07-07-24,23,23,0,,,,5,5,0,28,28,0
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-05-07-12-53,10,10,0,,,,1,1,0,11,11,0
"Bhagwati Hospital, Rohini",105,83,22,Private,2021-05-07-09-05,13,13,0,,,,2,2,0,15,15,0
"Bhatia Global Hospital, Paschim Vihar",36,35,1,Private,2021-05-07-13-23,8,8,0,,,,,,,8,8,0
Bimla Devi Hospital,27,23,4,Private,2021-05-07-10-23,,,,6,3,3,,,,,,
"BLK Hospital, Pusa Road",270,205,65,Private,2021-05-07-12-20,68,68,0,69,49,20,7,7,0,75,75,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-05-07-10-20,10,10,0,,,,1,1,0,11,11,0
Burari Hospital,370,320,50,Delhi Government,2021-05-07-12-39,40,40,0,,,,30,30,0,70,70,0
C M PATEL HOSPITAL,15,11,4,Private,2021-05-06-18-12,,,,,,,,,,,,
CBR Hospital,25,18,7,Private,2021-05-07-13-15,2,2,0,,,,1,1,0,3,3,0
"CD Global Hospital, Najafgarh Road",40,18,22,Private,2021-05-07-14-09,8,8,0,,,,1,1,0,9,9,0
Cronus Multi speciality Hospital,12,12,0,Private,2021-05-07-11-51,2,2,0,,,,,,,2,2,0
"Cygnus MLS, Rama Vihar",66,66,0,Private,2021-05-07-10-32,13,13,0,,,,5,5,0,18,18,0
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-07-14-05,26,26,0,,,,5,5,0,31,31,0
Deen Dayal Upadhyay hospital,400,352,48,Delhi Government,2021-05-07-13-00,130,130,0,33,22,11,50,50,0,180,180,0
Deep Chand Bandhu,230,230,0,Delhi Government,2021-05-07-13-58,67,67,0,,,,14,14,0,81,81,0
Delhi global hospital,14,4,10,Private,2021-05-07-12-40,,,,,,,,,,,,
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-07-14-13,24,24,0,12,12,0,3,3,0,27,27,0
Delhi multi speciality hospital,11,3,8,Private,2021-05-07-05-42,,,,,,,,,,,,
"Dharamshila Narayana Hosp., Vasundhra Enclave",110,107,3,Private,2021-05-07-10-07,11,11,0,23,7,16,3,3,0,14,14,0
"Dharamvir Solanki Hospital, Rohini",18,18,0,Private,2021-05-07-09-16,9,9,0,,,,1,1,0,10,10,0
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,90,0,Private,2021-05-07-14-32,10,10,0,,,,2,2,0,12,12,0
Dr Baba Saheb Ambedkar Hospital,370,370,0,Delhi Government,2021-05-07-14-15,150,150,0,,,,50,50,0,200,200,0
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-06-11-35,5,5,0,,,,1,1,0,6,6,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,32,4,Private,2021-05-07-13-02,,,,,,,,,,,,
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-05-07-12-39,10,10,0,,,,,,,10,10,0
Ekansh Hospital,8,4,4,Private,2021-05-06-15-12,,,,,,,,,,,,
ESIC Hospital Jhilmil,55,53,2,Central Government,2021-05-07-12-37,,,,,,,5,5,0,5,5,0
ESIC hospital Okhla,233,164,69,Central Government,2021-05-07-12-48,,,,,,,10,10,0,10,10,0
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-07-12-25,55,55,0,16,11,5,5,5,0,60,60,0
"Fortis Hospital, Shalimar Bagh",230,225,5,Private,2021-05-07-11-47,33,33,0,8,8,0,27,27,0,60,60,0
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-05-07-08-32,8,8,0,,,,12,12,0,20,20,0
"Gandhi Nursing Home, Uttam Nagar",97,97,0,Private,2021-05-07-08-52,35,35,0,8,6,2,1,1,0,36,36,0
"Garg Hospital, Karkardooma",36,20,16,Private,2021-05-07-14-15,4,1,3,,,,,,,4,1,3
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-07-12-00,12,12,0,8,8,0,5,5,0,17,17,0
"Goyal Hospital, Paschim Vihar",24,24,0,Private,2021-05-07-11-58,7,7,0,,,,,,,7,7,0
GTB Hospital,750,710,40,Delhi Government,2021-05-07-14-24,272,272,0,,,,128,128,0,400,400,0
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-07-09-49,6,6,0,,,,,,,6,6,0
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,37,161,Delhi Government,2021-05-07-12-49,,,,,,,,,,,,
"HAHC Hospital, Hamdard Nagar",376,90,286,Private,2021-05-07-11-47,21,21,0,6,2,4,8,8,0,29,29,0
HANDA NURSING HOME,12,12,0,Private,2021-05-07-14-17,,,,,,,,,,,,
Hardik Hospital,10,6,4,Private,2021-05-05-12-04,4,4,0,,,,,,,4,4,0
Highland Care Multispeciality Hospital,30,21,9,Private,2021-05-07-09-50,5,5,0,,,,1,1,0,6,6,0
Hira’s Multispeciality Hospital,15,2,13,Private,2021-05-06-11-40,,,,,,,,,,,,
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-07-12-40,10,10,0,18,18,0,44,44,0,54,54,0
"IBS Hospital, Lajpat Nagar",34,34,0,Private,2021-05-07-13-12,10,10,0,,,,3,3,0,13,13,0
"Indian spinal injury centre,Vasant Kunj",160,160,0,Private,2021-05-07-12-33,10,10,0,9,3,6,4,4,0,14,14,0
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-07-14-34,88,88,0,81,81,0,12,12,0,100,100,0
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-07-11-47,5,5,0,,,,2,2,0,7,7,0
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-07-13-57,5,5,0,,,,,,,5,5,0
"Jain Hospital, Vikas Marg Extn.",42,38,4,Private,2021-05-07-12-33,13,13,0,2,2,0,,,,13,13,0
"Jaipur Golden Hospital, Rohini",220,217,3,Private,2021-05-07-13-14,59,59,0,10,10,0,6,6,0,65,65,0
Janakpuri Super Speciality Hospital Society,18,18,0,Delhi Government,2021-05-07-12-39,18,18,0,,,,,,,18,18,0
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",50,48,2,Private,2021-05-07-08-02,8,8,0,,,,2,2,0,10,10,0
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-07-13-05,12,12,0,4,4,0,8,8,0,20,20,0
"Jeewan Moti Khera Hospital, Nangloi",30,12,18,Private,2021-05-07-13-27,3,3,0,,,,1,1,0,4,4,0
"Jeewan Nursing Home, Pusa Road",37,35,2,Private,2021-05-07-11-53,7,7,0,7,7,0,,,,7,7,0
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-07-10-36,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,25,5,Private,2021-05-07-10-33,,,,6,0,6,,,,,,
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-07-11-57,29,29,0,29,29,0,3,3,0,32,32,0
Kalyani Hospital,35,35,0,Private,2021-05-07-10-44,8,8,0,,,,1,1,0,9,9,0
"Kapil Multispecialty Hospital, Nathupura",33,30,3,Private,2021-05-07-12-56,3,3,0,,,,1,1,0,4,4,0
Khandelwal Hospital And Urology Center,30,27,3,Private,2021-05-07-13-35,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,22,21,Private,2021-05-07-10-35,,,,16,16,0,,,,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,26,0,Private,2021-05-07-12-51,6,6,0,,,,,,,6,6,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,78,18,Private,2021-05-07-13-39,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",27,22,5,Private,2021-05-06-19-13,5,5,0,,,,,,,5,5,0
"Lalita Hospital, Begumpur",40,40,0,Private,2021-05-06-18-13,3,3,0,,,,1,1,0,4,4,0
LHMC,370,338,32,Central Government,2021-05-07-09-56,34,34,0,27,23,4,16,16,0,50,50,0
Lok Nayak Hospital,1500,1400,100,Delhi Government,2021-05-07-12-11,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-05-07-12-27,24,18,6,26,14,12,2,2,0,26,20,6
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-05-07-09-27,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",30,28,2,Private,2021-05-07-12-58,4,4,0,,,,,,,4,4,0
"Maharaja Agrasen Hospital, Dwarka",47,47,0,Private,2021-05-07-11-11,,,,3,3,0,12,12,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",220,210,10,Private,2021-05-07-14-24,56,56,0,20,20,0,8,8,0,64,64,0
Makkar Multispeciality Hospital,44,43,1,Private,2021-05-07-10-09,11,11,0,,,,,,,11,11,0
Malik Radix Hospital,47,47,0,Private,2021-05-07-12-28,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",221,221,0,Private,2021-05-07-14-30,26,26,0,20,20,0,14,14,0,40,40,0
"Mansaram Hospital, Nangloi",42,28,14,Private,2021-05-07-12-56,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,196,4,Private,2021-05-07-09-54,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-07-10-42,9,9,0,,,,7,7,0,16,16,0
Max East/West Block,255,216,39,Private,2021-05-07-12-06,40,40,0,10,10,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",250,238,12,Private,2021-05-07-11-26,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",346,321,25,Private,2021-05-07-09-43,100,100,0,18,18,0,40,40,0,140,140,0
"Max SS Hospital, Shalimar Bagh",280,280,0,Private,2021-05-07-10-07,62,62,0,,,,30,30,0,92,92,0
"Medeor Hospital, Qutab Instl. Area",55,38,17,Private,2021-05-07-12-40,8,8,0,8,2,6,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-07-12-53,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-07-14-17,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",110,110,0,Private,2021-05-07-07-53,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",88,87,1,Private,2021-05-07-13-49,27,27,0,,,,7,7,0,34,34,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",129,129,0,Private,2021-05-07-10-40,18,18,0,9,9,0,12,12,0,30,30,0
"National Heart Institute, East of Kailash",98,98,0,Private,2021-05-07-12-38,25,25,0,10,6,4,7,7,0,32,32,0
National Institute of TB and Respiratory Diseases (LBS TB),77,47,30,Central Government,2021-05-06-20-43,,,,6,1,5,,,,,,
"Navjeevan Hospital, Pitampura",90,90,0,Private,2021-05-07-08-52,6,6,0,,,,4,4,0,10,10,0
Nestiva Hospital,20,20,0,Private,2021-05-07-10-19,2,2,0,,,,2,2,0,4,4,0
Nidaan Hospital,20,19,1,Private,2021-05-07-12-33,5,5,0,,,,2,2,0,7,7,0
Nirmala Hospital,23,23,0,Private,2021-05-07-11-10,2,2,0,,,,1,1,0,3,3,0
"NKS Hospital, Gulabi Bagh",82,47,35,Private,2021-05-07-13-01,38,28,10,,,,2,2,0,40,30,10
Northern Railway,200,200,0,Central Government,2021-05-07-09-42,,,,12,12,0,18,18,0,18,18,0
Oncoplus Hospital,40,40,0,Private,2021-05-07-12-10,15,15,0,,,,5,5,0,20,20,0
"Panchsheel Hospital, Yamuna Vihar",32,18,14,Private,2021-05-07-13-31,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,62,48,Private,2021-05-07-13-30,35,35,0,10,10,0,5,5,0,40,40,0
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-07-10-27,1,1,0,,,,,,,1,1,0
"PGH Hospital, Vikas Nagar",44,15,29,Private,2021-05-07-12-06,6,6,0,2,0,2,1,1,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-07-08-23,59,59,0,21,13,8,2,2,0,61,61,0
Pt.RRM Hospital,15,8,7,Private,2021-05-07-10-42,1,-1,2,,,,1,1,0,2,0,2
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-05-07-12-36,9,9,0,5,4,1,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",168,129,39,Private,2021-05-07-12-43,28,28,0,9,9,0,10,10,0,38,38,0
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,96,4,Delhi Government,2021-05-07-11-46,,,,,,,,,,,,
Rajeev Gandhi Super Speciality Hospital,350,323,27,Delhi Government,2021-05-07-12-53,125,123,2,,,,200,200,0,325,323,2
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,230,0,Private,2021-05-07-13-43,35,35,0,11,11,0,5,5,0,40,40,0
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,4,11,Private,2021-05-07-12-02,,,,,,,,,,,,
Ram Manohar Lohia Hospital,263,263,0,Central Government,2021-05-07-06-19,,,,,,,28,28,0,28,28,0
"Rathi Hospital, Najafgarh",80,60,20,Private,2021-05-07-14-08,19,19,0,,,,6,6,0,25,25,0
Rescue Hospital,38,38,0,Private,2021-05-07-13-18,18,18,0,4,3,1,,,,18,18,0
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-07-13-00,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-07-12-55,17,17,0,15,15,0,1,1,0,18,18,0
ROSEWOOD HOSPITAL,25,23,2,Private,2021-05-07-14-10,4,4,0,,,,,,,4,4,0
Royal Kalindi Hospital,26,26,0,Private,2021-05-06-17-05,3,3,0,,,,1,1,0,4,4,0
RS Grover Memorial Hospital,24,24,0,Private,2021-05-07-08-41,4,4,0,,,,,,,4,4,0
Safdarjung Hospital,376,312,64,Central Government,2021-05-07-09-37,,,,,,,65,65,0,65,65,0
Sai Charitable Dispensary,25,13,12,Private,2021-05-07-11-22,,,,,,,,,,,,
SAMA HOSPITAL,32,32,0,Private,2021-05-07-09-02,,,,,,,4,4,0,4,4,0
"Samar Hospital, Dwarka",30,30,0,Private,2021-05-07-09-13,5,5,0,,,,1,1,0,6,6,0
Sanjay Gandhi Memorial Hospital,118,104,14,Delhi Government,2021-05-07-13-41,10,10,0,6,1,5,10,10,0,20,20,0
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-05-07-13-41,4,4,0,,,,,,,4,4,0
"Sant Parmanand Hospital, Civil Lines",78,56,22,Private,2021-05-07-12-07,15,12,3,6,0,6,,,,15,12,3
Sant Soham Hospital,15,15,0,Private,2021-05-07-07-25,,,,,,,,,,,,
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-05-07-13-32,42,42,0,,,,8,8,0,50,50,0
Sardar Patel Covid Army  hospital,500,500,0,Central Government,2021-05-07-12-10,,,,,,,128,128,0,128,128,0
Saroj Super Speciality Hospital,145,145,0,Private,2021-05-07-13-33,44,44,0,,,,14,14,0,58,58,0
SATYA MULTISPECIALITY HOSPITAL,18,14,4,Private,2021-05-07-11-29,3,3,0,,,,,,,3,3,0
"Satyabhama Hospital, Nangloi",42,42,0,Private,2021-05-07-10-43,29,29,0,5,5,0,3,3,0,32,32,0
Satyawati Harishchand Hsopital,200,148,52,Delhi Government,2021-05-07-14-13,12,12,0,,,,3,3,0,15,15,0
Savitri Hospital,25,25,0,Private,2021-05-06-09-14,13,13,0,,,,,,,13,13,0
SCI International Hospital,12,12,0,Private,2021-05-07-11-37,,,,,,,,,,,,
"Sehgal Neo Hospital, Paschim Vihar",80,80,0,Private,2021-05-07-14-11,13,13,0,,,,,,,13,13,0
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-05-07-08-48,5,5,0,,,,,,,5,5,0
"Shanti Mukand Hospital, Vikas Marg Extn.",115,115,0,Private,2021-05-07-10-50,19,19,0,25,19,6,5,5,0,24,24,0
"Shree Agarsain International Hospital, Rohini- 22",217,217,0,Private,2021-05-07-13-29,61,61,0,16,16,0,15,15,0,76,76,0
Shree Hospital,20,16,4,Private,2021-05-07-14-16,,,,,,,,,,,,
"Shri Ram Singh Hospital, Krishna Nagar",52,13,39,Private,2021-05-07-14-13,6,4,2,,,,1,0,1,7,4,3
Shrine Hospital,8,8,0,Private,2021-05-07-10-52,3,3,0,,,,,,,3,3,0
SINGHAL HOSPITAL,27,14,13,Private,2021-05-07-12-41,7,7,0,,,,,,,7,7,0
Sir Ganga Ram City Hospital,96,94,2,Private,2021-05-07-09-30,1,1,0,,,,15,15,0,16,16,0
Sir Ganga Ram Hospital,565,565,0,Private,2021-05-07-13-57,106,106,0,108,73,35,42,42,0,148,148,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",33,33,0,Private,2021-05-07-14-09,9,9,0,1,1,0,,,,9,9,0
"SMS Hospital, Gagan Vihar",36,19,17,Private,2021-05-07-14-27,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",260,260,0,Private,2021-05-07-14-11,97,97,0,40,30,10,8,8,0,105,105,0
"St. Stephens Hospital, Tis Hazari",336,274,62,Private,2021-05-07-14-16,24,24,0,8,8,0,8,8,0,32,32,0
Sunrise Hospital,14,7,7,Private,2021-05-07-12-53,,,,,,,,,,,,
"Surya Hospital, Krishna Nagar",40,35,5,Private,2021-05-07-13-40,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,40,26,14,Private,2021-05-07-13-31,9,9,0,5,5,0,1,1,0,10,10,0
Sushila Hospial,50,50,0,Private,2021-05-07-13-16,10,10,0,,,,,,,10,10,0
Swami Dayanand,70,64,6,Central Government,2021-05-07-11-18,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",72,72,0,Private,2021-05-07-14-01,25,25,0,6,6,0,5,5,0,30,30,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-07-13-18,14,14,0,23,4,19,2,2,0,16,16,0
Triton Hospital,10,10,0,Private,2021-05-07-02-49,,,,12,10,2,,,,,,
Tulsi Multispeciality Hospital & Critical Care Unit,40,13,27,Private,2021-05-07-10-32,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",40,20,20,Private,2021-05-07-07-25,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",245,245,0,Private,2021-05-07-13-13,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",40,33,7,Private,2021-05-07-13-47,8,8,0,,,,3,3,0,11,11,0
VIMHANS,180,180,0,Private,2021-05-07-07-30,72,72,0,,,,48,48,0,120,120,0
World Brain Center Hospital,45,22,23,Private,2021-05-07-12-39,9,9,0,,,,2,2,0,11,11,0
All,22085,19912,2173,,2021-05-07-14-35,3661,3629,32,1042,791,251,1919,1915,4,5580,5544,36
