name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
"Gandhi Nursing Home, Uttam Nagar",94,94,0,Private,2021-05-11-08-36,35,35,0,8,8,0,1,1,0,36,36,0,1,6
"Garg Hospital, Karkardooma",36,21,15,Private,2021-05-11-11-07,4,4,0,,,,,,,4,4,0,0,6
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-11-11-00,12,12,0,8,8,0,5,5,0,17,17,0,1,18
"Goyal Hospital, Paschim Vihar",24,22,2,Private,2021-05-11-09-39,7,7,0,,,,,,,7,7,0,0,4
GTB Hospital,750,606,144,Delhi Government,2021-05-11-09-48,272,272,0,,,,128,128,0,400,400,0,0,15
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-11-09-42,6,6,0,,,,,,,6,6,0,0,8
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,44,154,Delhi Government,2021-05-11-10-29,,,,,,,,,,,,,2,0
"HAHC Hospital, Hamdard Nagar",376,86,290,Private,2021-05-11-11-10,15,15,0,6,1,5,10,10,0,25,25,0,0,8
HANDA NURSING HOME,12,4,8,Private,2021-05-11-10-56,,,,,,,,,,,,,1,18
Hardik Hospital,10,4,6,Private,2021-05-10-16-03,,,,,,,,,,,,,1,6
Highland Care Multispeciality Hospital,30,16,14,Private,2021-05-11-10-18,3,3,0,,,,2,2,0,5,5,0,0,4
Hira’s Multispeciality Hospital,15,3,12,Private,2021-05-11-09-36,,,,,,,,,,,,,0,10
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-11-09-25,10,10,0,18,18,0,44,44,0,54,54,0,0,5
"IBS Hospital, Lajpat Nagar",39,37,2,Private,2021-05-11-10-59,10,10,0,,,,3,3,0,13,13,0,0,3
"Indian spinal injury centre,Vasant Kunj",177,177,0,Private,2021-05-11-08-45,10,10,0,12,12,0,4,4,0,14,14,0,0,4
"Indira Gandhi Hospital, Dwarka",50,0,50,Delhi Government,2021-05-11-10-54,,,,,,,,,,,,,1,23
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-11-10-01,88,88,0,65,65,0,12,12,0,100,100,0,0,18
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-11-11-28,5,5,0,,,,2,2,0,7,7,0,0,2
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-11-11-14,5,5,0,,,,,,,5,5,0,0,10
"Jain Hospital, Vikas Marg Extn.",42,36,6,Private,2021-05-11-10-00,13,13,0,2,2,0,,,,13,13,0,0,9
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-11-10-32,59,59,0,10,10,0,6,6,0,65,65,0,0,16
Janakpuri Super Speciality Hospital Society,34,34,0,Delhi Government,2021-05-11-10-10,18,18,0,,,,,,,18,18,0,1,12
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",60,45,15,Private,2021-05-11-11-14,8,8,0,,,,2,2,0,10,10,0,0,12
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-11-11-33,28,28,0,6,6,0,8,8,0,36,36,0,0,12
"Jeewan Moti Khera Hospital, Nangloi",30,10,20,Private,2021-05-11-11-13,4,4,0,,,,1,1,0,5,5,0,1,23
"Jeewan Nursing Home, Pusa Road",37,35,2,Private,2021-05-11-10-56,7,7,0,7,7,0,,,,7,7,0,0,6
Jyoti Nursing Home,22,13,9,Private,2021-05-11-10-09,,,,,,,,,,,,,1,14
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-11-10-03,,,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,22,8,Private,2021-05-11-09-54,,,,6,0,6,,,,,,,0,7
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-11-11-06,29,29,0,29,29,0,3,3,0,32,32,0,0,5
Kalyani Hospital,35,35,0,Private,2021-05-11-07-57,8,8,0,,,,1,1,0,9,9,0,2,0
"Kapil Multispecialty Hospital, Nathupura",40,34,6,Private,2021-05-11-11-14,3,3,0,,,,1,1,0,4,4,0,1,0
Khandelwal Hospital And Urology Center,30,21,9,Private,2021-05-11-11-03,6,6,0,,,,,,,6,6,0,0,4
khanna hospital,50,24,26,Private,2021-05-11-11-29,6,6,0,,,,1,1,0,7,7,0,0,6
"Konark Hospital, Nangloi",43,25,18,Private,2021-05-11-09-51,,,,16,16,0,,,,,,,1,4
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,24,2,Private,2021-05-11-10-49,6,6,0,,,,,,,6,6,0,0,5
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,70,26,Private,2021-05-11-10-19,26,26,0,10,10,0,,,,26,26,0,0,14
"Kukreja Hospital, Mayur Vihar",27,16,11,Private,2021-05-11-08-03,5,4,1,,,,,,,5,4,1,0,7
"Lalita Hospital, Begumpur",40,39,1,Private,2021-05-11-10-41,3,3,0,,,,1,1,0,4,4,0,,
LHMC,370,306,64,Central Government,2021-05-11-10-14,34,34,0,27,22,5,16,16,0,50,50,0,1,0
Life RAYS HOSPITAL,12,4,8,Private,2021-05-10-13-28,,,,,,,,,,,,,2,20
Lifeline Hospital,50,33,17,Private,2021-05-11-07-21,5,4,1,,,,2,2,0,7,6,1,0,10
Lok Nayak Hospital,1500,911,589,Delhi Government,2021-05-11-09-17,250,250,0,,,,250,250,0,500,500,0,0,11
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,30,41,Private,2021-05-11-06-55,24,19,5,26,14,12,2,2,0,26,21,5,0,2
Maha Durga Charitable Trust Hospital,160,130,30,Private,2021-05-11-10-21,24,24,0,,,,6,6,0,30,30,0,1,0
"Maharaja Agarsain Multispecialty Hospital, Narela",35,26,9,Private,2021-05-11-10-33,4,4,0,,,,,,,4,4,0,2,5
"Maharaja Agrasen Hospital, Dwarka",47,47,0,Private,2021-05-11-11-08,,,,4,4,0,12,12,0,12,12,0,0,16
"Maharaja Agrasen Hospital, Punjabi Bagh",250,250,0,Private,2021-05-11-09-57,64,64,0,20,20,0,8,8,0,72,72,0,1,9
Makkar Multispeciality Hospital,44,38,6,Private,2021-05-11-11-15,11,10,1,,,,,,,11,10,1,,
Malik Radix Hospital,47,47,0,Private,2021-05-11-08-36,13,13,0,,,,1,1,0,14,14,0,1,0
"MANIPAL HOSPITAL, DWARKA",245,245,0,Private,2021-05-11-09-14,26,26,0,20,20,0,14,14,0,40,40,0,0,12
"Mansaram Hospital, Nangloi",42,26,16,Private,2021-05-11-10-41,9,9,0,,,,1,1,0,10,10,0,1,8
"Mata Chanan Devi Hospital, Janakpuri",200,185,15,Private,2021-05-11-08-33,39,39,0,,,,9,9,0,48,48,0,0,20
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-11-10-11,9,9,0,,,,7,7,0,16,16,0,0,5
Max East/West Block,255,217,38,Private,2021-05-11-09-37,33,33,0,10,10,0,15,15,0,48,48,0,0,5
"Max Smart Gujarmal Modi hospital ,Saket",250,237,13,Private,2021-05-11-10-09,,,,,,,50,50,0,50,50,0,0,6
"MAX SS HOSPITAL, PATPARGANJ",346,316,30,Private,2021-05-11-09-58,100,100,0,18,18,0,40,40,0,140,140,0,0,12
"Max SS Hospital, Shalimar Bagh",280,278,2,Private,2021-05-11-10-23,62,62,0,,,,30,30,0,92,92,0,1,23
"Medeor Hospital, Qutab Instl. Area",55,48,7,Private,2021-05-11-10-38,8,8,0,8,3,5,4,4,0,12,12,0,0,8
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-11-10-31,13,13,0,,,,1,1,0,14,14,0,0,4
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-11-10-13,14,14,0,,,,,,,14,14,0,0,5
"Metro Hospital, Preet Vihar",110,102,8,Private,2021-05-11-08-14,18,16,2,16,16,0,4,4,0,22,20,2,3,12
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-11-10-26,27,27,0,,,,7,7,0,34,34,0,0,17
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",135,132,3,Private,2021-05-11-11-03,13,13,0,9,9,0,17,17,0,30,30,0,0,5
"National Heart Institute, East of Kailash",100,100,0,Private,2021-05-11-10-22,24,24,0,10,8,2,8,8,0,32,32,0,0,14
National Institute of TB and Respiratory Diseases (LRS TB),77,50,27,Central Government,2021-05-11-10-03,,,,6,3,3,,,,,,,2,0
"Navjeevan Hospital, Pitampura",90,90,0,Private,2021-05-11-08-06,6,6,0,,,,4,4,0,10,10,0,0,6
Nestiva Hospital,20,20,0,Private,2021-05-11-10-34,2,2,0,,,,2,2,0,4,4,0,0,10
Nidaan Hospital,20,17,3,Private,2021-05-11-00-33,5,5,0,7,0,7,2,2,0,7,7,0,0,23
Nijhara Hospital,6,6,0,Private,2021-05-11-07-13,,,,,,,,,,,,,0,5
Nirmal Hospital,20,7,13,Private,2021-05-11-10-02,,,,,,,,,,,,,0,8
Nirmala Hospital,23,23,0,Private,2021-05-11-00-53,2,2,0,,,,1,1,0,3,3,0,1,4
"NKS Hospital, Gulabi Bagh",82,34,48,Private,2021-05-11-11-31,38,23,15,,,,2,2,0,40,25,15,0,4
Northern Railway,200,182,18,Central Government,2021-05-11-10-30,,,,12,12,0,18,18,0,18,18,0,0,12
Oncoplus Hospital,40,40,0,Private,2021-05-11-11-29,15,15,0,,,,5,5,0,20,20,0,0,3
"Panchsheel Hospital, Yamuna Vihar",32,28,4,Private,2021-05-11-10-26,8,8,0,,,,,,,8,8,0,0,10
"Park Hospital, Meera Bagh",110,65,45,Private,2021-05-11-11-10,35,35,0,10,10,0,5,5,0,40,40,0,0,14
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-11-09-42,1,1,0,,,,,,,1,1,0,,
Patel Hospital,10,6,4,Private,2021-05-10-15-32,,,,,,,,,,,,,0,4
"PGH Hospital, Vikas Nagar",44,14,30,Private,2021-05-11-10-04,6,6,0,2,0,2,1,1,0,7,7,0,0,12
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-11-08-23,59,59,0,21,16,5,2,2,0,61,61,0,0,15
Pt.RRM Hospital,15,7,8,Private,2021-05-11-11-19,1,1,0,,,,1,1,0,2,2,0,0,8
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,33,2,Private,2021-05-11-10-06,9,9,0,5,4,1,1,1,0,10,10,0,0,10
"Pushpawati Singhania Hospital, Saket",168,145,23,Private,2021-05-11-07-54,28,27,1,9,9,0,10,10,0,38,37,1,0,11
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,84,16,Central Government,2021-05-10-10-56,,,,,,,,,,,,,0,10
Rajeev Gandhi Super Speciality Hospital,375,307,68,Delhi Government,2021-05-11-09-44,125,107,18,,,,200,200,0,325,307,18,0,6
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,230,0,Private,2021-05-11-10-40,35,35,0,11,11,0,5,5,0,40,40,0,0,17
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,5,10,Private,2021-05-11-09-33,3,1,2,,,,,,,3,1,2,1,23
Ram Manohar Lohia Hospital,323,289,34,Central Government,2021-05-11-07-35,,,,,,,28,28,0,28,28,0,1,5
"Rathi Hospital, Najafgarh",80,60,20,Private,2021-05-11-09-57,19,19,0,,,,6,6,0,25,25,0,0,15
Rescue Hospital,38,38,0,Private,2021-05-11-10-08,18,18,0,4,3,1,,,,18,18,0,0,14
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-11-09-40,14,14,0,2,2,0,1,1,0,15,15,0,0,10
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-11-10-10,17,17,0,15,15,0,1,1,0,18,18,0,1,13
ROSEWOOD HOSPITAL,25,21,4,Private,2021-05-11-11-34,4,4,0,,,,,,,4,4,0,0,10
Royal Kalindi Hospital,26,24,2,Private,2021-05-11-11-28,3,3,0,,,,1,1,0,4,4,0,0,2
RS Grover Memorial Hospital,24,11,13,Private,2021-05-11-08-26,4,4,0,,,,,,,4,4,0,0,5
Safdarjung Hospital,391,273,118,Central Government,2021-05-11-09-48,,,,,,,80,80,0,80,80,0,1,0
Sai Charitable Dispensary,25,11,14,Private,2021-05-11-08-44,,,,,,,,,,,,,0,8
SAMA HOSPITAL,32,32,0,Private,2021-05-11-09-20,,,,,,,4,4,0,4,4,0,0,16
"Samar Hospital, Dwarka",30,30,0,Private,2021-05-11-11-15,5,5,0,,,,1,1,0,6,6,0,,
Sanjay Gandhi Memorial Hospital,150,113,37,Delhi Government,2021-05-11-09-33,10,10,0,6,2,4,10,10,0,20,20,0,0,6
"Sanjeevan Medical Res. , Daryaganj",40,20,20,Private,2021-05-11-09-51,,,,,,,4,4,0,4,4,0,1,20
"Sant Parmanand Hospital, Civil Lines",60,46,14,Private,2021-05-11-10-21,15,15,0,6,0,6,,,,15,15,0,0,3
Sant Soham Hospital,15,13,2,Private,2021-05-11-07-36,,,,,,,,,,,,,0,5
"Santom Hospital, Prashant Vihar",105,89,16,Private,2021-05-11-09-11,42,42,0,,,,8,8,0,50,50,0,0,8
Sardar Vallabhbhai Patel Covid hospital (DRDO),500,396,104,Central Government,2021-05-11-09-40,,,,,,,128,128,0,128,128,0,1,10
Saroj Super Speciality Hospital,150,150,0,Private,2021-05-11-11-31,41,41,0,,,,22,22,0,63,63,0,0,20
SATYA MULTISPECIALITY HOSPITAL,18,13,5,Private,2021-05-11-11-21,3,3,0,,,,,,,3,3,0,0,18
"Satyabhama Hospital, Nangloi",42,39,3,Private,2021-05-11-10-19,29,28,1,5,5,0,3,3,0,32,31,1,0,8
Satyawati Harishchand Hsopital,200,144,56,Delhi Government,2021-05-11-10-09,12,12,0,,,,3,3,0,15,15,0,0,10
Savitri Hospital,25,25,0,Private,2021-05-10-16-47,13,13,0,,,,,,,13,13,0,0,10
SCI International Hospital,12,12,0,Private,2021-05-11-11-27,,,,,,,,,,,,,1,0
"Sehgal Neo Hospital, Paschim Vihar",90,90,0,Private,2021-05-11-09-52,13,13,0,,,,,,,13,13,0,0,3
"Shakuntala Nursing Home, West Sagarpur",30,25,5,Private,2021-05-11-09-22,5,5,0,,,,,,,5,5,0,,
"Shanti Mukand Hospital, Vikas Marg Extn.",110,106,4,Private,2021-05-11-11-15,19,19,0,25,18,7,5,5,0,24,24,0,0,2
"Shree Agarsain International Hospital, Rohini- 22",191,191,0,Private,2021-05-11-11-04,59,59,0,16,16,0,15,15,0,74,74,0,3,0
Shree Hospital,20,15,5,Private,2021-05-11-07-10,,,,,,,,,,,,,1,6
"Shri Ram Singh Hospital, Krishna Nagar",52,17,35,Private,2021-05-11-09-45,7,7,0,,,,,,,7,7,0,0,18
Shrine Hospital,9,9,0,Private,2021-05-11-10-25,3,3,0,,,,,,,3,3,0,0,12
SINGHAL HOSPITAL,27,10,17,Private,2021-05-11-10-40,7,5,2,,,,,,,7,5,2,0,2
Singhal Medical  Centre,20,17,3,Private,2021-05-10-20-51,,,,,,,,,,,,,1,4
Sir Ganga Ram City Hospital,96,85,11,Private,2021-05-11-10-48,1,1,0,,,,15,15,0,16,16,0,0,9
Sir Ganga Ram Hospital,584,584,0,Private,2021-05-11-10-40,83,83,0,95,48,47,74,74,0,157,157,0,0,6
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",41,35,6,Private,2021-05-11-09-38,9,9,0,1,1,0,,,,9,9,0,0,22
"SMS Hospital, Gagan Vihar",36,15,21,Private,2021-05-11-09-40,4,4,0,,,,1,1,0,5,5,0,0,12
"Sri Balaji Action Medical Inst., Paschim Vihar",250,250,0,Private,2021-05-11-10-58,97,97,0,30,30,0,8,8,0,105,105,0,1,6
"St. Stephens Hospital, Tis Hazari",336,251,85,Private,2021-05-11-10-17,24,24,0,8,8,0,8,8,0,32,32,0,0,18
Sunrise Hospital,14,8,6,Private,2021-05-10-17-43,,,,,,,,,,,,,,
"Surya Hospital, Krishna Nagar",40,28,12,Private,2021-05-11-11-06,5,5,0,5,0,5,,,,5,5,0,0,2
SURYA KIRAN HOSPITAL,40,25,15,Private,2021-05-11-09-06,9,9,0,5,5,0,1,1,0,10,10,0,0,7
Sushila Hospial,50,50,0,Private,2021-05-11-11-16,10,10,0,,,,,,,10,10,0,0,18
Swami Dayanand,70,70,0,Central Government,2021-05-11-10-48,,,,,,,,,,,,,0,21
"Tarak Hospital, Uttam Nagar",72,70,2,Private,2021-05-11-09-29,25,25,0,6,6,0,5,5,0,30,30,0,0,4
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-11-09-46,14,14,0,23,5,18,2,2,0,16,16,0,1,3
Triton Hospital,10,9,1,Private,2021-05-11-08-12,,,,12,8,4,,,,,,,0,8
Tulsi Multispeciality Hospital & Critical Care Unit,40,10,30,Private,2021-05-10-18-19,1,1,0,,,,1,1,0,2,2,0,0,9
TYAGI NURSING HOME,15,15,0,Private,2021-05-11-11-12,7,7,0,2,2,0,3,3,0,10,10,0,1,22
"Universal Centre of Health services, Kalkaji",35,28,7,Private,2021-05-11-08-06,,,,,,,,,,,,,1,10
"Venkateshwar Hospital, Dwarka",245,245,0,Private,2021-05-11-08-42,48,48,0,,,,8,8,0,56,56,0,0,10
"Vikas Hospital, Najafgarh",40,35,5,Private,2021-05-11-10-21,8,8,0,,,,3,3,0,11,11,0,0,22
VIMHANS,180,167,13,Private,2021-05-11-11-17,82,82,0,,,,48,48,0,130,130,0,0,10
World Brain Center Hospital,45,21,24,Private,2021-05-11-11-14,11,11,0,,,,,,,11,11,0,0,12
All,22968,19047,3921,,2021-05-11-11-36,3794,3737,57,1012,785,227,2044,2039,5,5838,5776,62,,
