name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
"Kukreja Hospital, Mayur Vihar",22,22,0,Private,2021-04-25-20-23,5,5,0,,,,,,,5,5,0
"Lalita Hospital, Begumpur",30,30,0,Private,2021-04-19-03-48,3,3,0,,,,1,1,0,4,4,0
LHMC,230,211,19,Central Government,2021-04-25-10-31,10,10,0,27,24,3,16,16,0,26,26,0
Lok Nayak Hospital,1500,1500,0,Delhi Government,2021-04-25-18-58,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-04-24-17-13,24,13,11,26,14,12,2,2,0,26,15,11
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-04-25-21-51,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",40,40,0,Private,2021-04-25-14-24,3,3,0,1,0,1,1,1,0,4,4,0
"Maharaja Agrasen Hospital, Dwarka",35,35,0,Private,2021-04-25-09-59,10,10,0,3,3,0,2,2,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",350,259,91,Private,2021-04-26-00-59,64,64,0,20,20,0,8,8,0,72,72,0
Malik Radix Hospital,47,47,0,Private,2021-04-25-17-00,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",222,222,0,Private,2021-04-24-13-27,17,17,0,33,33,0,10,10,0,27,27,0
"Mansaram Hospital, Nangloi",42,39,3,Private,2021-04-25-13-22,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,195,5,Private,2021-04-25-17-42,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",55,55,0,Private,2021-04-25-10-33,14,14,0,,,,2,2,0,16,16,0
Max East/West Block,255,242,13,Private,2021-04-25-17-40,40,40,0,12,12,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",370,319,51,Private,2021-04-25-17-23,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",276,276,0,Private,2021-04-25-11-56,52,52,0,18,18,0,20,20,0,72,72,0
"Max SS Hospital, Shalimar Bagh",242,242,0,Private,2021-04-25-11-00,61,61,0,,,,30,30,0,91,91,0
"Medeor Hospital, Qutab Instl. Area",55,55,0,Private,2021-04-25-19-46,8,8,0,8,5,3,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-04-25-17-32,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-04-25-18-12,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",160,85,75,Private,2021-04-25-19-37,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",82,82,0,Private,2021-04-25-19-49,31,31,0,3,2,1,3,3,0,34,34,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",180,158,22,Private,2021-04-25-18-38,12,12,0,9,9,0,4,4,0,16,16,0
"National Heart Institute, East of Kailash",80,80,0,Private,2021-04-26-00-21,25,25,0,14,14,0,2,2,0,27,27,0
"Navjeevan Hospital, Pitampura",80,80,0,Private,2021-04-25-18-48,8,8,0,,,,1,1,0,9,9,0
Nestiva Hospital,20,20,0,Private,2021-04-25-11-51,,,,,,,4,4,0,4,4,0
"NKS Hospital, Gulabi Bagh",54,54,0,Private,2021-04-25-20-00,34,34,0,,,,3,3,0,37,37,0
Northern Railway,188,188,0,Central Government,2021-04-25-16-59,,,,12,12,0,14,14,0,14,14,0
"Panchsheel Hospital, Yamuna Vihar",32,32,0,Private,2021-04-25-17-06,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,75,35,Private,2021-04-25-17-16,35,35,0,10,10,0,5,5,0,40,40,0
"PGH Hospital, Vikas Nagar",44,17,27,Private,2021-04-24-17-18,5,5,0,2,0,2,2,2,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-04-25-08-19,34,34,0,31,10,21,2,2,0,36,36,0
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-04-25-10-35,9,9,0,5,0,5,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",282,168,114,Private,2021-04-25-18-26,28,28,0,9,5,4,10,10,0,38,38,0
Rajeev Gandhi Super Speciality Hospital,350,350,0,Delhi Government,2021-04-25-22-22,150,150,0,,,,200,200,0,350,350,0
"Rajiv Gandhi Cancer Institute & RC, Rohini*",212,212,0,Private,2021-04-25-15-57,35,35,0,11,11,0,5,5,0,40,40,0
Ram Manohar Lohia Hospital,233,233,0,Central Government,2021-04-25-18-05,,,,,,,28,28,0,28,28,0
"Rathi Hospital, Najafgarh",80,80,0,Private,2021-04-25-19-55,15,15,0,,,,6,6,0,21,21,0
"Revive Hospital,tilak nagar",28,28,0,Private,2021-04-25-21-02,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-04-25-21-40,17,17,0,15,15,0,1,1,0,18,18,0
Safdarjung Hospital,219,219,0,Central Government,2021-04-25-10-55,,,,,,,65,65,0,65,65,0
"Samar Hospital, Dwarka",30,30,0,Private,2021-04-25-08-53,5,5,0,,,,1,1,0,6,6,0
Sanjay Gandhi Memorial Hospital,118,118,0,Delhi Government,2021-04-26-00-24,10,10,0,6,6,0,10,10,0,20,20,0
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-04-25-07-32,4,4,0,,,,,,,4,4,0
"Sant Parmanand Hospital, Civil Lines",78,68,10,Private,2021-04-25-09-35,15,15,0,6,0,6,,,,15,15,0
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-04-25-10-49,20,20,0,,,,8,8,0,28,28,0
Sardar Patel Covid Army  hospital,442,422,20,Central Government,2021-04-25-20-19,,,,,,,96,96,0,96,96,0
Saroj Super Speciality Hospital,140,114,26,Private,2021-04-25-21-28,41,41,0,,,,12,12,0,53,53,0
SATYA MULTISPECIALITY HOSPITAL,16,16,0,Private,2021-04-24-17-02,3,3,0,,,,,,,3,3,0
"Satyabhama Hospital, Nangloi",44,44,0,Private,2021-04-25-20-27,31,31,0,5,5,0,3,3,0,34,34,0
Satyawati Harishchand Hsopital,145,145,0,Delhi Government,2021-04-25-21-25,12,12,0,,,,3,3,0,15,15,0
Savitri Hospital,25,25,0,Private,2021-04-25-11-57,12,12,0,,,,1,1,0,13,13,0
"Sehgal Neo Hospital, Paschim Vihar",130,122,8,Private,2021-04-25-20-38,13,13,0,,,,,,,13,13,0
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-04-25-09-06,5,5,0,,,,,,,5,5,0
"Shanti Mukand Hospital, Vikas Marg Extn.",115,115,0,Private,2021-04-25-08-02,19,19,0,19,15,4,5,5,0,24,24,0
"Shree Agarsain International Hospital, Rohini- 22",225,225,0,Private,2021-04-25-20-48,62,62,0,16,6,10,15,15,0,77,77,0
Shree Hospital,20,20,0,Private,2021-04-25-16-19,,,,,,,,,,,,
"Shri Ram Singh Hospital, Krishna Nagar",52,52,0,Private,2021-04-25-09-19,7,7,0,,,,,,,7,7,0
Sir Ganga Ram City Hospital,96,89,7,Private,2021-04-25-17-27,2,2,0,,,,10,10,0,12,12,0
Sir Ganga Ram Hospital,516,516,0,Private,2021-04-25-22-12,100,100,0,108,74,34,42,42,0,142,142,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",25,25,0,Private,2021-04-25-10-59,6,6,0,,,,,,,6,6,0
"SMS Hospital, Gagan Vihar",36,29,7,Private,2021-04-25-19-19,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",260,221,39,Private,2021-04-25-17-11,76,76,0,58,34,24,5,5,0,81,81,0
"St. Stephens Hospital, Tis Hazari",336,308,28,Private,2021-04-26-00-21,24,24,0,8,8,0,8,8,0,32,32,0
"Surya Hospital, Krishna Nagar",40,40,0,Private,2021-04-25-21-03,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,40,20,20,Private,2021-04-25-17-28,9,9,0,5,5,0,1,1,0,10,10,0
Sushila Hospial,5,5,0,Private,2021-04-25-18-55,,,,,,,,,,,,
Swami Dayanand,70,70,0,Central Government,2021-04-25-22-54,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",67,67,0,Private,2021-04-25-17-01,21,21,0,9,8,1,4,4,0,25,25,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,124,12,Private,2021-04-25-23-48,14,14,0,30,5,25,2,2,0,16,16,0
Tulsi Multispeciality Hospital & Critical Care Unit,40,18,22,Private,2021-04-25-13-28,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",50,50,0,Private,2021-04-25-16-31,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",290,256,34,Private,2021-04-25-18-53,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",40,40,0,Private,2021-04-25-11-58,8,8,0,,,,3,3,0,11,11,0
VIMHANS,100,94,6,Private,2021-04-25-07-33,10,10,0,,,,20,20,0,30,30,0
World Brain Center Hospital,45,45,0,Private,2021-04-25-18-17,8,8,0,,,,3,3,0,11,11,0
All,20388,18850,1538,,2021-04-26-01-32,3106,3095,11,1152,857,295,1572,1570,2,4678,4665,13
