name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
Shree Hospital,20,20,0,Private,2021-04-25-16-19,,,,,,,,,,,,
"Shri Ram Singh Hospital, Krishna Nagar",52,52,0,Private,2021-04-26-09-13,7,7,0,,,,,,,7,7,0
Sir Ganga Ram City Hospital,96,85,11,Private,2021-04-26-17-23,2,2,0,,,,10,10,0,12,12,0
Sir Ganga Ram Hospital,516,516,0,Private,2021-04-26-23-07,100,100,0,108,72,36,42,42,0,142,142,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",30,30,0,Private,2021-04-26-23-51,6,6,0,,,,,,,6,6,0
"SMS Hospital, Gagan Vihar",36,30,6,Private,2021-04-26-19-27,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",260,222,38,Private,2021-04-26-17-46,76,76,0,58,34,24,5,5,0,81,81,0
"St. Stephens Hospital, Tis Hazari",336,299,37,Private,2021-04-27-00-28,24,24,0,8,8,0,8,8,0,32,32,0
"Surya Hospital, Krishna Nagar",40,40,0,Private,2021-04-27-00-13,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,40,20,20,Private,2021-04-26-17-24,9,9,0,5,5,0,1,1,0,10,10,0
Sushila Hospial,5,5,0,Private,2021-04-26-16-46,,,,,,,,,,,,
Swami Dayanand,70,70,0,Central Government,2021-04-26-23-56,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",67,67,0,Private,2021-04-26-18-15,21,21,0,9,8,1,4,4,0,25,25,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,124,12,Private,2021-04-26-17-20,14,14,0,30,5,25,2,2,0,16,16,0
Tulsi Multispeciality Hospital & Critical Care Unit,40,17,23,Private,2021-04-26-17-52,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",40,40,0,Private,2021-04-26-16-02,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",290,262,28,Private,2021-04-26-17-44,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",40,35,5,Private,2021-04-26-16-13,8,8,0,,,,3,3,0,11,11,0
VIMHANS,100,99,1,Private,2021-04-26-16-48,10,10,0,,,,20,20,0,30,30,0
World Brain Center Hospital,45,45,0,Private,2021-04-26-17-21,8,8,0,,,,3,3,0,11,11,0
All,20461,18746,1715,,2021-04-27-02-32,3089,3078,11,1150,853,297,1616,1615,1,4705,4693,12
