name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant
Khandelwal Hospital And Urology Center,30,28,2,Private,2021-05-01-08-42,6,6,0,,,,,,,6,6,0
"Konark Hospital, Nangloi",43,29,14,Private,2021-04-30-13-36,,,,16,13,3,1,1,0,,,
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,26,0,Private,2021-05-01-08-17,6,6,0,,,,,,,6,6,0
"Kukreja Hospital and Heart Centre, Rajouri Garden",146,91,55,Private,2021-05-01-07-17,26,26,0,20,20,0,,,,26,26,0
"Kukreja Hospital, Mayur Vihar",26,24,2,Private,2021-05-01-08-31,4,4,0,,,,,,,4,4,0
"Lalita Hospital, Begumpur",40,39,1,Private,2021-04-30-11-02,3,3,0,,,,1,1,0,4,4,0
LHMC,271,222,49,Central Government,2021-04-30-09-46,10,10,0,27,23,4,16,16,0,26,26,0
Lok Nayak Hospital,1500,1500,0,Delhi Government,2021-04-30-12-58,200,200,0,,,,200,200,0,400,400,0
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-04-30-14-11,24,19,5,26,14,12,2,2,0,26,21,5
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-05-01-00-24,24,24,0,6,0,6,6,6,0,30,30,0
"Maharaja Agarsain Multispecialty Hospital, Narela",30,21,9,Private,2021-04-30-19-06,3,3,0,,,,1,1,0,4,4,0
"Maharaja Agrasen Hospital, Dwarka",35,35,0,Private,2021-04-30-09-56,10,10,0,3,3,0,2,2,0,12,12,0
"Maharaja Agrasen Hospital, Punjabi Bagh",250,250,0,Private,2021-05-01-07-36,64,64,0,20,20,0,8,8,0,72,72,0
Makkar Multispeciality Hospital,44,44,0,Private,2021-04-30-12-13,11,11,0,,,,,,,11,11,0
Malik Radix Hospital,47,47,0,Private,2021-05-01-08-34,13,13,0,,,,1,1,0,14,14,0
"MANIPAL HOSPITAL, DWARKA",245,245,0,Private,2021-04-30-11-35,26,26,0,20,20,0,14,14,0,40,40,0
"Mansaram Hospital, Nangloi",42,27,15,Private,2021-04-30-18-13,9,9,0,,,,1,1,0,10,10,0
"Mata Chanan Devi Hospital, Janakpuri",200,200,0,Private,2021-05-01-07-49,39,39,0,,,,9,9,0,48,48,0
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-01-09-13,9,9,0,,,,7,7,0,16,16,0
Max East/West Block,255,234,21,Private,2021-05-01-07-56,40,40,0,12,12,0,8,8,0,48,48,0
"Max Smart Gujarmal Modi hospital ,Saket",250,236,14,Private,2021-05-01-08-45,,,,,,,50,50,0,50,50,0
"MAX SS HOSPITAL, PATPARGANJ",250,250,0,Private,2021-04-30-22-34,52,52,0,18,18,0,20,20,0,72,72,0
"Max SS Hospital, Shalimar Bagh",200,200,0,Private,2021-04-30-22-40,30,30,0,,,,30,30,0,60,60,0
"Medeor Hospital, Qutab Instl. Area",55,43,12,Private,2021-05-01-08-03,8,8,0,8,2,6,4,4,0,12,12,0
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-01-08-11,13,13,0,,,,1,1,0,14,14,0
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-01-06-55,14,14,0,,,,,,,14,14,0
"Metro Hospital, Preet Vihar",110,110,0,Private,2021-04-30-18-07,18,18,0,16,16,0,4,4,0,22,22,0
"MGS Hospital, Punjabi Bagh",82,82,0,Private,2021-05-01-05-47,31,31,0,3,2,1,3,3,0,34,34,0
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",157,157,0,Private,2021-04-30-16-35,18,18,0,9,9,0,12,12,0,30,30,0
"National Heart Institute, East of Kailash",102,102,0,Private,2021-05-01-08-39,30,30,0,14,14,0,2,2,0,32,32,0
"Navjeevan Hospital, Pitampura",80,80,0,Private,2021-05-01-07-56,5,5,0,,,,4,4,0,9,9,0
Nestiva Hospital,20,20,0,Private,2021-05-01-07-09,2,2,0,,,,2,2,0,4,4,0
Nidaan Hospital,20,13,7,Private,2021-05-01-00-49,5,5,0,,,,2,2,0,7,7,0
Nirmala Hospital,19,19,0,Private,2021-04-30-10-53,2,2,0,,,,1,1,0,3,3,0
"NKS Hospital, Gulabi Bagh",39,39,0,Private,2021-05-01-09-25,9,9,0,,,,2,2,0,11,11,0
Northern Railway,200,200,0,Central Government,2021-05-01-08-03,,,,12,11,1,18,18,0,18,18,0
"Panchsheel Hospital, Yamuna Vihar",32,32,0,Private,2021-05-01-07-10,8,8,0,,,,,,,8,8,0
"Park Hospital, Meera Bagh",110,65,45,Private,2021-05-01-06-46,35,35,0,10,10,0,5,5,0,40,40,0
"PGH Hospital, Vikas Nagar",44,16,28,Private,2021-04-30-12-31,5,5,0,2,0,2,2,2,0,7,7,0
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-01-08-19,34,34,0,21,8,13,2,2,0,36,36,0
Pt.RRM Hospital,15,13,2,Private,2021-04-29-16-34,2,2,0,12,11,1,1,1,0,3,3,0
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-05-01-08-07,9,9,0,5,3,2,1,1,0,10,10,0
"Pushpawati Singhania Hospital, Saket",168,168,0,Private,2021-04-30-19-04,28,28,0,9,5,4,10,10,0,38,38,0
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,60,60,0,Delhi Government,2021-04-30-10-47,,,,,,,,,,,,
Rajeev Gandhi Super Speciality Hospital,350,350,0,Delhi Government,2021-05-01-08-37,150,150,0,,,,200,200,0,350,350,0
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,230,0,Private,2021-05-01-09-23,35,35,0,11,11,0,5,5,0,40,40,0
Ram Manohar Lohia Hospital,263,263,0,Central Government,2021-05-01-08-00,,,,,,,28,28,0,28,28,0
"Rathi Hospital, Najafgarh",80,56,24,Private,2021-05-01-09-08,15,15,0,,,,6,3,3,21,18,3
Rescue Hospital,40,40,0,Private,2021-04-30-22-07,12,12,0,4,2,2,,,,12,12,0
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-01-08-30,14,14,0,2,2,0,1,1,0,15,15,0
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-01-09-31,17,17,0,15,15,0,1,1,0,18,18,0
ROSEWOOD HOSPITAL,25,25,0,Private,2021-04-30-16-35,4,4,0,,,,,,,4,4,0
Safdarjung Hospital,275,275,0,Central Government,2021-04-29-17-32,,,,,,,65,65,0,65,65,0
Sai Charitable Dispensary,25,15,10,Private,2021-04-30-16-06,,,,,,,,,,,,
SAMA HOSPITAL,27,27,0,Private,2021-04-30-12-27,,,,,,,4,4,0,4,4,0
"Samar Hospital, Dwarka",30,30,0,Private,2021-04-30-08-51,5,5,0,,,,1,1,0,6,6,0
Sanjay Gandhi Memorial Hospital,118,118,0,Delhi Government,2021-05-01-02-23,10,10,0,6,4,2,10,10,0,20,20,0
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-05-01-08-03,4,4,0,,,,,,,4,4,0
"Sant Parmanand Hospital, Civil Lines",78,74,4,Private,2021-04-30-16-28,15,15,0,6,0,6,,,,15,15,0
Sant Soham Hospital,15,15,0,Private,2021-05-01-07-24,,,,,,,,,,,,
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-05-01-08-37,20,20,0,,,,8,8,0,28,28,0
Sardar Patel Covid Army  hospital,500,489,11,Central Government,2021-05-01-09-14,,,,,,,128,128,0,128,128,0
Saroj Super Speciality Hospital,140,140,0,Private,2021-05-01-08-42,39,39,0,,,,14,14,0,53,53,0
SATYA MULTISPECIALITY HOSPITAL,16,16,0,Private,2021-05-01-09-26,3,3,0,,,,,,,3,3,0
"Satyabhama Hospital, Nangloi",44,44,0,Private,2021-04-30-15-33,31,31,0,5,5,0,3,3,0,34,34,0
Satyawati Harishchand Hsopital,135,103,32,Delhi Government,2021-05-01-06-26,12,12,0,,,,3,3,0,15,15,0
Savitri Hospital,25,25,0,Private,2021-04-30-10-20,12,12,0,,,,1,1,0,13,13,0
SCI International Hospital,12,12,0,Private,2021-04-30-17-46,,,,,,,,,,,,
"Sehgal Neo Hospital, Paschim Vihar",110,110,0,Private,2021-05-01-08-06,13,13,0,,,,,,,13,13,0
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-04-30-10-52,5,5,0,,,,,,,5,5,0
"Shanti Mukand Hospital, Vikas Marg Extn.",131,131,0,Private,2021-04-30-07-35,19,19,0,23,23,0,5,5,0,24,24,0
"Shree Agarsain International Hospital, Rohini- 22",230,230,0,Private,2021-05-01-09-20,60,60,0,16,16,0,15,15,0,75,75,0
Shree Hospital,20,14,6,Private,2021-04-30-20-21,,,,,,,,,,,,
"Shri Ram Singh Hospital, Krishna Nagar",52,52,0,Private,2021-04-29-09-32,6,6,0,,,,1,1,0,7,7,0
SINGHAL HOSPITAL,25,13,12,Private,2021-05-01-08-38,5,5,0,,,,,,,5,5,0
Sir Ganga Ram City Hospital,96,96,0,Private,2021-05-01-07-19,3,3,0,,,,10,10,0,13,13,0
Sir Ganga Ram Hospital,565,565,0,Private,2021-05-01-08-21,106,106,0,108,73,35,42,42,0,148,148,0
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",27,27,0,Private,2021-05-01-07-51,9,9,0,,,,,,,9,9,0
"SMS Hospital, Gagan Vihar",36,25,11,Private,2021-05-01-04-49,4,4,0,,,,1,1,0,5,5,0
"Sri Balaji Action Medical Inst., Paschim Vihar",254,254,0,Private,2021-04-30-16-57,87,87,0,47,19,28,5,5,0,92,92,0
"St. Stephens Hospital, Tis Hazari",336,303,33,Private,2021-05-01-08-14,24,24,0,8,8,0,8,8,0,32,32,0
Sunrise Hospital,8,2,6,Private,2021-04-29-17-38,,,,,,,,,,,,
"Surya Hospital, Krishna Nagar",40,40,0,Private,2021-04-30-19-55,5,5,0,5,0,5,,,,5,5,0
SURYA KIRAN HOSPITAL,40,20,20,Private,2021-05-01-07-00,9,9,0,5,5,0,1,1,0,10,10,0
Sushila Hospial,50,50,0,Private,2021-05-01-08-50,,,,,,,,,,,,
Swami Dayanand,70,70,0,Central Government,2021-05-01-06-58,,,,,,,,,,,,
"Tarak Hospital, Uttam Nagar",72,72,0,Private,2021-05-01-08-56,26,26,0,6,6,0,4,4,0,30,30,0
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-01-09-25,14,14,0,30,3,27,2,2,0,16,16,0
Tulsi Multispeciality Hospital & Critical Care Unit,40,14,26,Private,2021-04-30-18-49,1,1,0,,,,1,1,0,2,2,0
"Universal Centre of Health services, Kalkaji",40,12,28,Private,2021-05-01-07-36,,,,,,,,,,,,
"Venkateshwar Hospital, Dwarka",245,245,0,Private,2021-05-01-08-35,48,48,0,,,,8,8,0,56,56,0
"Vikas Hospital, Najafgarh",40,31,9,Private,2021-05-01-09-22,8,8,0,,,,3,3,0,11,11,0
VIMHANS,100,100,0,Private,2021-05-01-07-13,10,10,0,,,,20,20,0,30,30,0
World Brain Center Hospital,45,45,0,Private,2021-04-30-07-27,8,8,0,,,,3,3,0,11,11,0
All,21124,19857,1267,,2021-05-01-09-32,3245,3229,16,1100,816,284,1736,1730,6,4981,4959,22
