name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-05-08-11-11,10,10,0,,,,1,1,0,11,11,0,0,8
"Bhagwati Hospital, Rohini",105,73,32,Private,2021-05-08-10-25,13,13,0,,,,2,2,0,15,15,0,0,7
"Bhatia Global Hospital, Paschim Vihar",36,34,2,Private,2021-05-08-11-09,8,8,0,,,,,,,8,8,0,0,5
Bimla Devi Hospital,27,25,2,Private,2021-05-08-10-08,,,,6,3,3,,,,,,,0,12
"BLK Hospital, Pusa Road",270,231,39,Private,2021-05-08-10-12,68,68,0,69,52,17,7,7,0,75,75,0,1,10
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-05-08-09-32,10,10,0,,,,1,1,0,11,11,0,0,14
Burari Hospital,370,328,42,Delhi Government,2021-05-08-09-46,40,40,0,,,,30,30,0,70,70,0,0,9
C M PATEL HOSPITAL,15,7,8,Private,2021-05-07-17-37,,,,,,,,,,,,,2,23
CBR Hospital,25,18,7,Private,2021-05-07-13-15,2,2,0,,,,1,1,0,3,3,0,1,8
"CD Global Hospital, Najafgarh Road",40,18,22,Private,2021-05-08-09-24,8,8,0,,,,1,1,0,9,9,0,0,1
Cronus Multi speciality Hospital,12,12,0,Private,2021-05-08-10-06,2,2,0,,,,,,,2,2,0,1,7
"Cygnus MLS, Rama Vihar",66,66,0,Private,2021-05-08-10-40,19,19,0,,,,5,5,0,24,24,0,0,3
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-08-08-55,26,26,0,,,,5,5,0,31,31,0,0,4
Deen Dayal Upadhyay hospital,400,375,25,Delhi Government,2021-05-08-10-33,130,130,0,33,22,11,50,50,0,180,180,0,0,14
Deep Chand Bandhu,230,218,12,Delhi Government,2021-05-08-09-59,67,67,0,,,,14,14,0,81,81,0,0,5
Delhi global hospital,14,7,7,Private,2021-05-08-10-58,,,,,,,,,,,,,1,18
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-08-11-09,24,24,0,12,12,0,3,3,0,27,27,0,,
Delhi multi speciality hospital,11,1,10,Private,2021-05-08-06-18,,,,,,,,,,,,,1,20
"Dharamshila Narayana Hosp., Vasundhra Enclave",159,108,51,Private,2021-05-08-09-38,11,11,0,23,13,10,3,3,0,14,14,0,0,14
"Dharamvir Solanki Hospital, Rohini",23,22,1,Private,2021-05-08-10-27,10,10,0,,,,1,1,0,11,11,0,0,4
Divine Multispeciality Hospital and Cancer Centre,35,26,9,Private,2021-05-08-10-51,23,21,2,,,,7,5,2,30,26,4,0,7
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,90,0,Private,2021-05-08-11-19,10,10,0,,,,2,2,0,12,12,0,1,1
Dr Baba Saheb Ambedkar Hospital,370,366,4,Delhi Government,2021-05-08-11-29,150,150,0,,,,50,50,0,200,200,0,0,10
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-07-15-22,5,5,0,,,,1,1,0,6,6,0,1,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,33,3,Private,2021-05-08-08-37,,,,,,,,,,,,,0,5
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-05-08-10-12,10,10,0,,,,,,,10,10,0,0,6
Ekansh Hospital,8,4,4,Private,2021-05-08-11-24,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,55,48,7,Central Government,2021-05-08-10-17,,,,,,,5,5,0,5,5,0,1,0
ESIC hospital Okhla,233,168,65,Central Government,2021-05-08-10-30,,,,,,,10,10,0,10,10,0,1,7
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-08-11-34,55,55,0,16,11,5,5,5,0,60,60,0,0,8
"Fortis Hospital, Shalimar Bagh",230,220,10,Private,2021-05-08-09-33,33,33,0,8,8,0,27,27,0,60,60,0,0,7
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-05-08-10-21,8,8,0,,,,12,12,0,20,20,0,1,23
"Gandhi Nursing Home, Uttam Nagar",93,93,0,Private,2021-05-08-08-42,35,35,0,8,6,2,1,1,0,36,36,0,1,6
"Garg Hospital, Karkardooma",36,17,19,Private,2021-05-08-07-39,4,2,2,,,,,,,4,2,2,0,8
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-08-10-12,12,12,0,8,8,0,5,5,0,17,17,0,1,20
"Goyal Hospital, Paschim Vihar",24,22,2,Private,2021-05-08-11-10,7,7,0,,,,,,,7,7,0,0,4
GTB Hospital,750,688,62,Delhi Government,2021-05-08-10-20,272,272,0,,,,128,128,0,400,400,0,0,15
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-08-10-13,6,6,0,,,,,,,6,6,0,0,8
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,37,161,Delhi Government,2021-05-08-09-37,,,,,,,,,,,,,2,12
"HAHC Hospital, Hamdard Nagar",376,92,284,Private,2021-05-08-11-01,21,21,0,6,2,4,8,8,0,29,29,0,0,5
HANDA NURSING HOME,12,12,0,Private,2021-05-08-08-54,,,,,,,,,,,,,0,10
Hardik Hospital,10,6,4,Private,2021-05-05-12-04,4,4,0,,,,,,,4,4,0,1,1
Highland Care Multispeciality Hospital,30,21,9,Private,2021-05-08-08-56,5,5,0,,,,1,1,0,6,6,0,,
Hira’s Multispeciality Hospital,15,3,12,Private,2021-05-08-11-34,,,,,,,,,,,,,0,6
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-08-09-07,10,10,0,18,18,0,44,44,0,54,54,0,0,5
"IBS Hospital, Lajpat Nagar",34,33,1,Private,2021-05-08-10-10,10,10,0,,,,3,3,0,13,13,0,0,4
"Indian spinal injury centre,Vasant Kunj",175,175,0,Private,2021-05-08-10-22,10,10,0,9,4,5,4,4,0,14,14,0,0,4
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-08-11-15,88,88,0,81,81,0,12,12,0,100,100,0,0,20
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-07-11-47,5,5,0,,,,2,2,0,7,7,0,0,4
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-08-11-26,5,5,0,,,,,,,5,5,0,0,7
"Jain Hospital, Vikas Marg Extn.",42,39,3,Private,2021-05-08-10-14,13,13,0,2,2,0,,,,13,13,0,0,7
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-08-11-26,59,59,0,10,10,0,6,6,0,65,65,0,1,0
Janakpuri Super Speciality Hospital Society,18,18,0,Delhi Government,2021-05-08-09-48,18,18,0,,,,,,,18,18,0,1,12
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",50,50,0,Private,2021-05-08-07-55,8,8,0,,,,2,2,0,10,10,0,0,10
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-08-11-31,12,12,0,4,4,0,8,8,0,20,20,0,0,9
"Jeewan Moti Khera Hospital, Nangloi",30,13,17,Private,2021-05-08-11-17,3,3,0,,,,1,1,0,4,4,0,1,23
"Jeewan Nursing Home, Pusa Road",37,33,4,Private,2021-05-08-11-19,7,7,0,7,7,0,,,,7,7,0,0,6
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-08-10-39,,,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,25,5,Private,2021-05-07-20-56,,,,6,0,6,,,,,,,0,2
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-08-11-11,29,29,0,29,29,0,3,3,0,32,32,0,0,3
Kalyani Hospital,35,35,0,Private,2021-05-08-10-30,8,8,0,,,,1,1,0,9,9,0,1,8
"Kapil Multispecialty Hospital, Nathupura",40,35,5,Private,2021-05-08-10-02,3,3,0,,,,1,1,0,4,4,0,0,12
Khandelwal Hospital And Urology Center,30,29,1,Private,2021-05-08-11-17,6,6,0,,,,,,,6,6,0,0,6
"Konark Hospital, Nangloi",43,23,20,Private,2021-05-08-09-20,,,,16,16,0,,,,,,,1,4
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,23,3,Private,2021-05-08-10-21,6,6,0,,,,,,,6,6,0,0,5
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,66,30,Private,2021-05-08-09-47,26,26,0,20,20,0,,,,26,26,0,0,16
"Kukreja Hospital, Mayur Vihar",27,22,5,Private,2021-05-08-07-55,5,5,0,,,,,,,5,5,0,0,3
"Lalita Hospital, Begumpur",40,39,1,Private,2021-05-08-10-42,3,3,0,,,,1,1,0,4,4,0,,
LHMC,370,316,54,Central Government,2021-05-08-09-58,34,34,0,27,23,4,16,16,0,50,50,0,0,16
Life RAYS HOSPITAL,12,5,7,Private,2021-05-08-10-41,,,,,,,,,,,,,2,20
Lok Nayak Hospital,1500,1403,97,Delhi Government,2021-05-08-10-28,200,200,0,,,,200,200,0,400,400,0,0,11
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,28,43,Private,2021-05-08-09-51,24,19,5,26,14,12,2,2,0,26,21,5,0,2
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-05-08-08-54,24,24,0,6,0,6,6,6,0,30,30,0,2,0
"Maharaja Agarsain Multispecialty Hospital, Narela",35,31,4,Private,2021-05-08-10-14,4,4,0,,,,,,,4,4,0,2,5
"Maharaja Agrasen Hospital, Dwarka",47,47,0,Private,2021-05-08-11-18,,,,4,4,0,12,12,0,12,12,0,0,16
"Maharaja Agrasen Hospital, Punjabi Bagh",250,232,18,Private,2021-05-08-10-08,64,64,0,20,20,0,8,8,0,72,72,0,0,19
Makkar Multispeciality Hospital,44,42,2,Private,2021-05-08-08-44,11,11,0,,,,,,,11,11,0,1,22
Malik Radix Hospital,47,47,0,Private,2021-05-08-08-18,13,13,0,,,,1,1,0,14,14,0,0,10
"MANIPAL HOSPITAL, DWARKA",231,231,0,Private,2021-05-08-10-34,26,26,0,20,20,0,14,14,0,40,40,0,0,12
"Mansaram Hospital, Nangloi",42,28,14,Private,2021-05-08-10-47,9,9,0,,,,1,1,0,10,10,0,1,4
"Mata Chanan Devi Hospital, Janakpuri",200,190,10,Private,2021-05-08-11-15,39,39,0,,,,9,9,0,48,48,0,0,12
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-08-09-10,9,9,0,,,,7,7,0,16,16,0,0,8
Max East/West Block,255,217,38,Private,2021-05-08-09-38,32,32,0,10,10,0,16,16,0,48,48,0,0,10
"Max Smart Gujarmal Modi hospital ,Saket",250,236,14,Private,2021-05-08-10-09,,,,,,,50,50,0,50,50,0,0,13
"MAX SS HOSPITAL, PATPARGANJ",346,322,24,Private,2021-05-08-10-04,100,100,0,18,18,0,40,40,0,140,140,0,0,12
"Max SS Hospital, Shalimar Bagh",280,280,0,Private,2021-05-08-09-47,62,62,0,,,,30,30,0,92,92,0,1,15
"Medeor Hospital, Qutab Instl. Area",55,39,16,Private,2021-05-08-11-04,8,8,0,8,2,6,4,4,0,12,12,0,0,12
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-08-10-22,13,13,0,,,,1,1,0,14,14,0,0,4
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-08-10-32,14,14,0,,,,,,,14,14,0,0,7
"Metro Hospital, Preet Vihar",110,99,11,Private,2021-05-08-10-11,18,18,0,16,16,0,4,4,0,22,22,0,2,12
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-08-10-23,27,27,0,,,,7,7,0,34,34,0,0,17
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",129,129,0,Private,2021-05-07-16-25,18,18,0,9,9,0,12,12,0,30,30,0,0,3
"National Heart Institute, East of Kailash",94,94,0,Private,2021-05-08-10-19,25,25,0,10,7,3,7,7,0,32,32,0,0,9
National Institute of TB and Respiratory Diseases (LRS TB),77,43,34,Central Government,2021-05-07-17-54,,,,6,1,5,,,,,,,3,0
"Navjeevan Hospital, Pitampura",90,90,0,Private,2021-05-08-08-46,6,6,0,,,,4,4,0,10,10,0,0,5
Nestiva Hospital,20,20,0,Private,2021-05-08-10-33,2,2,0,,,,2,2,0,4,4,0,0,12
Nidaan Hospital,20,19,1,Private,2021-05-08-00-26,5,5,0,,,,2,2,0,7,7,0,0,23
Nirmala Hospital,23,23,0,Private,2021-05-07-11-10,2,2,0,,,,1,1,0,3,3,0,1,10
"NKS Hospital, Gulabi Bagh",82,47,35,Private,2021-05-08-11-08,38,28,10,,,,2,2,0,40,30,10,0,4
Northern Railway,200,192,8,Central Government,2021-05-08-09-53,,,,12,12,0,18,18,0,18,18,0,0,12
Oncoplus Hospital,40,40,0,Private,2021-05-08-11-29,15,15,0,,,,5,5,0,20,20,0,0,3
"Panchsheel Hospital, Yamuna Vihar",32,27,5,Private,2021-05-08-11-05,8,7,1,,,,,,,8,7,1,0,6
"Park Hospital, Meera Bagh",110,63,47,Private,2021-05-08-10-57,35,35,0,10,10,0,5,5,0,40,40,0,0,12
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-08-11-04,1,1,0,,,,,,,1,1,0,,
"PGH Hospital, Vikas Nagar",44,16,28,Private,2021-05-08-11-18,6,6,0,2,0,2,1,1,0,7,7,0,0,12
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-08-10-32,59,59,0,21,10,11,2,2,0,61,61,0,0,10
Pt.RRM Hospital,15,8,7,Private,2021-05-07-10-42,1,-1,2,,,,1,1,0,2,0,2,1,5
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-05-08-08-06,9,9,0,5,4,1,1,1,0,10,10,0,0,12
"Pushpawati Singhania Hospital, Saket",168,140,28,Private,2021-05-08-09-45,28,28,0,9,9,0,10,10,0,38,38,0,0,4
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,87,13,Delhi Government,2021-05-08-11-24,,,,,,,,,,,,,0,9
Rajeev Gandhi Super Speciality Hospital,350,328,22,Delhi Government,2021-05-08-11-12,125,125,0,,,,200,200,0,325,325,0,0,11
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,226,4,Private,2021-05-08-10-47,35,35,0,11,11,0,5,5,0,40,40,0,0,20
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,4,11,Private,2021-05-07-12-02,,,,,,,,,,,,,1,23
Ram Manohar Lohia Hospital,293,285,8,Central Government,2021-05-08-07-04,,,,,,,28,28,0,28,28,0,0,23
"Rathi Hospital, Najafgarh",80,61,19,Private,2021-05-08-10-25,19,19,0,,,,6,6,0,25,25,0,0,13
Rescue Hospital,38,38,0,Private,2021-05-08-10-00,18,18,0,4,3,1,,,,18,18,0,0,12
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-08-10-03,14,14,0,2,2,0,1,1,0,15,15,0,0,8
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-08-11-13,17,17,0,15,15,0,1,1,0,18,18,0,2,23
ROSEWOOD HOSPITAL,25,23,2,Private,2021-05-07-16-44,4,4,0,,,,,,,4,4,0,0,10
Royal Kalindi Hospital,26,24,2,Private,2021-05-07-22-53,3,3,0,,,,1,1,0,4,4,0,0,3
RS Grover Memorial Hospital,24,24,0,Private,2021-05-07-08-41,4,4,0,,,,,,,4,4,0,0,2
Safdarjung Hospital,376,306,70,Central Government,2021-05-08-09-39,,,,,,,65,65,0,65,65,0,0,11
Sai Charitable Dispensary,25,11,14,Private,2021-05-07-15-51,,,,,,,,,,,,,0,3
SAMA HOSPITAL,32,29,3,Private,2021-05-08-09-15,,,,,,,4,3,1,4,3,1,0,14
"Samar Hospital, Dwarka",30,30,0,Private,2021-05-08-09-13,5,5,0,,,,1,1,0,6,6,0,,
Sanjay Gandhi Memorial Hospital,118,101,17,Delhi Government,2021-05-08-09-34,10,10,0,6,2,4,10,10,0,20,20,0,0,8
"Sanjeevan Medical Res. , Daryaganj",40,23,17,Private,2021-05-08-09-46,,,,,,,4,4,0,4,4,0,1,10
"Sant Parmanand Hospital, Civil Lines",78,63,15,Private,2021-05-08-11-02,15,15,0,6,0,6,,,,15,15,0,0,4
Sant Soham Hospital,15,13,2,Private,2021-05-08-07-20,,,,,,,,,,,,,0,5
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-05-08-08-57,42,42,0,,,,8,8,0,50,50,0,0,6
Sardar Patel Covid hospital,500,413,87,Central Government,2021-05-08-09-15,,,,,,,128,128,0,128,128,0,2,0
Saroj Super Speciality Hospital,150,150,0,Private,2021-05-08-08-28,47,47,0,,,,16,16,0,63,63,0,0,16
SATYA MULTISPECIALITY HOSPITAL,18,15,3,Private,2021-05-08-11-25,3,3,0,,,,,,,3,3,0,0,18
"Satyabhama Hospital, Nangloi",42,42,0,Private,2021-05-08-11-33,29,29,0,5,5,0,3,3,0,32,32,0,0,7
Satyawati Harishchand Hsopital,200,145,55,Delhi Government,2021-05-08-10-41,12,12,0,,,,3,3,0,15,15,0,0,7
Savitri Hospital,25,25,0,Private,2021-05-08-09-52,13,13,0,,,,,,,13,13,0,0,8
SCI International Hospital,12,12,0,Private,2021-05-08-08-54,,,,,,,,,,,,,1,12
"Sehgal Neo Hospital, Paschim Vihar",80,80,0,Private,2021-05-08-11-33,13,13,0,,,,,,,13,13,0,0,1
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-05-08-09-18,5,5,0,,,,,,,5,5,0,,
"Shanti Mukand Hospital, Vikas Marg Extn.",115,115,0,Private,2021-05-08-07-04,19,19,0,25,19,6,5,5,0,24,24,0,0,6
"Shree Agarsain International Hospital, Rohini- 22",222,222,0,Private,2021-05-08-09-44,60,60,0,16,16,0,15,15,0,75,75,0,3,2
Shree Hospital,20,16,4,Private,2021-05-08-09-19,,,,,,,,,,,,,1,6
"Shri Ram Singh Hospital, Krishna Nagar",52,14,38,Private,2021-05-08-09-28,7,4,3,,,,,,,7,4,3,0,18
Shrine Hospital,8,8,0,Private,2021-05-07-10-52,3,3,0,,,,,,,3,3,0,0,12
SINGHAL HOSPITAL,27,15,12,Private,2021-05-07-17-03,7,7,0,,,,,,,7,7,0,0,2
Sir Ganga Ram City Hospital,96,92,4,Private,2021-05-08-10-01,1,1,0,,,,15,15,0,16,16,0,0,6
Sir Ganga Ram Hospital,590,590,0,Private,2021-05-08-10-17,106,106,0,108,73,35,42,42,0,148,148,0,0,10
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",33,33,0,Private,2021-05-08-11-03,9,9,0,1,1,0,,,,9,9,0,1,8
"SMS Hospital, Gagan Vihar",36,22,14,Private,2021-05-08-02-28,4,4,0,,,,1,1,0,5,5,0,0,7
"Sri Balaji Action Medical Inst., Paschim Vihar",260,260,0,Private,2021-05-08-11-04,97,97,0,40,29,11,8,8,0,105,105,0,1,21
"St. Stephens Hospital, Tis Hazari",336,269,67,Private,2021-05-08-10-28,24,24,0,8,8,0,8,8,0,32,32,0,0,16
Sunrise Hospital,14,7,7,Private,2021-05-07-17-55,,,,,,,,,,,,,,
"Surya Hospital, Krishna Nagar",40,38,2,Private,2021-05-08-10-36,5,5,0,5,0,5,,,,5,5,0,,
SURYA KIRAN HOSPITAL,40,26,14,Private,2021-05-08-10-58,9,9,0,5,5,0,1,1,0,10,10,0,0,7
Sushila Hospial,50,45,5,Private,2021-05-08-11-22,10,10,0,,,,,,,10,10,0,0,12
Swami Dayanand,70,70,0,Central Government,2021-05-08-09-27,,,,,,,,,,,,,0,23
"Tarak Hospital, Uttam Nagar",72,68,4,Private,2021-05-08-09-14,25,25,0,6,6,0,5,5,0,30,30,0,0,4
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-08-09-56,14,14,0,23,4,19,2,2,0,16,16,0,1,9
Triton Hospital,10,10,0,Private,2021-05-08-00-13,,,,12,10,2,,,,,,,0,10
Tulsi Multispeciality Hospital & Critical Care Unit,40,13,27,Private,2021-05-08-11-05,1,1,0,,,,1,1,0,2,2,0,0,5
"Universal Centre of Health services, Kalkaji",30,20,10,Private,2021-05-08-06-01,,,,,,,,,,,,,1,23
"Venkateshwar Hospital, Dwarka",245,243,2,Private,2021-05-08-11-31,48,48,0,,,,8,8,0,56,56,0,0,9
"Vikas Hospital, Najafgarh",40,32,8,Private,2021-05-08-11-16,8,8,0,,,,3,3,0,11,11,0,0,2
VIMHANS,180,180,0,Private,2021-05-08-08-55,72,72,0,,,,48,48,0,120,120,0,0,6
World Brain Center Hospital,45,22,23,Private,2021-05-08-10-44,9,9,0,,,,2,2,0,11,11,0,0,5
All,22306,19850,2456,,2021-05-08-11-36,3690,3661,29,1043,805,238,1939,1931,8,5629,5592,37,,
