name,beds_total,beds_occupied,beds_vacant,type,last_updated_at,icu_beds_without_ventilator_total,icu_beds_without_ventilator_occupied,icu_beds_without_ventilator_vacant,noncovid_icu_beds_total,noncovid_icu_beds_occupied,noncovid_icu_beds_vacant,ventilators_total,ventilators_occupied,ventilators_vacant,covid_icu_beds_total,covid_icu_beds_occupied,covid_icu_beds_vacant,oxygen_left_for_days,oxygen_left_for_hours
Base Hospital Delhi Cantt,500,492,8,Central Government,2021-05-07-09-12,,,,,,,50,50,0,50,50,0,1,12
Batra Hospital,260,260,0,Private,2021-05-08-06-24,23,23,0,12,12,0,15,15,0,38,38,0,0,12
"Bensups Hospital, Dwarka",40,35,5,Private,2021-05-08-08-07,12,12,0,,,,3,3,0,15,15,0,0,15
BH SALVAS HOSPITAL,40,16,24,Private,2021-05-07-10-56,7,7,0,5,0,5,1,1,0,8,8,0,0,8
"Bhagat Chandra Hospital, Mahavir Enclave, Dwarka",81,81,0,Private,2021-05-08-07-45,23,23,0,,,,5,5,0,28,28,0,1,8
"Bhagwan Mahavir Hospital, Madhuban Chowk",40,40,0,Private,2021-05-08-07-55,10,10,0,,,,1,1,0,11,11,0,0,10
"Bhagwati Hospital, Rohini",105,83,22,Private,2021-05-08-07-56,13,13,0,,,,2,2,0,15,15,0,0,4
"Bhatia Global Hospital, Paschim Vihar",36,34,2,Private,2021-05-08-08-22,8,8,0,,,,,,,8,8,0,0,3
Bimla Devi Hospital,27,22,5,Private,2021-05-07-15-40,,,,6,3,3,,,,,,,0,12
"BLK Hospital, Pusa Road",270,229,41,Private,2021-05-08-08-16,68,68,0,69,52,17,7,7,0,75,75,0,1,0
"Brahm Shakti Hospital, Budh Vihar",80,80,0,Private,2021-05-08-07-56,10,10,0,,,,1,1,0,11,11,0,0,14
Burari Hospital,370,316,54,Delhi Government,2021-05-07-15-37,40,40,0,,,,30,30,0,70,70,0,0,9
C M PATEL HOSPITAL,15,7,8,Private,2021-05-07-17-37,,,,,,,,,,,,,2,23
CBR Hospital,25,18,7,Private,2021-05-07-13-15,2,2,0,,,,1,1,0,3,3,0,1,8
"CD Global Hospital, Najafgarh Road",40,18,22,Private,2021-05-08-06-52,8,8,0,,,,1,1,0,9,9,0,0,5
Cronus Multi speciality Hospital,12,12,0,Private,2021-05-08-08-08,2,2,0,,,,,,,2,2,0,1,9
"Cygnus MLS, Rama Vihar",66,66,0,Private,2021-05-07-20-02,13,13,0,,,,5,5,0,18,18,0,0,4
"Cygnus Sonia Hospital, Nangloi",68,68,0,Private,2021-05-08-02-17,26,26,0,,,,5,5,0,31,31,0,0,4
Deen Dayal Upadhyay hospital,400,373,27,Delhi Government,2021-05-08-07-46,130,130,0,33,22,11,50,50,0,180,180,0,0,16
Deep Chand Bandhu,230,215,15,Delhi Government,2021-05-08-08-32,67,67,0,,,,14,14,0,81,81,0,0,5
Delhi global hospital,14,3,11,Private,2021-05-07-17-18,,,,,,,,,,,,,1,18
"Delhi Heart & Lung Institute, Pachkuian Road",73,73,0,Private,2021-05-08-05-52,24,24,0,12,12,0,3,3,0,27,27,0,,
Delhi multi speciality hospital,11,1,10,Private,2021-05-08-06-18,,,,,,,,,,,,,1,20
"Dharamshila Narayana Hosp., Vasundhra Enclave",159,112,47,Private,2021-05-08-05-18,11,11,0,23,17,6,3,3,0,14,14,0,0,14
"Dharamvir Solanki Hospital, Rohini",18,18,0,Private,2021-05-07-19-24,9,9,0,1,1,0,1,1,0,10,10,0,0,13
Divine Multispeciality Hospital and Cancer Centre,35,26,9,Private,2021-05-08-00-27,26,22,4,,,,4,4,0,30,26,4,0,5
"Divya Prastha Hospital, RZ-37, Opposite Bagh Wala School, Main Road, Palam Colony, New Delhi 45",90,90,0,Private,2021-05-07-14-32,10,10,0,,,,2,2,0,12,12,0,1,1
Dr Baba Saheb Ambedkar Hospital,370,356,14,Delhi Government,2021-05-08-02-23,150,150,0,,,,50,50,0,200,200,0,0,10
Dr Rakesh Multispeciality Hospital,15,11,4,Private,2021-05-07-15-22,5,5,0,,,,1,1,0,6,6,0,1,0
"Dr. Chaudhary Moral Hospital, Yamuna Vihar",36,33,3,Private,2021-05-08-08-37,,,,,,,,,,,,,0,5
East Delhi Medical Centre Mansarover Park,40,40,0,Private,2021-05-07-12-39,10,10,0,,,,,,,10,10,0,1,23
Ekansh Hospital,8,4,4,Private,2021-05-07-15-08,,,,,,,,,,,,,,
ESIC Hospital Jhilmil,55,48,7,Central Government,2021-05-07-17-24,,,,,,,5,5,0,5,5,0,1,0
ESIC hospital Okhla,233,183,50,Central Government,2021-05-07-16-26,,,,,,,10,10,0,10,10,0,1,8
"Fortis Escorts Heart Institute, Okhla",112,112,0,Private,2021-05-08-07-02,55,55,0,16,11,5,5,5,0,60,60,0,0,18
"Fortis Hospital, Shalimar Bagh",230,230,0,Private,2021-05-07-16-35,33,33,0,8,8,0,27,27,0,60,60,0,1,23
"Fortis SS Hospital, Vasant Kunj",106,106,0,Private,2021-05-08-08-02,8,8,0,,,,12,12,0,20,20,0,1,23
"Gandhi Nursing Home, Uttam Nagar",96,96,0,Private,2021-05-07-17-42,35,35,0,8,6,2,1,1,0,36,36,0,1,10
"Garg Hospital, Karkardooma",36,17,19,Private,2021-05-08-07-39,4,2,2,,,,,,,4,2,2,0,8
"Goyal Hospital & Urology Centre, Krishna Nagar",70,70,0,Private,2021-05-07-21-29,12,12,0,8,8,0,5,5,0,17,17,0,1,20
"Goyal Hospital, Paschim Vihar",24,24,0,Private,2021-05-07-22-04,7,7,0,,,,,,,7,7,0,0,3
GTB Hospital,750,675,75,Delhi Government,2021-05-08-08-04,272,268,4,,,,128,128,0,400,396,4,0,17
"Gupta Multispecialty Hospital, Vivek Vihar",50,50,0,Private,2021-05-07-19-47,6,6,0,,,,,,,6,6,0,0,8
GURU NANAK EYE CENTRE ( ANNEXED TO LOK NAYAK HOSPITAL),198,36,162,Delhi Government,2021-05-08-08-30,,,,,,,,,,,,,2,0
"HAHC Hospital, Hamdard Nagar",376,92,284,Private,2021-05-08-07-02,21,21,0,6,2,4,8,8,0,29,29,0,0,5
HANDA NURSING HOME,12,12,0,Private,2021-05-07-20-52,,,,,,,,,,,,,0,18
Hardik Hospital,10,6,4,Private,2021-05-05-12-04,4,4,0,,,,,,,4,4,0,1,1
Highland Care Multispeciality Hospital,30,21,9,Private,2021-05-07-09-50,5,5,0,,,,1,1,0,6,6,0,0,5
Hira’s Multispeciality Hospital,15,2,13,Private,2021-05-07-16-47,,,,,,,,,,,,,0,20
"Holy Family Hospital, Okhla",385,385,0,Private,2021-05-07-17-09,10,10,0,18,18,0,44,44,0,54,54,0,0,5
"IBS Hospital, Lajpat Nagar",34,34,0,Private,2021-05-08-08-01,10,10,0,,,,3,3,0,13,13,0,0,4
"Indian spinal injury centre,Vasant Kunj",175,175,0,Private,2021-05-08-07-54,10,10,0,9,4,5,4,4,0,14,14,0,0,4
"INDRAPRASTHA APOLLO HOSPITAL, SARITA VIHAR",470,470,0,Private,2021-05-08-08-08,88,88,0,81,81,0,12,12,0,100,100,0,0,20
"Irene Hospital, Kalkaji",35,35,0,Private,2021-05-07-11-47,5,5,0,,,,2,2,0,7,7,0,0,4
"Ishan Hospital, Rohini",13,13,0,Private,2021-05-08-08-20,5,5,0,,,,,,,5,5,0,0,7
"Jain Hospital, Vikas Marg Extn.",42,39,3,Private,2021-05-08-08-11,13,13,0,2,2,0,,,,13,13,0,0,7
"Jaipur Golden Hospital, Rohini",220,220,0,Private,2021-05-08-00-55,59,59,0,10,10,0,6,6,0,65,65,0,1,0
Janakpuri Super Speciality Hospital Society,18,18,0,Delhi Government,2021-05-08-07-25,18,18,0,,,,,,,18,18,0,0,16
"Jeevan Anmol Hospital, Mayur Vihar Phase-I",50,50,0,Private,2021-05-08-07-55,8,8,0,,,,2,2,0,10,10,0,0,10
"Jeewan Mala Hospital, Rohtak Road",60,60,0,Private,2021-05-07-22-50,12,12,0,4,4,0,8,8,0,20,20,0,0,9
"Jeewan Moti Khera Hospital, Nangloi",30,13,17,Private,2021-05-07-22-20,3,3,0,,,,1,1,0,4,4,0,1,23
"Jeewan Nursing Home, Pusa Road",37,34,3,Private,2021-05-08-08-02,7,7,0,7,7,0,,,,7,7,0,0,5
K K Surgical & Maternity Centre,40,0,40,Private,2021-05-07-10-36,,,,,,,,,,,,,,
"Kalra Hospital, Dwarka",30,25,5,Private,2021-05-07-20-56,,,,6,0,6,,,,,,,0,2
"Kalra Hospital, Kirti Nagar",93,93,0,Private,2021-05-08-08-03,29,29,0,29,29,0,3,3,0,32,32,0,0,9
Kalyani Hospital,35,35,0,Private,2021-05-07-16-45,8,8,0,,,,1,1,0,9,9,0,1,14
"Kapil Multispecialty Hospital, Nathupura",40,35,5,Private,2021-05-07-21-54,3,3,0,,,,1,1,0,4,4,0,0,12
Khandelwal Hospital And Urology Center,30,29,1,Private,2021-05-08-07-47,6,6,0,,,,,,,6,6,0,0,6
"Konark Hospital, Nangloi",43,21,22,Private,2021-05-07-19-32,,,,16,16,0,,,,,,,1,4
"Kosmos Super Specialty Hospital, Vikas Marg Extn.",26,23,3,Private,2021-05-08-08-01,6,6,0,,,,,,,6,6,0,0,5
"Kukreja Hospital and Heart Centre, Rajouri Garden",96,63,33,Private,2021-05-08-06-59,26,26,0,20,20,0,,,,26,26,0,0,16
"Kukreja Hospital, Mayur Vihar",27,22,5,Private,2021-05-08-07-55,5,5,0,,,,,,,5,5,0,0,3
"Lalita Hospital, Begumpur",40,38,2,Private,2021-05-07-16-02,3,3,0,,,,1,1,0,4,4,0,0,3
LHMC,370,338,32,Central Government,2021-05-07-09-56,34,34,0,27,23,4,16,16,0,50,50,0,0,14
Lok Nayak Hospital,1500,1461,39,Delhi Government,2021-05-08-07-35,200,200,0,,,,200,200,0,400,400,0,0,10
"Madhukar Rainbow Children Hosp., Malviya Nagar",71,27,44,Private,2021-05-07-12-27,24,18,6,26,14,12,2,2,0,26,20,6,0,2
Maha Durga Charitable Trust Hospital,130,130,0,Private,2021-05-07-09-27,24,24,0,6,0,6,6,6,0,30,30,0,2,0
"Maharaja Agarsain Multispecialty Hospital, Narela",35,34,1,Private,2021-05-07-22-44,4,4,0,,,,,,,4,4,0,2,5
"Maharaja Agrasen Hospital, Dwarka",47,47,0,Private,2021-05-07-18-02,,,,3,3,0,12,12,0,12,12,0,0,16
"Maharaja Agrasen Hospital, Punjabi Bagh",250,230,20,Private,2021-05-08-08-28,64,64,0,20,20,0,8,8,0,72,72,0,0,19
Makkar Multispeciality Hospital,44,43,1,Private,2021-05-07-16-43,11,11,0,,,,,,,11,11,0,1,22
Malik Radix Hospital,47,47,0,Private,2021-05-08-08-18,13,13,0,,,,1,1,0,14,14,0,0,10
"MANIPAL HOSPITAL, DWARKA",221,221,0,Private,2021-05-07-14-30,26,26,0,20,20,0,14,14,0,40,40,0,0,10
"Mansaram Hospital, Nangloi",42,29,13,Private,2021-05-08-07-58,9,9,0,,,,1,1,0,10,10,0,1,4
"Mata Chanan Devi Hospital, Janakpuri",200,190,10,Private,2021-05-08-08-00,39,39,0,,,,9,9,0,48,48,0,0,6
"Mata Roop Rani Maggo Hospital, Uttam Nagar",80,80,0,Private,2021-05-07-16-35,9,9,0,,,,7,7,0,16,16,0,0,8
Max East/West Block,255,218,37,Private,2021-05-08-07-07,32,32,0,10,10,0,16,16,0,48,48,0,0,9
"Max Smart Gujarmal Modi hospital ,Saket",250,233,17,Private,2021-05-08-08-07,,,,,,,50,50,0,50,50,0,0,13
"MAX SS HOSPITAL, PATPARGANJ",346,326,20,Private,2021-05-07-17-32,100,100,0,18,18,0,40,40,0,140,140,0,0,12
"Max SS Hospital, Shalimar Bagh",280,280,0,Private,2021-05-07-17-23,62,62,0,,,,30,30,0,92,92,0,1,19
"Medeor Hospital, Qutab Instl. Area",55,39,16,Private,2021-05-08-08-16,8,8,0,8,2,6,4,4,0,12,12,0,0,12
"Medstar Hospital, Paschim Vihar",32,32,0,Private,2021-05-08-08-20,13,13,0,,,,1,1,0,14,14,0,0,4
"Metro Hospital, Lajpat Nagar",33,33,0,Private,2021-05-08-06-08,14,14,0,,,,,,,14,14,0,0,12
"Metro Hospital, Preet Vihar",110,108,2,Private,2021-05-08-07-50,18,18,0,16,16,0,4,4,0,22,22,0,2,12
"MGS Hospital, Punjabi Bagh",88,88,0,Private,2021-05-08-05-35,27,27,0,,,,7,7,0,34,34,0,0,19
"Mool Chand Khairati Ram Hospital, Lajpat Nagar",129,129,0,Private,2021-05-07-16-25,18,18,0,9,9,0,12,12,0,30,30,0,0,3
"National Heart Institute, East of Kailash",98,98,0,Private,2021-05-07-16-40,25,25,0,10,6,4,7,7,0,32,32,0,0,13
National Institute of TB and Respiratory Diseases (LRS TB),77,43,34,Central Government,2021-05-07-17-54,,,,6,1,5,,,,,,,3,0
"Navjeevan Hospital, Pitampura",90,90,0,Private,2021-05-07-18-37,6,6,0,,,,4,4,0,10,10,0,0,6
Nestiva Hospital,20,20,0,Private,2021-05-08-07-14,2,2,0,,,,2,2,0,4,4,0,0,12
Nidaan Hospital,20,19,1,Private,2021-05-08-00-26,5,5,0,,,,2,2,0,7,7,0,0,23
Nirmala Hospital,23,23,0,Private,2021-05-07-11-10,2,2,0,,,,1,1,0,3,3,0,1,10
"NKS Hospital, Gulabi Bagh",82,47,35,Private,2021-05-08-00-03,38,28,10,,,,2,2,0,40,30,10,0,4
Northern Railway,200,200,0,Central Government,2021-05-08-08-10,,,,12,11,1,18,18,0,18,18,0,0,12
Oncoplus Hospital,40,40,0,Private,2021-05-07-12-10,15,15,0,,,,5,5,0,20,20,0,0,3
"Panchsheel Hospital, Yamuna Vihar",32,27,5,Private,2021-05-08-06-58,8,8,0,,,,,,,8,8,0,0,6
"Park Hospital, Meera Bagh",110,63,47,Private,2021-05-08-07-08,35,35,0,10,10,0,5,5,0,40,40,0,0,12
Parmeshwari Devi Hospital,18,17,1,Private,2021-05-07-10-27,1,1,0,,,,,,,1,1,0,,
"PGH Hospital, Vikas Nagar",44,16,28,Private,2021-05-07-16-26,6,6,0,2,0,2,1,1,0,7,7,0,0,12
"Primus Super Specialty Hospital, Chanakyapuri",111,111,0,Private,2021-05-08-08-24,59,59,0,21,10,11,2,2,0,61,61,0,0,11
Pt.RRM Hospital,15,8,7,Private,2021-05-07-10-42,1,-1,2,,,,1,1,0,2,0,2,1,5
"Pushpanjali Medical Centre, Pushpanjali Enclave, Vikas Marg Ext.",35,35,0,Private,2021-05-08-08-06,9,9,0,5,4,1,1,1,0,10,10,0,0,12
"Pushpawati Singhania Hospital, Saket",168,140,28,Private,2021-05-08-08-24,28,28,0,9,9,0,10,10,0,38,38,0,0,6
Rajan Babu Institute of Pulmonary  Medicine and tuberculosis,100,96,4,Delhi Government,2021-05-07-11-46,,,,,,,,,,,,,0,8
Rajeev Gandhi Super Speciality Hospital,350,322,28,Delhi Government,2021-05-08-08-20,125,122,3,,,,200,200,0,325,322,3,0,11
"Rajiv Gandhi Cancer Institute & RC, Rohini*",230,230,0,Private,2021-05-07-17-22,35,35,0,11,11,0,5,5,0,40,40,0,0,11
RAM LAL KUNDAN LAL ORTHOPAEDIC HOSPITAL,15,4,11,Private,2021-05-07-12-02,,,,,,,,,,,,,1,23
Ram Manohar Lohia Hospital,293,285,8,Central Government,2021-05-08-07-04,,,,,,,28,28,0,28,28,0,0,23
"Rathi Hospital, Najafgarh",80,59,21,Private,2021-05-08-07-59,19,19,0,,,,6,6,0,25,25,0,0,14
Rescue Hospital,38,38,0,Private,2021-05-07-23-13,18,18,0,4,3,1,,,,18,18,0,0,13
"Revive Hospital,tilak nagar",28,28,0,Private,2021-05-07-17-21,14,14,0,2,2,0,1,1,0,15,15,0,0,4
"RLKC Metro Hospital, Naraina",70,70,0,Private,2021-05-07-18-06,17,17,0,15,15,0,1,1,0,18,18,0,2,23
ROSEWOOD HOSPITAL,25,23,2,Private,2021-05-07-16-44,4,4,0,,,,,,,4,4,0,0,10
Royal Kalindi Hospital,26,24,2,Private,2021-05-07-22-53,3,3,0,,,,1,1,0,4,4,0,0,3
RS Grover Memorial Hospital,24,24,0,Private,2021-05-07-08-41,4,4,0,,,,,,,4,4,0,0,2
Safdarjung Hospital,376,312,64,Central Government,2021-05-07-16-45,,,,,,,65,65,0,65,65,0,0,15
Sai Charitable Dispensary,25,11,14,Private,2021-05-07-15-51,,,,,,,,,,,,,0,3
SAMA HOSPITAL,32,32,0,Private,2021-05-07-09-02,,,,,,,4,4,0,4,4,0,0,12
"Samar Hospital, Dwarka",30,30,0,Private,2021-05-07-09-13,5,5,0,,,,1,1,0,6,6,0,,
Sanjay Gandhi Memorial Hospital,118,101,17,Delhi Government,2021-05-08-08-12,10,10,0,6,2,4,10,10,0,20,20,0,0,7
"Sanjeevan Medical Res. , Daryaganj",30,30,0,Private,2021-05-08-07-36,4,4,0,,,,,,,4,4,0,1,10
"Sant Parmanand Hospital, Civil Lines",78,61,17,Private,2021-05-07-16-43,15,14,1,6,0,6,,,,15,14,1,0,12
Sant Soham Hospital,15,13,2,Private,2021-05-08-07-20,,,,,,,,,,,,,0,5
"Santom Hospital, Prashant Vihar",105,105,0,Private,2021-05-07-13-32,42,42,0,,,,8,8,0,50,50,0,0,6
Sardar Patel Covid Army  hospital,500,500,0,Central Government,2021-05-07-12-10,,,,,,,128,128,0,128,128,0,1,10
Saroj Super Speciality Hospital,150,150,0,Private,2021-05-08-08-28,47,47,0,,,,16,16,0,63,63,0,0,16
SATYA MULTISPECIALITY HOSPITAL,18,14,4,Private,2021-05-07-20-29,3,3,0,,,,,,,3,3,0,0,16
"Satyabhama Hospital, Nangloi",42,42,0,Private,2021-05-08-07-23,29,29,0,5,5,0,3,3,0,32,32,0,0,4
Satyawati Harishchand Hsopital,200,143,57,Delhi Government,2021-05-08-07-55,12,12,0,,,,3,3,0,15,15,0,0,8
Savitri Hospital,25,25,0,Private,2021-05-07-15-07,13,13,0,,,,,,,13,13,0,0,8
SCI International Hospital,12,12,0,Private,2021-05-07-11-37,,,,,,,,,,,,,1,12
"Sehgal Neo Hospital, Paschim Vihar",80,80,0,Private,2021-05-08-08-01,13,13,0,,,,,,,13,13,0,0,5
"Shakuntala Nursing Home, West Sagarpur",30,30,0,Private,2021-05-07-08-48,5,5,0,,,,,,,5,5,0,,
"Shanti Mukand Hospital, Vikas Marg Extn.",115,115,0,Private,2021-05-08-07-04,19,19,0,25,19,6,5,5,0,24,24,0,0,6
"Shree Agarsain International Hospital, Rohini- 22",212,212,0,Private,2021-05-07-16-17,63,63,0,16,16,0,15,15,0,78,78,0,2,1
Shree Hospital,20,16,4,Private,2021-05-08-02-16,,,,,,,,,,,,,1,0
"Shri Ram Singh Hospital, Krishna Nagar",52,13,39,Private,2021-05-07-16-17,6,4,2,,,,1,0,1,7,4,3,,
Shrine Hospital,8,8,0,Private,2021-05-07-10-52,3,3,0,,,,,,,3,3,0,0,12
SINGHAL HOSPITAL,27,15,12,Private,2021-05-07-17-03,7,7,0,,,,,,,7,7,0,0,2
Sir Ganga Ram City Hospital,96,94,2,Private,2021-05-08-07-24,1,1,0,,,,15,15,0,16,16,0,0,6
Sir Ganga Ram Hospital,590,590,0,Private,2021-05-08-08-22,106,106,0,108,73,35,42,42,0,148,148,0,0,10
"Sitaram Bhartia Institute of Science & Res., Qutab Institutional Area",33,33,0,Private,2021-05-08-06-47,9,9,0,1,1,0,,,,9,9,0,0,19
"SMS Hospital, Gagan Vihar",36,22,14,Private,2021-05-08-02-28,4,4,0,,,,1,1,0,5,5,0,0,7
"Sri Balaji Action Medical Inst., Paschim Vihar",260,260,0,Private,2021-05-08-05-05,97,97,0,40,30,10,8,8,0,105,105,0,1,0
"St. Stephens Hospital, Tis Hazari",336,281,55,Private,2021-05-08-08-28,24,24,0,8,8,0,8,8,0,32,32,0,0,18
Sunrise Hospital,14,7,7,Private,2021-05-07-17-55,,,,,,,,,,,,,,
"Surya Hospital, Krishna Nagar",40,36,4,Private,2021-05-07-22-13,5,5,0,5,0,5,,,,5,5,0,0,10
SURYA KIRAN HOSPITAL,40,26,14,Private,2021-05-08-07-09,9,9,0,5,5,0,1,1,0,10,10,0,0,7
Sushila Hospial,50,45,5,Private,2021-05-08-08-33,10,10,0,,,,,,,10,10,0,0,12
Swami Dayanand,70,69,1,Central Government,2021-05-07-22-09,,,,,,,,,,,,,1,12
"Tarak Hospital, Uttam Nagar",72,68,4,Private,2021-05-07-22-23,25,25,0,6,6,0,5,5,0,30,30,0,0,4
"Tirath Ram Shah Charitable Hospital, Civil Lines",136,136,0,Private,2021-05-07-17-14,14,14,0,23,4,19,2,2,0,16,16,0,1,6
Triton Hospital,10,10,0,Private,2021-05-08-00-13,,,,12,10,2,,,,,,,0,10
Tulsi Multispeciality Hospital & Critical Care Unit,40,13,27,Private,2021-05-07-18-42,1,1,0,,,,1,1,0,2,2,0,0,5
"Universal Centre of Health services, Kalkaji",30,20,10,Private,2021-05-08-06-01,,,,,,,,,,,,,1,23
"Venkateshwar Hospital, Dwarka",240,240,0,Private,2021-05-08-08-33,48,48,0,,,,8,8,0,56,56,0,0,10
"Vikas Hospital, Najafgarh",40,31,9,Private,2021-05-07-15-45,8,8,0,,,,3,3,0,11,11,0,0,22
VIMHANS,180,180,0,Private,2021-05-07-16-38,72,72,0,,,,48,48,0,120,120,0,0,5
World Brain Center Hospital,45,22,23,Private,2021-05-07-21-34,9,9,0,,,,2,2,0,11,11,0,0,5
All,22261,20023,2238,,2021-05-08-08-41,3692,3654,38,1043,803,240,1933,1927,6,5625,5581,44,,
